pos_score,neu_score,neg_score,value
30,3340,20,1
60,1780,0,0
30,20,0,1
570,720,0,0
0,0,0,1
0,180,0,0
0,260,0,0
0,600,0,-1
0,80,0,-1
60,200,0,1
90,520,0,0
0,1800,30,0
1860,6700,100,-1
0,160,0,0
30,280,20,0
60,260,30,-1
210,1300,60,0
0,180,0,0
0,120,0,1
0,1360,20,0
0,20,10,-1
0,160,0,0
30,400,0,1
0,640,0,-1
30,4320,0,-1
60,740,0,1
0,120,0,1
30,2660,110,-1
0,20,0,0
30,220,0,1
0,4360,0,1
0,240,0,1
30,140,0,1
30,680,0,0
0,300,0,0
90,13260,40,0
150,3980,0,1
30,7560,30,-1
0,340,0,-1
0,200,0,0
0,1620,0,0
30,120,0,0
330,2120,30,1
0,20,0,0
60,2340,10,0
30,1160,0,-1
0,0,0,0
120,940,30,1
60,300,30,-1
30,100,0,-1
0,920,0,0
0,4080,0,0
30,200,10,-1
300,8040,320,-1
8430,23820,30,-1
60,4300,20,1
0,40,0,0
210,5420,20,1
60,13060,150,1
1890,7200,30,1
30,100,20,0
0,580,0,-1
90,1780,110,0
30,40,0,1
30,120,0,1
390,1320,40,1
30,260,20,-1
0,160,0,1
0,0,0,1
0,200,0,0
30,180,10,-1
0,1220,20,-1
0,0,0,0
0,120,0,0
120,5300,0,-1
0,320,0,0
60,100,10,0
0,240,10,0
120,1760,20,-1
0,60,0,0
90,840,20,-1
1800,7840,0,0
0,1220,0,1
0,40,0,0
0,8340,0,0
0,40,0,0
30,1340,20,1
0,20,0,-1
1800,7340,0,-1
120,1140,20,0
0,60,0,1
0,100,0,0
0,240,0,1
30,540,20,0
60,5720,30,-1
0,60,0,-1
0,300,0,0
0,0,0,0
60,140,10,-1
0,2640,10,-1
90,3300,30,-1
0,140,0,0
180,1460,20,-1
0,160,0,0
90,4300,10,-1
30,100,10,0
30,13280,60,-1
60,1500,20,1
0,7520,0,1
0,220,0,-1
210,760,20,1
0,180,10,0
180,200,0,0
120,2000,0,0
30,5600,0,1
30,140,0,1
0,60,0,0
30,560,20,0
0,20,0,1
0,100,0,0
60,1840,80,1
60,40,0,1
150,3080,20,1
0,120,0,0
30,5780,20,0
690,1660,20,0
30,160,0,-1
30,20,0,1
0,780,0,0
0,0,0,1
30,380,20,0
1890,5940,0,1
30,480,20,1
90,1180,0,-1
0,1680,0,0
30,560,20,0
0,0,0,0
0,540,0,0
30,80,0,0
0,120,10,-1
0,5480,0,0
120,5540,30,1
0,3440,0,0
240,4700,80,1
30,60,0,0
180,5420,0,1
0,1540,10,-1
30,500,20,0
0,0,0,1
120,3620,10,0
30,7600,20,0
0,2580,0,0
0,5480,0,0
0,2280,0,0
0,220,0,1
300,4180,50,0
150,4320,30,0
0,2240,0,0
0,200,0,0
60,4400,20,-1
0,180,0,0
0,240,0,1
0,40,0,0
420,16020,80,0
240,2960,20,1
1860,12480,100,1
30,640,10,1
0,5060,0,0
60,800,50,1
30,1840,0,-1
30,1080,10,1
0,2660,0,0
30,140,0,-1
30,100,20,-1
180,4660,40,1
0,120,0,0
0,2400,20,0
30,40,20,1
210,740,20,-1
120,300,0,1
0,100,0,0
30,120,0,1
30,180,10,0
60,2560,0,0
60,240,0,0
0,1360,0,1
30,180,10,-1
30,2660,0,1
30,520,20,-1
0,120,0,0
30,200,0,-1
0,1080,0,0
0,1860,0,0
90,3620,30,1
210,800,20,1
0,220,0,-1
90,6740,20,1
1950,15480,40,-1
30,100,0,0
0,280,10,0
0,1480,0,1
0,280,0,0
0,80,0,0
60,240,0,1
0,340,0,0
30,180,20,0
0,0,0,0
30,260,10,1
0,160,0,1
30,40,0,0
30,1380,70,0
30,560,0,-1
30,2060,30,0
0,180,0,0
0,20,0,-1
0,80,0,0
0,0,0,0
30,20,0,1
30,160,0,1
0,300,0,0
30,80,0,0
90,320,0,-1
30,340,20,-1
30,700,30,1
30,3640,60,1
0,0,0,0
0,140,0,0
60,5620,90,0
420,960,70,1
30,560,20,0
1830,7620,0,1
0,100,0,0
60,2620,10,0
0,200,0,0
30,600,0,0
0,180,0,-1
1800,4840,0,0
0,1760,0,0
570,3720,0,0
0,20,0,1
60,240,0,1
30,6020,0,-1
0,0,0,0
0,1280,0,0
30,200,0,0
90,680,0,0
60,2100,100,-1
90,1160,30,0
60,20,0,1
4560,39420,290,1
0,260,0,-1
0,40,0,1
0,100,0,0
30,620,170,-1
90,3840,0,-1
0,140,0,0
0,0,0,0
0,1300,40,0
3840,11500,40,0
30,20,0,1
0,680,0,1
0,860,0,1
330,420,40,0
30,260,0,0
0,180,0,0
30,240,0,0
0,840,0,0
0,300,0,-1
0,80,0,-1
60,3420,90,1
990,13040,120,0
0,1140,0,-1
60,2400,30,0
0,1900,0,0
30,2760,10,1
90,980,0,0
30,920,0,1
0,220,10,0
0,0,0,-1
60,4860,20,1
30,700,0,1
30,120,0,1
30,180,0,0
1920,5480,0,0
90,220,0,0
30,220,0,1
60,1460,10,1
30,80,0,0
150,1560,0,1
30,0,0,1
240,1380,10,1
30,3080,0,1
60,380,20,-1
60,16000,40,-1
0,140,0,0
0,300,0,0
1800,4880,0,0
90,380,0,-1
0,200,0,0
90,4740,0,1
0,0,0,0
30,40,0,1
60,240,0,0
5220,19020,150,1
420,720,70,1
0,20,0,0
60,680,40,0
0,20,0,0
150,1540,0,1
150,3640,10,1
30,1700,0,0
30,1440,0,1
0,1180,0,1
0,300,10,0
0,140,0,0
30,2900,0,1
30,260,0,0
0,500,0,0
90,380,0,0
30,460,20,-1
30,100,0,-1
30,2000,0,0
60,640,80,0
0,40,0,0
0,120,0,-1
0,320,0,0
30,240,0,-1
60,1160,0,0
60,140,0,0
0,60,0,0
0,420,0,0
0,2680,0,-1
210,33220,70,1
30,340,0,-1
0,3560,0,1
30,160,0,1
30,2680,20,-1
0,300,0,-1
30,160,0,1
390,600,70,-1
0,0,0,0
60,460,10,1
90,980,0,0
0,1700,0,1
60,1220,10,1
0,120,0,1
540,860,0,0
30,120,0,-1
0,680,0,0
30,700,0,0
30,140,0,-1
60,100,10,0
0,140,0,-1
0,160,0,1
0,820,0,0
0,40,0,0
0,120,0,0
60,600,20,-1
0,1540,0,-1
0,460,10,-1
30,2320,20,-1
30,180,0,0
30,800,20,1
30,4440,190,-1
0,340,10,0
30,300,10,-1
0,4980,0,0
0,180,0,0
0,1420,0,0
60,40,0,1
0,0,0,-1
30,2460,10,0
90,2740,10,1
480,2300,20,-1
0,300,0,1
60,7320,80,1
90,1860,50,1
90,5540,40,1
120,200,10,0
0,2440,0,0
60,440,0,1
0,160,0,0
0,240,0,0
30,120,0,1
0,2380,0,-1
0,4260,10,1
30,320,0,1
0,100,0,0
30,100,0,1
30,60,0,1
0,1460,0,1
0,180,0,0
1860,10000,210,-1
60,160,0,1
30,180,0,1
90,160,0,1
1890,5100,20,0
0,100,0,-1
60,780,0,1
0,0,0,1
0,4140,20,1
30,5040,20,0
60,7820,0,1
0,140,0,1
600,3120,0,-1
0,1040,0,-1
0,100,0,0
30,1820,20,-1
180,1140,40,-1
0,120,0,-1
0,1020,0,-1
0,0,0,-1
0,1500,0,1
0,1060,0,-1
0,6620,0,-1
0,180,0,0
30,80,0,0
0,20,0,1
0,20,0,1
0,140,0,0
0,880,0,0
30,200,0,0
150,1200,20,-1
0,120,20,-1
0,20,0,0
0,120,0,0
0,540,0,0
0,0,0,0
0,40,0,1
0,120,0,0
60,2800,70,0
0,80,0,0
0,1140,10,0
30,760,20,0
0,160,0,0
0,20,0,0
0,200,0,0
1800,10680,0,0
30,1660,0,1
60,320,0,-1
30,0,0,1
0,280,0,0
120,5600,30,1
0,0,0,-1
90,3380,0,0
180,1740,50,0
60,1300,0,-1
0,0,0,-1
0,380,0,0
1980,5820,0,1
120,6920,30,1
0,0,0,0
240,10880,10,1
210,1320,20,0
30,180,10,0
30,60,0,1
0,2620,0,1
0,440,0,-1
0,40,0,1
120,3060,0,0
0,200,0,0
0,40,0,0
30,240,0,1
30,6300,0,0
30,180,0,1
0,100,0,1
120,1000,0,-1
30,7380,0,0
0,100,0,-1
0,140,0,0
30,60,0,1
0,160,0,0
0,0,0,0
0,220,0,1
150,9080,110,0
0,160,0,0
0,380,0,0
1830,6520,0,0
0,320,0,0
0,100,0,0
210,2460,60,-1
0,0,0,1
0,20,0,0
30,180,0,1
60,2900,0,1
0,20,0,1
150,6220,0,1
0,80,10,1
0,20,0,1
0,220,0,0
0,1220,0,0
0,680,0,1
930,3020,30,1
0,240,0,0
0,200,0,-1
30,280,10,-1
30,5320,30,-1
0,2500,0,-1
0,60,0,1
0,140,0,0
0,220,0,0
0,18040,0,1
0,620,0,0
30,360,0,1
0,20,0,0
120,3020,60,0
90,700,0,0
0,240,0,0
1890,6760,20,1
0,240,0,1
0,0,10,0
180,960,20,0
0,6600,30,0
30,1540,0,1
30,80,0,0
0,220,0,0
0,360,0,1
60,460,10,0
60,240,0,0
0,1040,0,1
1800,5000,0,0
0,640,0,1
90,4780,0,1
30,2140,20,0
30,900,110,-1
570,9680,170,0
540,880,0,1
210,6000,20,1
240,2920,0,0
0,4160,0,-1
0,100,0,1
0,240,0,1
0,0,0,0
30,260,0,0
180,5060,40,-1
60,1820,50,1
60,1620,10,0
0,2780,20,-1
30,4920,0,0
90,3980,0,1
30,140,0,1
180,260,0,1
0,180,0,-1
150,1120,80,1
0,160,0,0
0,680,0,0
90,3760,20,0
30,1420,0,1
0,440,0,0
0,0,0,0
0,320,0,0
60,160,10,0
0,360,0,0
60,120,0,1
30,20,0,1
90,6160,20,-1
0,180,10,0
0,140,0,1
30,920,20,-1
30,140,0,-1
90,880,40,1
210,4500,0,-1
0,0,0,0
180,460,40,-1
30,3840,0,-1
30,6000,20,0
0,0,0,0
0,4840,0,1
0,60,10,-1
30,840,0,0
30,2580,20,0
0,0,0,-1
90,800,10,-1
0,120,0,0
30,120,10,1
90,360,0,0
0,480,0,1
0,660,0,1
870,6060,10,-1
60,4640,40,-1
0,160,0,0
0,120,0,1
0,4080,0,-1
60,260,0,1
0,0,0,0
30,480,0,1
150,2260,0,1
30,0,0,1
30,160,0,1
30,800,20,-1
0,180,0,-1
30,100,0,0
0,80,0,0
30,20,0,1
0,240,0,0
0,200,0,0
180,1460,110,-1
0,140,10,-1
0,1020,10,0
60,3340,0,1
0,200,0,0
0,0,0,1
0,0,0,-1
0,640,0,1
0,320,0,0
90,440,10,1
120,5040,90,1
60,2900,0,0
0,600,0,0
0,1120,0,0
0,660,0,1
30,60,0,0
0,40,0,-1
0,160,0,0
0,180,0,0
210,420,20,0
0,140,0,0
60,1480,40,-1
60,120,10,0
30,1500,20,-1
0,120,0,0
90,9920,20,0
120,880,10,1
0,380,0,0
90,1080,0,0
60,260,0,1
0,4860,0,0
90,5820,60,0
30,60,0,1
30,460,20,0
0,100,0,1
0,1680,0,-1
0,480,10,0
540,640,0,-1
0,60,0,-1
30,1160,30,-1
0,300,0,0
30,600,0,0
0,120,10,0
360,580,0,1
0,100,0,0
0,0,0,1
0,60,0,0
0,1760,0,1
0,220,0,0
90,300,0,0
120,3600,0,0
0,80,0,-1
30,1100,0,0
90,140,0,0
3120,7160,60,-1
90,3060,40,-1
0,1000,0,0
60,180,20,-1
60,1020,0,0
60,280,0,-1
0,80,0,-1
0,220,0,-1
60,120,10,1
0,140,0,0
30,1140,20,0
450,5380,70,1
0,560,0,-1
0,4900,0,0
0,8420,100,0
60,6320,30,0
0,1320,10,-1
0,160,0,-1
90,3500,70,-1
120,480,0,0
30,1720,0,0
60,120,0,0
0,140,10,-1
180,6980,20,1
0,180,10,0
0,220,10,-1
0,660,90,-1
30,140,0,1
0,100,0,0
0,440,0,0
540,1420,0,0
0,580,0,1
0,520,0,0
0,20,0,1
60,140,0,1
30,460,20,0
0,0,0,0
30,4180,20,0
0,140,0,-1
0,220,0,0
120,200,20,1
150,620,20,1
120,4180,20,0
30,780,0,-1
0,0,0,0
0,1840,0,0
0,480,0,-1
90,620,0,-1
30,1800,20,-1
180,2000,30,-1
30,200,0,1
30,1520,0,1
0,100,0,0
30,240,0,0
0,200,0,1
60,60,0,1
60,940,0,-1
30,240,10,-1
0,880,0,0
0,320,0,0
30,1200,10,0
120,680,40,-1
120,6340,20,0
0,1420,0,0
30,8380,0,1
60,3700,0,0
30,120,0,1
0,80,0,0
0,100,0,0
0,40,0,1
0,0,0,1
30,0,0,1
0,1020,0,1
30,440,0,0
30,3480,10,-1
0,160,10,0
60,4000,0,-1
60,140,10,0
90,240,0,-1
0,10320,0,0
0,160,0,1
0,140,0,0
0,460,10,0
90,2400,30,-1
0,60,0,1
0,480,0,-1
0,80,0,0
180,6100,0,0
0,0,0,0
0,160,0,0
0,180,0,0
0,0,0,1
0,440,0,0
30,4420,0,1
420,13260,80,1
180,2720,0,-1
0,240,20,0
30,600,20,1
390,7980,30,-1
30,20,0,0
30,220,0,1
480,920,80,0
0,40,0,1
0,380,0,0
1800,4800,10,0
0,160,0,0
30,0,0,0
0,180,0,0
0,40,0,1
0,240,0,0
30,140,0,0
90,10900,90,-1
240,4240,60,1
390,1160,70,1
0,2960,10,0
0,3020,0,-1
60,280,0,0
0,60,0,0
60,360,0,1
0,320,0,0
30,7840,10,1
0,840,60,0
30,120,0,0
0,0,0,0
60,5360,20,1
30,1060,0,0
30,140,0,1
30,120,0,1
0,4920,0,-1
60,1280,40,0
0,60,0,1
0,580,30,-1
0,200,0,0
90,3060,60,-1
0,440,0,0
60,3500,20,0
0,1020,0,0
0,2200,0,0
120,1120,0,0
60,420,0,-1
60,1160,40,1
30,980,20,-1
0,120,0,0
60,140,10,0
450,5540,110,0
420,1220,70,-1
1860,7180,50,0
30,1280,0,1
30,440,0,0
0,140,0,1
480,3280,90,1
600,2260,30,0
30,2020,0,0
0,0,0,0
30,3140,60,-1
60,1860,10,-1
30,640,0,1
30,180,0,1
0,120,10,1
0,3480,0,1
30,8600,30,-1
30,1540,0,-1
60,440,20,1
30,80,10,-1
150,18240,0,1
0,0,0,0
30,80,0,1
60,260,10,0
30,500,0,-1
60,1260,40,0
30,1140,0,1
30,4480,30,-1
1800,9320,10,0
0,0,0,0
90,1480,30,0
150,860,30,1
30,4600,0,1
330,4200,40,1
60,1700,20,0
180,2520,0,0
30,40,20,0
0,360,0,0
0,140,0,0
30,220,0,1
450,2020,70,0
120,1660,40,-1
0,280,0,-1
60,4780,40,-1
60,100,10,0
0,6620,0,0
0,0,0,0
0,1560,0,0
0,5220,60,-1
60,11320,20,-1
120,8880,20,1
0,40,0,0
0,60,0,0
0,1220,20,1
0,0,0,0
0,400,0,0
570,720,0,1
30,40,0,1
30,580,20,1
30,160,0,0
1800,4840,0,-1
30,160,0,0
630,17980,270,-1
0,220,0,-1
30,100,0,1
30,360,20,0
30,5000,10,-1
0,80,0,1
30,1400,30,0
0,40,0,0
0,60,40,-1
0,920,0,0
150,2540,40,1
0,60,0,0
30,2620,0,0
240,7620,20,1
30,3900,30,0
0,160,0,1
30,80,0,0
30,1060,0,0
0,2420,0,1
30,500,0,-1
150,840,0,-1
150,6980,20,1
30,160,0,1
60,900,20,-1
0,2620,0,0
0,200,0,0
30,240,0,0
0,0,0,0
60,6640,0,1
30,2080,0,-1
0,280,0,0
30,120,10,-1
30,1060,0,0
30,20,0,1
0,20,0,0
150,780,0,0
0,220,0,0
0,120,0,-1
30,440,40,-1
60,1460,0,1
0,160,0,0
90,420,0,-1
30,100,0,0
60,0,10,1
0,0,0,1
0,120,0,0
60,80,0,0
0,160,0,0
0,60,0,0
240,1580,30,1
90,480,30,0
120,4760,40,1
210,6180,20,1
0,0,0,0
60,3220,30,-1
570,1200,20,-1
30,4220,10,-1
1920,8240,0,1
0,140,0,-1
0,220,0,1
30,100,0,-1
0,160,0,-1
90,5320,130,-1
90,1900,40,0
0,20,0,1
0,0,0,0
0,20,0,-1
90,80,10,1
30,60,0,1
0,220,0,1
30,60,0,0
30,1100,20,0
30,200,0,0
0,80,0,0
0,180,0,0
120,4940,50,1
0,220,0,0
0,5780,0,0
30,260,0,1
180,4760,0,0
120,4360,140,0
0,2900,0,1
30,140,0,1
0,0,0,1
30,20,0,1
120,2880,10,1
30,200,0,0
0,3560,0,0
0,160,10,-1
1830,7600,10,0
0,440,0,0
120,1440,0,0
990,8820,50,-1
30,440,10,-1
90,480,0,0
0,200,20,-1
150,8800,50,0
0,0,0,0
690,3020,0,1
0,500,10,1
1860,10580,20,1
30,4280,0,1
0,500,0,0
0,60,0,1
210,1640,30,0
0,180,0,0
150,1060,20,1
0,0,0,0
0,320,0,-1
1800,11000,0,1
30,5360,70,-1
30,220,0,1
0,120,0,0
0,0,0,0
0,100,0,0
0,380,0,1
1890,7460,50,-1
180,1340,0,0
60,160,10,-1
60,140,0,0
0,1260,0,0
90,3560,60,-1
0,1640,0,-1
210,820,0,0
0,1100,0,0
1110,3180,10,-1
90,11680,90,1
0,220,0,0
0,200,0,1
0,100,0,0
0,220,0,1
0,280,0,0
1830,5900,30,0
90,1740,0,-1
0,200,0,1
0,120,0,0
0,0,0,1
0,480,0,-1
0,4940,0,0
0,0,0,0
390,460,70,0
60,1180,20,-1
30,300,0,1
30,720,20,0
60,60,0,1
0,920,0,1
30,1240,70,-1
0,4500,0,1
2190,12900,0,-1
0,960,0,1
0,0,0,0
0,0,0,1
0,780,60,0
30,2980,0,1
30,200,0,-1
0,860,0,1
60,640,40,-1
0,280,0,-1
0,800,0,0
30,400,10,1
0,140,0,-1
30,4940,0,-1
120,2880,30,0
210,1300,0,1
30,280,0,1
0,80,0,0
90,1680,0,0
60,7400,100,1
0,0,0,0
0,60,0,1
0,1660,0,0
60,220,0,1
30,900,20,0
120,200,10,-1
60,200,0,1
30,180,0,1
0,1160,0,0
30,580,0,0
30,100,0,1
30,3580,0,0
0,3320,0,0
30,0,0,1
30,0,20,1
0,2460,0,0
0,100,0,1
30,6320,0,0
0,80,0,0
150,700,30,1
0,940,20,-1
30,180,0,0
390,3420,140,-1
0,120,0,-1
30,440,30,1
30,360,0,0
0,4740,0,0
0,20,0,0
60,2100,0,0
30,200,0,1
0,20,0,0
30,380,10,-1
0,280,0,0
0,60,0,0
90,720,0,1
0,180,0,-1
30,160,0,1
1800,5260,0,1
1860,9060,0,0
0,280,0,0
60,2240,10,0
30,120,0,0
330,3000,40,-1
0,460,0,0
0,140,0,1
30,340,0,0
840,2060,0,0
0,240,0,-1
150,5460,0,0
0,940,0,0
30,200,0,1
0,7960,0,0
60,140,0,1
0,160,0,0
30,60,0,1
0,180,0,0
90,2780,0,0
30,3280,40,-1
0,140,20,-1
30,5060,0,-1
30,2920,10,1
30,260,0,0
0,1660,0,-1
0,240,0,0
30,4420,10,0
0,1440,0,1
90,1960,20,1
90,700,40,1
90,2400,0,0
30,880,30,0
30,1860,0,1
0,920,0,1
360,1620,0,0
0,1600,0,1
30,2980,60,1
0,100,0,1
90,400,0,-1
0,60,0,0
30,20,0,1
30,180,0,0
30,4680,30,0
1830,9240,10,-1
30,260,20,1
420,1380,70,1
60,340,0,1
0,8840,0,0
0,200,0,1
0,720,0,1
120,1540,30,0
0,220,10,0
0,440,0,0
0,880,0,0
0,680,0,1
30,5700,0,0
0,160,0,-1
1950,5400,20,0
0,280,0,1
1860,5560,20,0
30,2680,0,0
210,660,20,0
30,160,0,0
60,220,0,-1
60,120,10,0
30,140,0,1
0,220,0,0
90,2460,90,1
0,180,20,1
90,2600,20,-1
90,220,0,0
90,140,0,1
0,260,0,0
0,180,0,0
0,100,0,-1
0,3560,10,-1
90,500,30,0
30,11280,10,0
60,5240,20,0
90,500,30,0
90,2500,10,1
180,440,0,1
0,1400,0,0
30,1020,20,0
0,1100,0,0
30,160,0,0
0,160,0,-1
0,340,0,0
150,3520,20,0
0,100,0,0
780,9340,0,0
0,880,0,0
0,0,0,1
0,100,0,0
0,80,0,0
480,26180,180,0
0,100,10,1
0,5000,0,0
0,3200,20,0
0,3780,10,-1
0,220,0,0
0,1120,0,-1
30,260,20,-1
0,260,10,1
30,260,0,0
0,5500,0,-1
30,120,0,1
150,10960,0,0
30,240,10,1
30,80,0,0
30,3700,0,1
0,100,0,1
60,180,10,1
450,1720,120,0
90,600,0,0
0,0,0,0
0,60,0,0
0,80,0,0
0,1300,0,0
210,1200,0,-1
0,20,0,0
0,100,20,-1
0,400,0,0
0,0,0,0
60,120,10,0
180,1280,60,0
30,7920,10,-1
30,5120,20,0
30,9740,0,-1
0,200,0,-1
30,240,10,-1
30,2720,0,1
0,1020,0,0
0,320,10,-1
0,140,0,0
0,260,0,-1
0,40,0,0
0,0,0,1
0,100,10,-1
0,60,0,-1
90,20,0,1
0,4420,0,1
0,300,0,0
0,100,10,-1
90,460,0,1
0,180,0,0
0,760,0,1
0,0,0,1
0,40,0,0
30,6640,20,-1
1830,11760,10,0
0,620,0,0
60,120,0,1
30,660,0,1
90,3280,0,1
0,3440,0,-1
60,2620,0,0
240,1720,170,0
90,240,10,1
90,80,0,0
0,200,10,0
270,1720,50,-1
30,140,0,0
60,3360,190,-1
0,80,0,1
60,10000,10,0
0,0,0,0
0,20,0,0
30,80,10,-1
30,340,20,0
30,1060,0,-1
0,160,0,0
0,200,0,-1
30,220,0,1
0,140,0,0
30,960,0,-1
30,420,0,1
0,60,0,0
60,160,0,1
0,140,0,0
570,1700,10,0
30,180,0,0
0,80,0,1
60,240,0,0
90,240,0,-1
0,80,0,0
210,1900,30,-1
0,20,0,-1
120,6460,60,-1
2430,11880,90,-1
240,5420,20,-1
0,1240,0,0
0,20,0,-1
150,1960,100,-1
210,1500,20,0
30,640,0,1
0,220,0,0
0,0,0,-1
0,140,0,0
1800,5480,0,0
0,40,0,-1
120,1900,30,0
30,200,0,0
0,0,0,-1
0,200,0,0
60,7220,0,1
30,3260,0,-1
60,5140,0,1
0,20,0,0
1890,5900,90,0
0,140,10,0
60,800,20,-1
150,920,20,1
30,2160,20,1
0,320,0,0
0,500,0,0
60,160,0,0
0,120,0,0
60,40,0,1
0,4340,0,0
0,680,0,0
0,3700,0,1
450,1700,90,0
0,680,0,0
270,2200,0,1
90,1440,50,0
0,160,0,0
0,260,0,-1
30,120,0,-1
120,560,20,1
30,120,0,1
0,8540,30,1
0,380,10,0
0,4240,0,0
30,240,0,1
0,420,0,-1
0,120,0,0
30,3760,0,1
150,4600,10,0
0,2600,0,-1
0,300,0,0
60,960,90,0
0,60,0,0
0,0,0,0
30,180,0,1
60,580,10,1
0,120,0,1
0,1740,0,0
180,900,0,1
0,20,0,0
0,560,0,0
30,20,0,1
90,400,0,1
0,280,0,1
30,60,10,0
1800,6800,0,0
0,160,0,0
120,640,20,0
600,960,20,1
30,200,0,1
30,320,20,0
90,1240,30,-1
60,560,10,1
60,1400,0,0
90,280,10,-1
0,220,0,0
60,520,20,0
60,1180,90,1
30,240,0,0
30,1900,0,-1
60,1660,10,-1
0,260,0,0
0,200,0,0
1890,7160,20,-1
30,2040,0,0
30,200,0,1
0,120,0,0
90,480,0,0
0,900,0,0
0,60,0,0
0,220,0,0
1800,15100,0,-1
180,3540,20,0
30,240,20,0
30,40,0,1
0,80,0,0
30,580,20,1
90,160,0,1
0,4940,0,0
0,140,0,0
0,2480,0,1
0,0,0,1
0,100,10,0
30,80,10,-1
0,220,0,1
0,420,0,1
0,280,0,0
0,2160,0,0
360,14700,90,0
0,0,0,0
0,760,0,0
420,1320,90,0
30,1060,0,1
0,20,0,0
30,180,0,1
150,180,0,1
90,1200,0,1
0,2180,0,0
180,1260,60,1
0,0,0,0
120,4380,0,0
30,800,0,0
0,0,0,0
30,140,10,0
30,160,10,-1
870,2300,20,-1
90,580,40,0
0,800,0,-1
360,9820,80,1
30,0,0,1
30,560,20,0
0,120,0,0
0,100,0,0
0,1740,10,1
210,6060,20,0
30,120,0,1
30,1200,30,0
0,2580,0,-1
240,1540,40,1
30,220,0,1
30,3320,130,1
30,820,20,-1
0,80,0,0
30,600,0,0
0,320,0,1
0,60,0,0
30,240,0,1
60,140,0,0
0,200,0,0
90,1420,20,-1
0,2500,0,-1
0,6060,10,1
0,140,0,-1
90,220,0,1
0,280,0,0
30,380,20,0
90,2600,100,0
900,2360,20,1
90,160,0,1
0,20,0,0
0,240,10,0
30,2560,20,0
120,9120,20,-1
0,20,0,-1
60,8780,0,-1
0,20,0,1
0,80,0,0
90,700,0,1
0,640,10,1
0,0,0,-1
0,100,0,1
30,7140,80,0
90,18060,10,-1
210,2620,150,-1
0,2760,0,0
930,8620,60,-1
90,4620,40,-1
0,560,0,-1
150,60,0,1
0,6360,0,-1
120,3080,0,-1
0,560,0,-1
0,60,0,0
0,240,0,0
0,1520,0,-1
30,5520,10,-1
0,1120,0,-1
1980,6000,0,-1
0,600,0,0
0,100,0,1
180,900,0,0
540,10280,120,-1
30,900,0,1
0,160,0,1
0,780,0,-1
780,2140,140,0
30,760,0,0
360,840,40,-1
0,140,0,1
120,240,0,1
1860,7200,50,-1
1830,5920,0,0
270,880,30,0
0,200,0,0
0,500,0,1
30,160,0,1
0,100,0,1
30,6260,0,1
0,40,0,-1
30,220,0,1
30,20,0,1
0,380,0,0
30,280,20,0
0,260,0,1
0,60,0,0
0,1100,0,1
0,140,20,0
30,2780,0,1
90,200,0,-1
0,20,0,1
0,4660,450,0
30,180,0,-1
60,6240,10,0
0,160,0,-1
60,7300,10,0
30,120,0,1
60,180,0,1
0,20,0,0
0,0,0,0
0,160,0,0
30,560,20,0
0,0,0,0
90,4300,0,-1
0,120,0,1
0,1420,0,0
0,140,0,1
0,260,0,0
90,120,0,1
0,200,0,1
0,1200,0,-1
30,200,0,-1
0,340,20,0
90,2180,30,1
120,4840,70,-1
0,20,0,0
630,900,30,0
30,120,0,1
30,360,20,0
0,260,10,0
0,0,0,1
180,2620,20,-1
0,0,0,1
0,700,0,0
0,180,0,0
1890,6440,10,0
0,10220,0,0
30,60,0,0
2370,5500,20,1
2070,10940,70,1
0,60,0,0
30,1260,20,1
0,60,0,1
0,1860,0,0
0,1140,0,0
0,2800,0,1
90,2840,10,1
30,240,20,1
0,80,0,1
1800,4840,0,0
0,440,0,-1
60,640,0,1
0,0,0,0
30,60,0,0
30,4340,20,0
30,1060,0,-1
210,1360,0,0
60,1800,0,0
90,1620,30,0
0,260,0,0
30,1520,20,-1
30,200,0,1
30,820,0,1
0,240,0,0
90,7400,40,1
0,60,10,0
0,60,0,-1
30,1740,30,0
0,100,0,1
30,80,0,0
0,5840,450,-1
120,2100,10,0
0,0,0,0
0,200,0,0
0,380,20,-1
60,360,20,1
420,4960,70,1
120,1500,20,1
0,3260,0,-1
30,1780,20,-1
0,180,10,-1
0,80,0,1
30,120,0,1
0,600,0,-1
0,8280,0,-1
30,3100,20,0
30,180,0,1
30,140,0,1
60,520,0,0
0,20,0,0
0,4480,0,0
0,0,0,1
150,500,20,1
0,2420,0,-1
30,460,50,-1
0,1520,0,0
180,3200,20,0
0,200,0,0
0,240,10,0
0,120,0,0
60,960,0,-1
0,3520,0,0
60,2160,20,1
0,220,0,1
30,4520,20,0
0,3380,0,0
90,1260,0,1
30,5600,0,-1
120,4500,180,0
30,1380,10,1
0,3860,0,0
450,420,0,0
60,280,20,-1
0,1340,0,1
90,2960,0,0
0,240,0,-1
0,80,0,1
0,0,0,0
30,380,20,0
60,3680,50,-1
90,100,0,1
60,260,20,1
150,740,20,0
0,240,0,0
30,1420,20,0
0,120,0,1
30,3160,20,0
0,100,0,0
0,820,0,0
60,540,0,0
0,1260,0,0
90,5580,140,1
30,3660,160,-1
0,180,0,0
60,9440,30,0
30,200,0,1
60,2020,20,1
0,4860,20,-1
1890,12720,0,-1
0,120,10,1
30,1200,0,1
30,1040,0,0
30,780,0,-1
90,200,0,1
120,6340,10,0
0,100,0,0
330,6000,90,1
30,2380,20,-1
0,1160,70,0
