pos_score,neu_score,neg_score,value
0,200,10,1
180,1260,0,1
30,1460,0,-1
60,1260,0,0
240,7140,70,-1
30,400,0,0
30,220,0,1
60,140,0,0
0,7420,0,0
0,300,0,0
0,120,0,0
0,4860,0,1
0,20,0,1
0,1420,0,-1
0,40,0,0
180,2960,0,-1
0,5320,0,0
150,3780,170,-1
0,140,10,0
0,40,0,1
1860,11320,20,-1
120,200,20,0
0,40,0,1
60,240,0,1
90,4040,50,1
0,300,0,0
210,2240,0,1
30,120,0,1
30,180,0,-1
0,1280,0,0
30,2040,0,0
0,480,0,0
30,3540,0,0
930,11740,40,-1
120,6260,30,-1
60,4100,30,-1
30,1880,0,1
30,200,10,1
0,40,10,-1
30,160,0,1
0,660,0,0
0,1480,30,-1
1830,5040,0,0
270,960,0,1
30,140,0,1
210,10180,10,0
0,180,10,0
330,2320,10,1
0,20,0,0
0,100,0,0
0,160,0,0
180,3740,10,1
210,2720,30,0
60,200,0,1
0,60,0,0
60,900,0,0
30,2760,0,0
0,100,0,0
0,220,10,0
60,4980,110,1
0,420,0,0
0,4180,0,0
0,1220,20,0
60,1740,100,1
60,3260,10,-1
0,5460,0,0
60,200,0,0
60,580,0,0
0,200,0,0
0,2840,10,-1
0,80,0,0
0,200,20,0
0,180,0,1
30,120,0,0
150,1160,210,-1
0,3380,10,-1
0,8140,0,1
30,160,10,0
30,880,0,1
60,6460,10,0
60,100,10,1
150,860,10,0
0,2480,0,0
30,3860,0,-1
30,100,0,1
30,300,20,-1
90,6500,20,0
120,600,10,0
0,200,0,0
0,200,0,-1
120,4900,0,0
90,9520,20,0
780,2380,160,0
0,280,0,0
0,1140,0,-1
30,80,0,-1
180,6280,40,-1
330,2580,20,-1
0,120,0,0
210,2720,40,0
0,0,0,0
270,2200,80,0
150,2260,0,1
60,140,0,1
210,560,10,0
0,60,0,0
600,920,10,1
30,760,0,1
30,700,20,0
0,0,0,0
30,300,0,1
30,1220,0,-1
30,320,20,0
0,60,0,0
90,1220,0,0
60,10100,30,1
0,1540,30,0
60,160,10,0
0,1320,0,0
0,80,0,0
0,60,0,0
0,300,0,0
0,200,0,0
0,3780,0,0
30,4240,0,1
60,2600,0,0
0,2060,0,-1
0,0,0,0
30,1020,0,-1
30,6040,10,1
60,1520,0,-1
0,180,0,0
0,220,0,-1
60,460,0,1
30,340,0,0
0,8900,0,-1
0,9580,0,1
30,1040,0,0
0,0,0,-1
30,1040,0,1
360,520,80,0
0,320,10,-1
0,160,10,0
60,7440,80,-1
60,1260,10,1
0,0,0,0
0,5300,0,1
90,1540,20,1
210,980,50,0
30,2120,0,0
90,580,0,0
0,360,10,0
0,880,0,0
0,200,0,0
30,180,0,0
0,0,0,1
60,4020,100,0
30,40,0,0
30,1140,0,1
0,0,0,0
0,40,0,0
30,160,0,-1
90,2300,0,-1
0,20,0,1
60,5100,70,0
30,1340,20,0
0,100,0,0
5400,16960,0,1
30,100,0,0
0,120,0,1
0,100,0,0
0,1760,0,-1
0,460,30,1
150,680,0,0
90,0,0,1
0,40,0,-1
0,180,0,0
0,0,0,-1
0,60,0,0
60,120,0,1
0,200,0,0
0,160,0,0
0,5780,0,0
30,140,0,0
0,60,0,0
60,440,10,0
30,1360,20,-1
0,20,0,-1
0,5480,0,0
0,1620,0,1
30,60,0,1
390,640,70,1
0,0,0,1
0,860,0,0
90,140,0,1
0,220,0,1
0,300,0,0
0,1200,0,0
390,6780,30,-1
30,20,0,-1
30,160,0,-1
60,10960,50,1
90,2940,20,0
0,260,0,-1
180,2600,20,1
0,0,0,0
90,240,0,1
0,5780,0,1
210,660,20,0
0,2360,0,0
0,240,0,0
120,2580,70,0
0,400,0,1
0,180,0,0
0,120,0,0
120,560,0,-1
0,140,0,1
60,1840,10,-1
0,120,0,0
0,0,0,0
90,1460,30,-1
60,220,10,1
0,600,0,1
0,140,10,1
0,220,0,0
0,340,0,-1
30,20,0,1
0,140,0,0
2070,5760,0,0
0,1180,0,0
0,320,0,1
30,320,0,1
30,220,0,0
30,240,10,1
60,1220,20,0
0,300,0,0
30,4040,10,-1
0,3000,10,1
30,1120,20,1
0,80,0,0
60,20,0,0
90,2000,0,0
0,1640,0,0
0,300,0,1
0,120,0,1
120,140,0,1
0,1060,0,0
30,0,0,1
450,700,80,1
0,60,0,1
0,200,10,0
0,200,0,0
0,200,0,0
30,1360,20,0
30,480,30,0
60,1180,10,0
1920,10460,80,1
0,240,0,0
0,1540,20,-1
0,100,10,-1
30,120,10,1
0,720,10,-1
0,1000,10,0
30,120,0,1
0,100,0,0
0,240,0,-1
540,980,0,1
60,6160,40,1
0,240,10,0
0,20,0,0
0,520,0,0
1860,6000,20,1
0,0,0,0
30,340,0,-1
60,160,0,1
0,0,0,0
1830,11420,40,-1
0,300,0,0
0,40,0,1
30,100,0,0
0,20,0,-1
180,820,0,-1
0,180,0,-1
60,2480,40,0
0,3000,60,0
0,800,0,-1
0,1840,60,1
90,800,30,0
0,420,0,0
90,360,0,1
1890,11160,10,1
0,420,0,0
0,20,0,1
90,880,0,1
0,160,0,-1
60,140,0,1
60,15220,0,0
30,80,0,-1
0,180,0,0
0,20,0,-1
1890,7480,50,-1
0,1140,0,0
3870,22140,100,-1
420,900,10,0
90,120,0,1
0,4420,0,-1
0,200,0,1
270,13160,40,0
0,180,10,0
0,120,0,0
0,2360,20,0
0,1360,0,-1
0,4140,0,-1
60,580,0,1
240,780,20,-1
0,200,0,-1
90,3260,0,1
30,300,20,-1
60,180,0,1
0,0,0,1
0,1580,0,-1
0,980,0,0
60,4520,40,-1
0,240,0,0
0,220,0,0
30,4360,0,1
0,240,0,0
0,140,0,0
0,100,10,-1
0,20,0,0
60,5460,30,1
0,220,0,0
90,2940,0,0
0,0,0,-1
600,1060,40,-1
30,980,0,-1
0,120,0,0
60,5360,0,1
1800,6300,20,-1
30,220,10,-1
60,140,0,-1
30,0,0,-1
0,140,10,1
1890,7480,40,0
30,200,10,0
30,340,0,0
30,1200,0,0
0,180,0,1
150,16500,50,0
0,160,0,0
90,11240,0,1
60,140,0,0
0,3500,0,1
0,200,10,0
0,100,0,0
1980,5420,30,1
0,240,0,0
30,880,0,-1
0,1700,0,-1
0,6100,0,0
0,280,0,1
0,140,0,0
30,2080,0,0
0,5160,0,1
120,3780,60,-1
0,0,0,0
1830,5680,0,1
0,120,0,0
0,60,0,0
30,0,0,1
60,80,0,1
90,6100,0,-1
0,3720,120,-1
330,9660,80,-1
0,660,0,1
30,100,10,1
30,340,20,-1
0,800,0,0
30,200,10,0
30,120,0,-1
0,3340,0,-1
180,9340,20,1
30,280,20,0
0,20,0,0
30,100,10,1
0,380,0,-1
30,80,10,-1
0,200,10,-1
0,120,0,-1
30,4940,60,1
0,440,0,0
30,200,0,1
390,1020,70,0
150,1940,20,0
0,240,0,0
30,260,0,0
60,580,0,-1
150,3860,0,0
90,3340,50,0
120,4180,0,0
60,520,10,0
0,2460,0,0
0,3920,0,0
30,800,10,-1
0,1100,0,1
480,4440,240,-1
0,140,0,-1
0,180,20,0
0,40,0,-1
0,100,0,0
30,20,0,0
0,160,0,0
90,360,0,-1
30,3240,30,0
0,80,0,0
30,1200,0,-1
0,600,0,-1
120,440,0,0
0,500,0,1
150,900,40,-1
90,12900,60,0
30,120,0,1
30,220,0,0
60,1240,30,1
30,3340,0,0
0,140,0,0
30,1120,0,0
30,3000,0,1
120,380,0,0
0,160,0,-1
0,20,0,-1
0,20,0,-1
0,6040,0,1
30,100,0,0
30,180,0,0
60,280,10,0
0,0,0,-1
0,420,10,0
30,180,0,1
0,600,10,-1
0,0,0,0
180,2720,0,0
0,20,0,0
60,640,0,-1
0,20,0,0
60,1860,20,0
30,100,0,0
60,3960,0,1
60,220,20,1
0,160,0,1
0,0,0,0
0,100,0,1
0,60,0,0
0,620,0,0
90,460,0,-1
0,120,0,0
0,40,0,-1
690,2280,0,1
0,240,10,1
30,100,0,0
30,140,0,1
90,1100,60,-1
60,2680,20,0
0,1260,60,1
150,6060,20,1
30,220,0,-1
3600,12840,0,0
120,5460,0,-1
0,3320,0,1
60,1720,10,1
0,160,0,0
90,100,0,1
0,780,0,0
60,1580,30,0
60,400,10,1
0,0,0,-1
30,140,0,1
0,20,0,0
30,3820,0,-1
0,1080,0,0
1950,18640,110,-1
0,240,0,-1
1860,9040,0,1
30,100,0,0
2040,13720,90,-1
90,4360,90,1
60,260,0,1
0,0,0,0
0,5080,0,1
1920,5480,0,0
30,1060,20,-1
30,0,0,1
0,140,0,-1
0,180,0,-1
60,3860,40,1
0,180,0,0
0,100,0,0
60,140,0,0
0,4320,0,-1
0,160,10,0
30,640,0,0
30,1200,0,0
0,1580,0,1
450,2400,90,1
120,360,10,-1
0,1500,0,0
0,40,0,0
60,140,0,1
0,400,0,-1
0,60,0,0
30,2440,20,0
0,140,0,0
30,160,10,1
30,3440,0,0
30,200,0,1
30,6180,20,0
0,140,10,-1
0,23660,0,0
0,20,0,1
30,280,0,0
0,260,10,0
0,4520,0,-1
0,400,0,0
60,100,0,1
570,9220,70,1
0,260,0,1
0,140,0,1
270,1240,0,1
60,240,20,1
30,7820,30,0
0,80,10,1
30,2680,0,1
30,1940,0,-1
0,0,0,0
30,60,0,-1
60,340,20,1
90,200,0,1
150,4880,0,0
0,120,0,1
30,1800,0,1
210,1760,10,-1
0,400,0,0
0,12580,0,1
30,900,0,-1
0,4840,0,1
0,1680,0,1
0,2660,0,-1
0,1680,0,0
3660,10840,20,0
450,900,80,-1
0,160,0,1
60,2080,30,-1
30,1560,0,0
90,1980,20,-1
0,340,0,0
0,240,0,0
0,100,10,0
0,220,0,-1
60,80,0,0
60,1540,10,-1
30,20,0,1
390,7560,20,0
0,140,0,1
0,380,0,-1
240,2180,20,1
0,2200,0,0
1830,11120,0,0
0,2060,10,1
0,1940,0,0
0,0,0,0
0,120,0,0
0,800,70,-1
0,5020,0,0
60,500,0,0
60,180,10,-1
120,1880,0,0
0,0,0,0
0,280,0,-1
30,340,20,1
0,0,0,0
30,140,0,1
30,240,20,0
0,300,0,0
300,3060,20,1
120,2420,0,0
0,140,10,-1
0,360,0,0
690,1180,60,-1
0,280,0,-1
0,1580,60,0
0,5340,0,-1
30,1220,30,-1
330,1940,30,-1
30,140,0,0
60,2780,20,-1
0,140,0,1
30,240,20,1
0,40,0,1
0,300,0,0
0,100,0,0
0,1280,40,0
0,480,0,0
120,680,0,0
0,260,0,-1
0,140,0,0
30,180,0,1
0,0,0,0
30,2460,20,-1
0,140,0,0
30,80,0,0
30,100,0,1
30,140,0,1
30,1620,30,0
0,340,0,-1
0,40,0,0
0,100,0,0
0,60,0,1
0,220,0,0
30,240,10,0
150,10260,50,1
30,160,10,0
0,300,0,-1
0,60,0,1
120,220,30,1
0,60,0,1
30,120,0,1
30,1520,10,0
0,8500,0,0
0,80,20,-1
0,300,0,0
390,2040,80,-1
30,8080,20,-1
0,2120,0,0
60,5220,30,0
30,360,30,-1
0,60,0,0
30,560,0,0
0,1060,0,0
0,160,10,-1
0,40,0,1
120,3860,20,0
0,320,0,0
30,300,0,-1
30,160,0,0
0,2600,0,1
60,120,0,1
0,220,0,0
0,260,0,0
180,1080,0,0
30,720,0,0
0,60,0,0
30,3940,20,0
0,880,0,1
120,2100,10,1
0,560,0,-1
0,3260,0,-1
0,1240,0,0
3660,14900,40,-1
150,4380,0,1
60,120,10,0
30,100,0,1
90,1420,0,0
0,1120,0,0
120,8400,60,1
0,200,10,0
0,3700,10,0
0,120,0,-1
0,280,0,0
30,1860,20,1
60,200,0,1
180,2300,20,0
0,0,0,-1
0,0,0,0
0,0,0,1
0,100,20,0
60,5340,20,-1
300,1420,10,0
30,740,20,0
60,380,10,-1
30,200,0,1
0,160,0,-1
2040,7040,140,1
0,180,0,1
0,220,0,0
30,240,0,0
180,2480,120,1
0,160,10,1
30,240,0,0
30,1140,0,-1
150,4820,200,-1
0,180,0,0
60,160,0,0
30,520,20,1
210,3860,50,1
30,460,0,0
0,1620,0,-1
30,60,0,-1
0,140,0,1
30,300,20,0
390,1580,70,1
30,220,0,1
90,340,10,0
0,260,0,-1
150,13680,20,1
30,120,10,-1
30,1860,0,0
0,1580,20,1
30,12360,60,1
30,2300,30,1
30,220,0,1
0,160,0,0
60,1000,0,-1
0,6500,10,0
0,1820,0,0
1860,15780,20,-1
210,500,20,1
30,160,0,-1
0,280,0,-1
30,600,30,0
120,600,0,-1
30,480,20,1
0,240,20,-1
0,5520,40,0
0,380,0,0
270,19020,20,0
480,3400,110,1
60,80,0,0
0,3380,0,1
0,6360,0,0
0,20,0,1
0,100,0,0
150,8800,50,0
90,200,0,1
0,100,0,0
0,0,0,0
0,280,0,0
0,100,0,0
60,1700,0,1
0,1480,0,0
120,7040,40,0
0,0,0,0
1800,4860,0,-1
0,100,0,0
0,240,0,0
0,80,0,0
30,1060,20,0
0,0,0,0
0,2540,20,1
240,3760,80,0
0,60,0,0
30,1080,0,1
0,2640,0,0
2070,11640,20,0
90,1440,30,0
30,2020,20,0
30,560,30,0
0,280,0,1
60,3040,40,1
60,6580,20,1
750,2740,0,1
0,620,40,0
0,240,10,1
0,220,0,-1
0,40,10,0
60,1300,20,0
0,60,0,0
60,12660,20,1
0,6760,0,1
0,60,0,0
30,2600,0,0
60,320,0,1
0,720,0,1
30,3420,0,0
0,200,0,0
60,2240,0,1
30,2180,0,0
90,100,0,1
0,140,0,0
30,2980,20,1
0,180,10,-1
30,5660,0,1
90,120,10,1
30,360,30,-1
0,220,0,1
0,1620,0,0
60,160,10,-1
0,180,0,1
30,80,0,1
0,360,0,0
30,180,0,1
0,0,0,0
0,440,30,1
0,480,0,-1
0,7280,60,1
0,220,0,0
0,180,0,0
180,900,40,1
0,340,0,1
60,160,10,1
120,5040,20,0
0,1300,0,0
0,1720,0,0
30,40,0,-1
30,460,0,0
1800,5100,0,1
60,140,10,0
0,60,0,0
90,880,0,-1
0,3300,30,-1
60,3720,0,0
30,3680,0,0
60,100,0,1
60,2820,0,0
30,1060,0,1
0,220,0,-1
0,180,0,0
30,1020,0,1
30,180,0,1
0,1620,0,-1
0,1900,0,1
0,1660,60,1
0,200,0,0
30,240,0,-1
90,1860,0,-1
0,560,0,0
300,1180,10,0
30,60,0,1
60,80,0,1
0,120,0,1
30,140,0,1
0,140,0,0
60,520,0,0
60,100,10,0
0,2440,0,0
30,100,10,1
0,0,0,-1
0,1020,0,-1
120,1480,10,-1
0,220,0,-1
30,4140,0,1
0,1100,10,-1
0,140,0,0
0,840,0,0
2130,6380,20,0
30,420,0,0
0,240,0,0
30,180,0,0
30,3820,30,-1
0,0,0,-1
0,20,0,0
120,2980,180,-1
0,1380,0,0
120,360,0,-1
30,12140,0,1
60,1680,0,-1
1800,6060,0,0
0,40,0,-1
0,0,0,1
0,40,0,1
180,2160,20,0
0,80,0,1
60,12060,40,0
60,120,10,0
120,360,50,0
0,100,0,0
30,1320,30,0
30,2180,20,0
0,440,0,1
0,2300,0,-1
60,180,0,1
0,80,0,0
0,1620,0,1
150,2980,20,-1
0,0,0,0
0,3920,0,0
60,1540,20,0
120,6960,40,-1
30,2820,0,-1
120,4820,60,0
150,4200,90,1
90,1900,50,1
0,20,10,0
30,100,0,1
30,5540,10,0
30,2340,0,0
90,140,0,1
0,200,0,1
180,4040,80,0
30,200,0,1
30,120,0,0
2490,6040,20,0
30,100,0,0
1980,18960,0,-1
30,240,0,0
0,600,0,-1
0,200,0,1
30,160,0,1
0,240,0,1
90,3500,10,1
0,0,0,0
30,380,20,1
30,160,10,-1
90,4700,0,1
300,8000,40,0
0,1100,0,0
0,0,0,1
30,380,40,1
120,600,30,0
60,140,0,1
0,180,0,-1
60,1000,80,-1
60,9640,40,1
0,4260,10,1
0,80,0,0
0,0,0,-1
0,8380,60,-1
240,7040,90,1
0,240,0,0
120,3840,0,1
60,960,90,0
0,160,0,0
1980,6220,20,-1
30,1460,40,-1
30,1820,80,1
0,60,0,1
0,2420,0,0
0,220,0,1
1860,7840,20,1
0,1140,0,0
30,220,10,0
150,1480,130,-1
180,4560,20,1
1800,6000,10,-1
1890,7700,0,-1
30,1120,10,-1
60,2680,20,0
0,1020,0,0
30,240,0,1
0,200,0,1
390,740,70,-1
0,2580,0,0
0,240,0,0
30,460,0,0
0,440,0,0
0,180,0,0
0,3740,0,0
1860,5740,20,-1
30,600,0,1
180,480,40,0
30,3980,0,-1
30,180,0,1
0,140,0,0
150,4360,0,1
0,140,0,1
90,1060,0,-1
30,500,20,0
30,20,0,1
0,80,0,0
1890,7780,0,0
450,420,0,1
0,4100,60,1
0,900,10,-1
1830,6360,0,0
0,0,0,0
0,1260,0,0
0,200,0,1
90,620,0,0
30,120,0,0
30,340,20,-1
180,4060,20,0
30,100,0,1
0,40,0,0
60,1780,10,-1
60,140,0,1
0,0,0,0
30,100,10,0
0,1880,40,-1
0,0,0,-1
90,1740,60,0
0,200,0,0
0,80,0,0
30,4380,0,1
270,5200,0,1
0,1700,0,0
2340,9980,120,0
0,0,0,0
60,100,10,0
60,160,0,1
60,1540,30,1
0,40,0,0
120,500,0,0
0,320,0,0
90,260,0,1
30,1480,20,0
30,1600,30,-1
30,6960,20,0
60,200,0,0
0,0,0,0
0,60,0,0
0,240,0,-1
0,1300,0,-1
0,0,0,-1
240,1400,10,0
0,280,0,1
90,3700,90,-1
90,140,10,0
30,140,0,0
0,900,30,0
30,820,0,1
90,8860,0,1
90,440,0,0
150,6800,10,0
0,20,0,1
60,100,0,1
270,8340,10,0
30,3160,20,-1
0,160,0,0
60,4080,40,0
0,140,10,0
1920,9700,0,1
30,1540,20,1
0,120,10,0
0,0,0,0
30,240,20,0
0,60,0,0
0,0,0,-1
90,100,0,0
0,40,0,0
0,280,0,0
0,120,10,0
570,4600,0,1
0,280,0,0
30,1540,0,0
0,4680,0,1
0,440,0,1
0,560,0,1
0,2520,0,1
30,60,0,1
0,120,0,0
180,760,40,1
90,7400,30,0
30,320,20,-1
0,100,10,-1
30,140,0,0
30,1880,30,-1
0,220,10,1
270,11460,190,-1
0,20,0,-1
60,680,20,1
180,3360,30,1
0,9360,0,1
30,4340,50,-1
300,20,0,1
0,180,0,0
30,140,0,1
0,240,10,0
30,140,0,1
0,220,0,1
90,7900,50,0
0,1740,10,-1
30,580,0,-1
0,2340,0,-1
210,1400,30,-1
0,440,30,-1
0,180,10,-1
0,880,30,0
0,540,0,-1
1920,7160,0,1
30,140,0,1
0,660,0,-1
0,9680,0,0
0,1440,0,0
60,180,0,1
0,280,0,0
0,1740,0,-1
0,100,0,0
90,340,20,0
30,840,0,1
30,2800,0,1
0,220,10,-1
0,40,0,0
0,0,0,-1
0,0,0,0
0,20,0,0
60,100,10,0
90,3580,10,0
30,540,0,0
840,11280,160,0
0,5260,0,0
60,5620,90,-1
30,3240,20,1
30,280,0,1
30,2820,0,0
0,20,10,0
60,2720,0,1
30,860,0,-1
0,220,0,-1
0,180,0,-1
30,40,0,1
0,0,0,1
30,2380,0,1
30,5780,0,-1
0,10560,450,-1
30,160,20,0
0,840,0,-1
30,260,0,1
30,3280,0,1
30,240,0,0
0,180,0,1
60,220,0,1
120,5140,110,-1
0,160,0,0
60,4420,20,1
60,200,10,1
90,400,20,1
60,100,0,-1
30,6960,20,0
300,5880,30,1
0,180,0,0
180,660,50,-1
0,100,0,0
90,600,0,0
90,1420,20,1
510,600,70,1
60,2760,90,0
0,3880,0,0
0,280,0,-1
60,140,0,0
30,1240,20,1
0,180,0,1
30,260,0,0
0,0,0,0
60,11420,110,1
0,0,0,0
630,7460,20,0
120,360,0,1
330,13780,60,-1
0,40,0,0
0,20,0,0
0,220,0,-1
30,1820,0,1
0,120,0,0
0,340,0,0
30,7560,0,1
0,11140,0,1
30,120,0,1
0,240,0,0
0,180,0,0
60,8080,0,1
0,1880,0,1
0,80,0,0
0,440,30,-1
90,200,10,-1
90,2840,0,-1
90,6740,0,1
120,100,0,0
0,20,0,0
3660,16100,60,0
0,0,0,1
0,260,0,0
30,1420,0,-1
30,320,0,-1
0,1660,0,0
30,160,0,0
120,920,40,-1
120,620,10,0
30,3060,20,-1
0,160,0,0
30,100,0,1
30,220,10,-1
0,40,10,0
30,160,0,0
30,140,0,1
0,2360,40,-1
0,380,0,1
0,180,0,0
90,900,30,-1
330,3560,0,1
0,60,0,1
1860,8760,20,1
0,6080,10,0
0,1540,10,-1
0,3340,0,0
0,1160,10,-1
0,260,10,0
30,3040,20,0
90,2020,0,-1
570,4200,0,-1
120,2720,0,0
30,160,0,1
30,8040,30,1
0,1160,10,1
30,100,10,0
180,1360,0,1
0,200,20,-1
0,140,0,0
0,120,10,0
150,1780,0,0
0,2560,0,0
0,20,0,1
60,360,30,1
60,80,20,0
0,700,0,0
90,240,0,0
0,80,0,1
0,220,20,0
0,0,0,0
0,220,10,-1
0,200,10,0
210,980,40,0
30,0,0,1
0,900,0,-1
0,180,0,1
30,4720,470,-1
30,260,0,0
180,6540,0,1
0,2380,170,-1
0,4460,0,1
0,0,0,0
2280,10300,80,-1
0,180,0,1
0,0,0,0
60,180,0,1
30,1620,0,0
30,480,20,-1
0,200,0,0
510,1720,80,-1
0,20,0,0
120,560,0,-1
90,10460,10,1
0,340,0,0
30,20,0,-1
0,940,10,0
0,280,10,0
180,2960,0,0
0,0,0,-1
30,1180,0,0
0,9800,0,-1
2820,15700,10,1
1890,7900,40,-1
30,40,0,1
0,1100,0,1
210,420,0,-1
0,100,0,0
0,60,0,0
30,140,10,1
0,20,0,0
30,120,0,1
90,160,0,0
0,80,0,-1
0,3000,0,0
0,140,0,1
0,240,20,1
2130,16720,0,1
0,100,0,0
0,40,0,0
0,160,0,1
30,280,0,0
30,7120,20,1
180,460,10,0
0,1860,0,-1
0,260,0,0
90,5280,20,0
0,200,0,1
0,240,0,0
0,280,0,1
0,120,0,1
30,100,10,1
0,60,0,1
630,2160,10,0
0,4000,0,1
30,1160,70,-1
0,460,0,0
30,440,10,0
0,160,0,-1
90,2940,0,-1
0,1040,0,0
0,260,0,1
0,440,0,-1
0,40,0,0
180,7940,20,0
30,100,10,-1
30,9800,0,-1
30,140,0,1
90,560,0,1
0,160,0,1
120,600,20,0
60,40,0,0
30,260,0,0
60,180,0,1
30,340,10,0
1830,6960,0,0
30,2320,20,0
0,60,0,0
0,40,0,0
60,520,20,-1
30,20,0,1
0,600,0,1
0,6680,10,-1
0,940,0,-1
90,3160,10,-1
0,0,10,-1
30,1080,0,0
0,20,0,0
0,40,0,1
30,20,20,1
30,200,10,1
60,3360,30,1
2220,11100,20,0
30,200,0,1
330,1640,50,-1
30,1660,20,-1
0,140,10,-1
0,20,0,1
0,360,0,0
300,640,0,1
0,20,0,1
420,2640,80,0
870,2440,20,0
0,280,0,0
30,5300,0,0
150,760,0,-1
0,160,0,0
0,260,0,0
570,22040,90,-1
0,20,0,0
0,160,10,-1
30,320,30,-1
30,3820,20,-1
90,140,10,0
0,200,0,0
30,13480,20,-1
0,3140,10,1
870,3680,20,0
0,220,0,0
0,6140,10,0
120,600,10,0
0,80,0,0
0,160,0,1
0,80,0,0
0,140,0,0
0,160,0,0
0,10320,120,1
30,40,0,1
60,1420,30,-1
30,3160,0,0
0,3520,0,0
30,220,10,1
0,260,0,1
60,120,10,0
0,200,0,0
0,200,0,-1
0,400,0,0
60,2020,40,-1
360,10100,80,1
0,260,0,1
0,20,0,-1
0,2420,10,-1
0,220,10,0
0,2580,0,-1
90,5060,10,0
0,260,0,0
30,3740,20,-1
120,420,0,1
0,720,0,0
30,6100,20,1
120,2300,20,0
30,2440,0,1
0,180,0,1
0,1020,0,0
30,40,0,1
0,380,0,0
60,1960,0,-1
150,2740,40,1
30,380,20,0
0,20,0,0
30,220,0,1
0,0,0,0
0,6960,0,-1
0,0,0,0
0,80,0,1
0,160,0,0
30,20,0,1
30,140,0,0
0,320,0,0
60,100,0,0
30,300,0,1
120,8120,40,-1
0,100,0,0
930,8000,0,1
0,200,0,1
60,200,10,1
30,220,0,-1
30,300,20,-1
0,180,0,0
0,4200,0,0
30,1180,0,0
0,2480,0,0
150,9700,40,-1
0,180,0,0
90,7840,0,-1
0,0,0,0
30,160,0,0
0,3940,0,0
30,500,0,1
60,6200,80,1
120,7940,50,0
30,60,0,1
30,160,0,1
0,600,0,1
30,1060,0,1
1800,4820,0,1
30,60,0,1
0,140,0,0
30,260,0,-1
30,0,0,1
0,160,0,0
0,20,0,0
0,0,0,1
60,260,10,0
30,300,20,1
30,4260,0,1
0,280,0,0
30,400,20,1
0,5800,0,-1
0,0,0,-1
0,420,0,-1
0,0,0,0
0,1180,0,0
0,180,0,0
30,540,20,0
1830,18060,0,-1
120,1040,10,0
0,300,0,-1
0,0,0,-1
30,7560,30,1
90,40,0,1
60,9000,0,0
0,160,0,0
0,0,0,1
0,180,0,0
750,33840,630,-1
90,3280,0,1
0,400,0,0
0,1340,0,0
30,1780,30,1
30,340,20,1
210,2500,0,1
0,1180,170,0
0,40,0,1
360,3700,30,1
30,140,0,0
0,1180,10,0
0,220,0,1
30,4300,30,-1
0,1200,0,0
120,3840,20,1
0,160,10,-1
120,10100,20,0
30,360,0,1
0,40,0,-1
0,20,0,0
60,3400,0,1
0,1480,0,0
0,280,0,0
0,220,0,0
0,2920,0,-1
30,3740,0,-1
0,240,0,1
300,6800,60,-1
1800,7220,10,1
180,7360,0,1
30,4000,20,0
0,140,0,1
0,1900,0,0
30,860,0,0
0,260,0,1
120,15140,80,0
0,40,0,-1
30,3600,80,1
30,20,0,0
1860,7200,60,-1
450,1280,100,-1
60,920,20,1
0,220,10,1
30,1900,20,0
0,0,0,1
120,160,0,1
150,17180,60,1
90,320,0,1
0,120,0,0
0,4140,0,1
0,180,10,0
0,0,0,0
1710,4800,0,0
30,2340,70,-1
0,260,0,1
60,100,10,0
30,920,0,-1
0,180,0,0
0,20,0,-1
30,940,10,-1
30,1020,0,0
540,6400,0,1
0,0,0,0
1800,8940,0,-1
0,1200,10,1
0,0,0,0
0,220,0,1
0,20,0,0
30,0,0,0
0,280,0,0
0,220,0,1
30,180,0,-1
30,4500,10,0
1920,8700,20,1
60,8740,30,-1
150,7540,90,-1
90,11880,220,1
0,260,0,0
120,1260,0,-1
30,720,20,-1
0,140,0,0
0,160,0,0
0,80,0,-1
60,100,10,0
30,660,0,0
0,660,0,0
30,140,0,1
570,3580,30,-1
120,480,20,0
0,6020,0,1
60,180,0,1
0,240,0,0
60,1160,0,1
60,280,10,-1
30,200,0,1
0,320,0,0
30,1400,30,-1
30,660,0,1
30,120,0,-1
0,220,10,-1
60,2100,0,1
0,180,50,-1
0,240,10,0
0,380,0,0
0,40,0,0
1050,8740,40,1
0,40,0,1
0,160,0,0
0,320,0,1
1230,2920,70,0
30,3220,20,1
30,220,0,-1
0,200,0,0
0,580,0,1
30,40,0,1
0,460,0,0
0,20,0,0
30,400,20,-1
30,0,0,1
270,2100,60,0
0,1080,0,0
0,0,0,-1
30,160,0,-1
0,200,0,1
0,40,0,-1
0,40,0,1
1800,4820,0,0
30,80,0,1
0,4940,0,1
30,80,0,0
0,260,0,0
0,60,0,0
30,220,0,0
0,140,0,1
90,4280,60,0
0,220,0,0
30,100,0,0
0,1140,0,0
0,120,10,-1
120,580,20,0
60,220,0,1
0,40,0,0
0,100,0,0
90,1320,0,0
30,720,20,0
0,80,0,0
30,300,0,-1
0,2840,10,0
120,6860,0,-1
0,140,0,0
0,240,0,0
240,260,40,0
360,5820,20,0
120,1840,0,-1
0,200,0,-1
660,8000,0,1
30,20,0,1
0,20,0,1
0,1560,0,0
0,4220,0,-1
390,840,70,0
150,840,0,1
60,540,10,0
60,4340,210,-1
60,240,0,1
60,120,0,-1
60,4180,0,0
540,540,0,0
0,9020,20,-1
0,5860,0,0
30,60,0,1
90,4240,0,0
0,560,0,0
