pos_score,neu_score,neg_score,sub_score,value
30,120,0,0.4,0
30,340,20,0.8416666666666667,-1
180,4060,20,4.2142857142857135,0
30,100,0,0.3,1
0,40,0,0.0,0
60,1780,10,2.4,-1
60,140,0,0.8666666666666666,1
0,0,0,0,0
30,100,10,1.7222222222222223,0
0,1880,40,3.8,-1
0,0,0,0,-1
90,1740,60,14.56309523809524,0
0,200,0,0.0,0
0,80,0,0.0,0
30,4380,0,0.6,1
270,5200,0,11.560714285714287,1
0,1700,0,0.0,0
2340,9980,120,88.90833333333343,0
0,0,0,0,0
60,100,10,2.4,0
60,160,0,1.2,1
60,1540,30,3.821428571428571,1
0,40,0,0.0,0
120,500,0,2.1,0
0,320,0,0.0,0
90,260,0,1.3,1
30,1480,20,10.850000000000001,0
30,1600,30,9.071428571428575,-1
30,6960,20,4.666666666666666,0
60,200,0,1.0,0
0,0,0,0,0
0,60,0,0.0,0
0,240,0,0.0,-1
0,1300,0,0.0,-1
0,0,0,0,-1
240,1400,10,5.614285714285714,0
0,280,0,0.0,1
90,3700,90,12.585714285714287,-1
90,140,10,2.6285714285714286,0
30,140,0,0.1,0
0,900,30,2.033333333333333,0
30,820,0,0.7,1
90,8860,0,1.7,1
90,440,0,1.5,0
150,6800,10,15.632142857142833,0
0,20,0,0.0,1
60,100,0,1.4,1
270,8340,10,12.750000000000004,0
30,3160,20,9.8,-1
0,160,0,0.0,0
60,4080,40,8.0,0
0,140,10,0.25,0
1920,9700,0,49.950000000000024,1
30,1540,20,4.133333333333333,1
0,120,10,0.5,0
0,0,0,0,0
30,240,20,3.8,0
0,60,0,0.0,0
0,0,0,0,-1
90,100,0,1.2,0
0,40,0,0.0,0
0,280,0,0.0,0
0,120,10,1.0,0
570,4600,0,19.999206349206347,1
0,280,0,0.0,0
30,1540,0,5.271428571428571,0
0,4680,0,0.0,1
0,440,0,0.9,1
0,560,0,0.4,1
0,2520,0,0.0,1
30,60,0,1.0,1
0,120,0,0.0,0
180,760,40,7.820804195804195,1
90,7400,30,5.4714285714285715,0
30,320,20,3.8,-1
0,100,10,0.9,-1
30,140,0,0.8,0
30,1880,30,2.2714285714285714,-1
0,220,10,1.9090909090909092,1
270,11460,190,30.116666666666656,-1
0,20,0,0.0,-1
60,680,20,4.1,1
180,3360,30,10.421428571428573,1
0,9360,0,6.857142857142859,1
30,4340,50,5.0,-1
300,20,0,3.6999999999999993,1
0,180,0,0.0,0
30,140,0,0.5,1
0,240,10,1.0,0
30,140,0,0.6000000000000001,1
0,220,0,0.0,1
90,7900,50,14.178571428571408,0
0,1740,10,0.7,-1
30,580,0,2.4,-1
0,2340,0,7.050000000000001,-1
210,1400,30,8.15,-1
0,440,30,2.5,-1
0,180,10,0.6666666666666666,-1
0,880,30,3.855555555555556,0
0,540,0,0.0,-1
1920,7160,0,51.8261904761905,1
30,140,0,1.0,1
0,660,0,0.0,-1
0,9680,0,7.5,0
0,1440,0,0.0,0
60,180,0,1.0023809523809524,1
0,280,0,0.0,0
0,1740,0,0.0,-1
0,100,0,0.0,0
90,340,20,5.058333333333334,0
30,840,0,7.350000000000001,1
30,2800,0,1.65,1
0,220,10,1.7090909090909092,-1
0,40,0,0.0,0
0,0,0,0,-1
0,0,0,0,0
0,20,0,0.0,0
60,100,10,2.4,0
90,3580,10,2.9714285714285715,0
30,540,0,2.1,0
840,11280,160,46.432539682539655,0
0,5260,0,0.0,0
60,5620,90,11.585714285714287,-1
30,3240,20,5.066666666666666,1
30,280,0,0.9,1
30,2820,0,0.5,0
0,20,10,1.0,0
60,2720,0,9.050000000000002,1
30,860,0,6.3,-1
0,220,0,0.0,-1
0,180,0,0.0,-1
30,40,0,0.3,1
0,0,0,0,1
30,2380,0,0.7,1
30,5780,0,3.5,-1
0,10560,450,33.75,-1
30,160,20,3.8,0
0,840,0,0.4,-1
30,260,0,1.025974025974026,1
30,3280,0,1.65,1
30,240,0,0.7333333333333333,0
0,180,0,0.0,1
60,220,0,1.1,1
120,5140,110,17.625595238095237,-1
0,160,0,0.0,0
60,4420,20,4.5,1
60,200,10,1.8603174603174601,1
90,400,20,4.35,1
60,100,0,1.0714285714285714,-1
30,6960,20,10.65714285714286,0
300,5880,30,11.393831168831168,1
0,180,0,0.0,0
180,660,50,6.9,-1
0,100,0,0.0,0
90,600,0,1.5,0
90,1420,20,4.671428571428571,1
510,600,70,19.5,1
60,2760,90,12.085714285714287,0
0,3880,0,0.0,0
0,280,0,0.0,-1
60,140,0,1.35,0
30,1240,20,3.8,1
0,180,0,0.0,1
30,260,0,0.6428571428571429,0
0,0,0,0,0
60,11420,110,10.87142857142857,1
0,0,0,0,0
630,7460,20,16.749206349206354,0
120,360,0,1.7333333333333334,1
330,13780,60,22.113095238095223,-1
0,40,0,0.0,0
0,20,0,0.0,0
0,220,0,0.16666666666666666,-1
30,1820,0,1.0,1
0,120,0,0.0,0
0,340,0,0.0,0
30,7560,0,7.05714285714286,1
0,11140,0,0.1,1
30,120,0,0.0,1
0,240,0,0.0,0
0,180,0,1.15,0
60,8080,0,2.0,1
0,1880,0,0.8,1
0,80,0,0.0,0
0,440,30,2.6375,-1
90,200,10,4.05,-1
90,2840,0,6.128571428571429,-1
90,6740,0,7.15714285714286,1
120,100,0,0.30000000000000004,0
0,20,0,0.45454545454545453,0
3660,16100,60,110.35714285714278,0
0,0,0,0,1
0,260,0,0.0,0
30,1420,0,9.425,-1
30,320,0,1.0,-1
0,1660,0,0.0,0
30,160,0,0.5357142857142857,0
120,920,40,8.9,-1
120,620,10,3.341666666666667,0
30,3060,20,3.176388888888889,-1
0,160,0,0.0,0
30,100,0,1.0,1
30,220,10,1.7,-1
0,40,10,1.5,0
30,160,0,0.0,0
30,140,0,0.75,1
0,2360,40,2.7,-1
0,380,0,0.0,1
0,180,0,0.0,0
90,900,30,5.355555555555555,-1
330,3560,0,23.050000000000004,1
0,60,0,0.0,1
1860,8760,20,52.30000000000001,1
0,6080,10,7.25714285714286,0
0,1540,10,8.05,-1
0,3340,0,0.0,0
0,1160,10,0.4,-1
0,260,10,1.2,0
30,3040,20,16.850000000000005,0
90,2020,0,8.550000000000002,-1
570,4200,0,20.570634920634916,-1
120,2720,0,1.7333333333333334,0
30,160,0,0.5,1
30,8040,30,8.45714285714286,1
0,1160,10,1.4666666666666668,1
30,100,10,0.3833333333333333,0
180,1360,0,3.1999999999999997,1
0,200,20,1.355952380952381,-1
0,140,0,0.0,0
0,120,10,0.6,0
150,1780,0,8.375,0
0,2560,0,0.0,0
0,20,0,0.0,1
60,360,30,3.607142857142857,1
60,80,20,2.25,0
0,700,0,1.6,0
90,240,0,2.0500000000000003,0
0,80,0,0.0,1
0,220,20,2.3333333333333335,0
0,0,0,0,0
0,220,10,0.6,-1
0,200,10,0.4,0
210,980,40,10.033333333333335,0
30,0,0,1.0,1
0,900,0,7.050000000000001,-1
0,180,0,0.0,1
30,4720,470,38.199999999999996,-1
30,260,0,0.5714285714285714,0
180,6540,0,7.999999999999998,1
0,2380,170,14.533333333333331,-1
0,4460,0,0.0,1
0,0,0,0,0
2280,10300,80,67.11666666666673,-1
0,180,0,1.0666666666666667,1
0,0,0,0,0
60,180,0,1.65,1
30,1620,0,1.0,0
30,480,20,3.8,-1
0,200,0,0.0,0
510,1720,80,20.188888888888894,-1
0,20,0,0.0,0
120,560,0,1.7333333333333334,-1
90,10460,10,9.957142857142857,1
0,340,0,0.0,0
30,20,0,0.5,-1
0,940,10,0.2888888888888889,0
0,280,10,1.5333333333333332,0
180,2960,0,3.0,0
0,0,0,0,-1
30,1180,0,1.0,0
0,9800,0,7.232142857142859,-1
2820,15700,10,89.56071428571427,1
1890,7900,40,56.221428571428596,-1
30,40,0,1.0,1
0,1100,0,0.0,1
210,420,0,4.864285714285714,-1
0,100,0,0.0,0
0,60,0,0.0,0
30,140,10,1.1845238095238095,1
0,20,0,0.0,0
30,120,0,0.3,1
90,160,0,1.2,0
0,80,0,0.0,-1
0,3000,0,0.0,0
0,140,0,0.16666666666666666,1
0,240,20,0.8,1
2130,16720,0,60.42857142857144,1
0,100,0,1.0,0
0,40,0,0.0,0
0,160,0,0.0,1
30,280,0,0.5,0
30,7120,20,5.3,1
180,460,10,3.214285714285714,0
0,1860,0,0.2888888888888889,-1
0,260,0,0.0,0
90,5280,20,3.5047619047619047,0
0,200,0,0.3,1
0,240,0,1.0,0
0,280,0,0.1,1
0,120,0,0.0,1
30,100,10,1.4,1
0,60,0,0.0,1
630,2160,10,15.34920634920635,0
0,4000,0,1.2,1
30,1160,70,5.199999999999999,-1
0,460,0,0.0,0
30,440,10,1.8416666666666668,0
0,160,0,0.0,-1
90,2940,0,3.0,-1
0,1040,0,0.8666666666666667,0
0,260,0,1.0666666666666667,1
0,440,0,0.5,-1
0,40,0,0.0,0
180,7940,20,13.775000000000002,0
30,100,10,2.0,-1
30,9800,0,5.271428571428571,-1
30,140,0,1.0,1
90,560,0,2.2714285714285714,1
0,160,0,0.5,1
120,600,20,4.8,0
60,40,0,1.25,0
30,260,0,1.2045454545454546,0
60,180,0,1.3,1
30,340,10,1.4142857142857141,0
1830,6960,0,47.250000000000014,0
30,2320,20,3.8,0
0,60,0,0.0,0
0,40,0,0.0,0
60,520,20,4.5,-1
30,20,0,1.0,1
0,600,0,0.0,1
0,6680,10,1.265277777777778,-1
0,940,0,0.0,-1
90,3160,10,1.8,-1
0,0,10,0.05,-1
30,1080,0,1.0,0
0,20,0,0.0,0
0,40,0,0.0,1
30,20,20,3.8,1
30,200,10,1.0,1
60,3360,30,14.921428571428576,1
2220,11100,20,56.01428571428574,0
30,200,0,0.75,1
330,1640,50,10.180772005772006,-1
30,1660,20,3.8,-1
0,140,10,0.4,-1
0,20,0,0.0,1
0,360,0,0.0,0
300,640,0,6.05,1
0,20,0,0.0,1
420,2640,80,16.99523809523809,0
870,2440,20,29.87857142857143,0
0,280,0,0.0,0
30,5300,0,0.7,0
150,760,0,8.375,-1
0,160,0,0.0,0
0,260,0,0.0,0
570,22040,90,38.96666666666665,-1
0,20,0,0.0,0
0,160,10,1.0,-1
30,320,30,4.8,-1
30,3820,20,4.2,-1
90,140,10,2.019230769230769,0
0,200,0,0.0,0
30,13480,20,4.133333333333334,-1
0,3140,10,0.7166666666666667,1
870,3680,20,29.692857142857143,0
0,220,0,0.0,0
0,6140,10,7.25714285714286,0
120,600,10,4.5,0
0,80,0,0.0,0
0,160,0,0.0,1
0,80,0,0.0,0
0,140,0,0.0,0
0,160,0,0.0,0
0,10320,120,10.399999999999999,1
30,40,0,1.0,1
60,1420,30,2.8714285714285714,-1
30,3160,0,7.550000000000002,0
0,3520,0,1.5,0
30,220,10,1.5666666666666667,1
0,260,0,0.0,1
60,120,10,2.4,0
0,200,0,0.9090909090909091,0
0,200,0,0.0,-1
0,400,0,0.0,0
60,2020,40,6.941666666666666,-1
360,10100,80,21.339660339660337,1
0,260,0,0.0,1
0,20,0,0.0,-1
0,2420,10,0.3,-1
0,220,10,0.29999999999999993,0
0,2580,0,0.8,-1
90,5060,10,3.8333333333333335,0
0,260,0,0.16666666666666666,0
30,3740,20,3.8,-1
120,420,0,1.7333333333333334,1
0,720,0,0.0,0
30,6100,20,9.598809523809527,1
120,2300,20,6.949999999999999,0
30,2440,0,0.5,1
0,180,0,0.0,1
0,1020,0,0.0,0
30,40,0,0.75,1
0,380,0,0.0,0
60,1960,0,0.4,-1
150,2740,40,5.333333333333335,1
30,380,20,3.8,0
0,20,0,0.0,0
30,220,0,0.3333333333333333,1
0,0,0,0,0
0,6960,0,0.0,-1
0,0,0,0,0
0,80,0,0.0,1
0,160,0,0.0,0
30,20,0,0.3,1
30,140,0,1.0,0
0,320,0,0.0,0
60,100,0,0.4,0
30,300,0,0.5714285714285714,1
120,8120,40,16.75714285714286,-1
0,100,0,0.0,0
930,8000,0,28.278571428571432,1
0,200,0,0.5399999999999999,1
60,200,10,2.4,1
30,220,0,0.4,-1
30,300,20,3.8,-1
0,180,0,0.0,0
0,4200,0,0.0,0
30,1180,0,1.0,0
0,2480,0,0.0,0
150,9700,40,8.583333333333334,-1
0,180,0,0.43333333333333335,0
90,7840,0,9.621428571428574,-1
0,0,0,0,0
30,160,0,1.04,0
0,3940,0,0.0,0
30,500,0,0.0,1
60,6200,80,11.66031746031746,1
120,7940,50,9.700000000000001,0
30,60,0,0.5,1
30,160,0,1.0,1
0,600,0,0.0,1
30,1060,0,0.0,1
1800,4820,0,47.250000000000014,1
30,60,0,0.6,1
0,140,0,0.0,0
30,260,0,0.7333333333333334,-1
30,0,0,0,1
0,160,0,0.0,0
0,20,0,0.0,0
0,0,0,0,1
60,260,10,1.45,0
30,300,20,4.3,1
30,4260,0,0.5714285714285714,1
0,280,0,0.0,0
30,400,20,3.8,1
0,5800,0,7.050000000000001,-1
0,0,0,0,-1
0,420,0,0.0,-1
0,0,0,0,0
0,1180,0,0.0,0
0,180,0,0.0,0
30,540,20,3.8,0
1830,18060,0,62.157142857142915,-1
120,1040,10,3.8222222222222224,0
0,300,0,0.0,-1
0,0,0,0,-1
30,7560,30,7.95714285714286,1
90,40,0,2.05,1
60,9000,0,11.540476190476198,0
0,160,0,0.0,0
0,0,0,0,1
0,180,0,0.0,0
750,33840,630,103.43192918192938,-1
90,3280,0,1.7642857142857142,1
0,400,0,0.0,0
0,1340,0,0.0,0
30,1780,30,2.738095238095238,1
30,340,20,3.8,1
210,2500,0,2.8047619047619046,1
0,1180,170,14.533333333333331,0
0,40,0,0.0,1
360,3700,30,11.479761904761908,1
30,140,0,1.0,0
0,1180,10,1.4666666666666668,0
0,220,0,0.0,1
30,4300,30,4.7,-1
0,1200,0,0.8666666666666667,0
120,3840,20,6.3999999999999995,1
0,160,10,1.0,-1
120,10100,20,12.057142857142845,0
30,360,0,0.8333333333333333,1
0,40,0,0.0,-1
0,20,0,0.0,0
60,3400,0,1.0714285714285714,1
0,1480,0,0.0,0
0,280,0,0.0,0
0,220,0,0.0,0
0,2920,0,0.0,-1
30,3740,0,1.0,-1
0,240,0,0.0,1
300,6800,60,15.166666666666673,-1
1800,7220,10,49.11666666666669,1
180,7360,0,1.9999999999999998,1
30,4000,20,3.9,0
0,140,0,0.0,1
0,1900,0,0.3833333333333333,0
30,860,0,1.0714285714285714,0
0,260,0,0.0,1
120,15140,80,11.85,0
0,40,0,0.0,-1
30,3600,80,6.999999999999999,1
30,20,0,0.0,0
1860,7200,60,51.39285714285717,-1
450,1280,100,21.166666666666664,-1
60,920,20,3.8,1
0,220,10,0.9962121212121211,1
30,1900,20,3.8,0
0,0,0,0,1
120,160,0,1.9,1
150,17180,60,24.914285714285707,1
90,320,0,1.5,1
0,120,0,0.0,0
0,4140,0,0.0,1
0,180,10,0.6666666666666666,0
0,0,0,0,0
1710,4800,0,52.05714285714285,0
30,2340,70,6.108333333333333,-1
0,260,0,0.16666666666666669,1
60,100,10,2.4,0
30,920,0,0.5714285714285714,-1
0,180,0,0.0,0
0,20,0,0.0,-1
30,940,10,0.5714285714285714,-1
30,1020,0,0.2,0
540,6400,0,19.806349206349203,1
0,0,0,0,0
1800,8940,0,47.250000000000014,-1
0,1200,10,1.265277777777778,1
0,0,0,0,0
0,220,0,0.3333333333333333,1
0,20,0,0.0,0
30,0,0,0.5,0
0,280,0,0.0,0
0,220,0,0.0,1
30,180,0,0.5357142857142857,-1
30,4500,10,0.7948717948717949,0
1920,8700,20,54.05000000000001,1
60,8740,30,5.666666666666666,-1
150,7540,90,13.81170634920635,-1
90,11880,220,29.338095238095242,1
0,260,0,0.0,0
120,1260,0,2.066666666666667,-1
30,720,20,3.8,-1
0,140,0,0.0,0
0,160,0,0.0,0
0,80,0,0.0,-1
60,100,10,2.4,0
30,660,0,0.5714285714285714,0
0,660,0,0.0,0
30,140,0,0.0,1
570,3580,30,13.83809523809524,-1
120,480,20,5.4,0
0,6020,0,6.857142857142859,1
60,180,0,0.8500000000000001,1
0,240,0,0.0,0
60,1160,0,0.4,1
60,280,10,2.5545454545454547,-1
30,200,0,1.0,1
0,320,0,0.0,0
30,1400,30,4.8,-1
30,660,0,1.0,1
30,120,0,1.0,-1
0,220,10,1.0,-1
60,2100,0,4.2,1
0,180,50,3.4545454545454546,-1
0,240,10,0.7,0
0,380,0,0.0,0
0,40,0,0.0,0
1050,8740,40,33.835497835497826,1
0,40,0,0.0,1
0,160,0,0.0,0
0,320,0,0.0,1
1230,2920,70,41.84523809523809,0
30,3220,20,4.15,1
30,220,0,0.8333333333333334,-1
0,200,0,0.0,0
0,580,0,0.0,1
30,40,0,0.0,1
0,460,0,0.3,0
0,20,0,0.0,0
30,400,20,3.8,-1
30,0,0,0.6000000000000001,1
270,2100,60,6.976190476190475,0
0,1080,0,6.0,0
0,0,0,0,-1
30,160,0,0.25,-1
0,200,0,0.0,1
0,40,0,0.0,-1
0,40,0,0.0,1
1800,4820,0,47.250000000000014,0
30,80,0,0.6000000000000001,1
0,4940,0,0.8666666666666667,1
30,80,0,0.5,0
0,260,0,0.2,0
0,60,0,0.0,0
30,220,0,0.35000000000000003,0
0,140,0,0.0,1
90,4280,60,6.4,0
0,220,0,0.0,0
30,100,0,1.4,0
0,1140,0,0.8666666666666667,0
0,120,10,0.4,-1
120,580,20,7.1833333333333345,0
60,220,0,0.6,1
0,40,0,0.0,0
0,100,0,0.0,0
90,1320,0,1.2666666666666666,0
30,720,20,4.2,0
0,80,0,0.0,0
30,300,0,0.3,-1
0,2840,10,0.0,0
120,6860,0,9.232142857142856,-1
0,140,0,0.0,0
0,240,0,0.4,0
240,260,40,11.05,0
360,5820,20,11.9,0
120,1840,0,2.15,-1
0,200,0,0.0,-1
660,8000,0,19.420995670995666,1
30,20,0,1.0,1
0,20,0,0.0,1
0,1560,0,0.0,0
0,4220,0,0.2888888888888889,-1
390,840,70,16.166666666666664,0
150,840,0,3.5,1
60,540,10,2.4,0
60,4340,210,22.46666666666666,-1
60,240,0,0.7,1
60,120,0,0.8500000000000001,-1
60,4180,0,0.9,0
540,540,0,12.949206349206353,0
0,9020,20,8.457142857142859,-1
0,5860,0,6.857142857142859,0
30,60,0,1.1666666666666665,1
90,4240,0,1.5,0
0,560,0,0.0,0
30,520,20,3.8,0
630,1020,40,19.404761904761905,-1
180,200,0,3.214285714285714,1
120,1280,10,3.3,1
30,120,10,1.9333333333333333,-1
0,20,0,0.0,0
0,0,0,0,0
30,240,20,3.8,1
0,160,0,0.0,1
30,5580,0,0.7,1
0,100,10,0.9,0
0,6660,40,3.3069444444444445,-1
0,100,0,0.0,0
0,80,0,0.0,1
30,220,0,1.1,0
0,4520,60,5.199999999999999,1
0,1580,0,0.0,0
270,5500,0,3.5,0
30,240,0,0.8333333333333334,1
120,4980,110,23.007142857142853,0
30,1360,20,3.8,1
30,2540,20,3.8,1
0,0,0,0,0
0,40,0,0.0,0
2070,19380,150,68.78525641025641,1
0,60,0,0.0,1
0,660,0,0.2888888888888889,-1
0,260,10,0.5,0
30,80,10,1.75,-1
30,200,0,0.5,0
0,160,0,0.0,-1
30,1980,0,0.7,0
0,100,0,0.3,0
30,180,0,0.2,1
30,7520,70,5.0666666666666655,1
0,0,0,0,0
30,140,0,1.0,0
180,260,10,4.916666666666666,0
30,120,0,0.0,1
0,20,0,0.0,0
0,780,0,0.0,0
30,6080,0,8.50714285714286,0
0,280,0,0.0,0
30,1060,0,0.6666666666666666,0
210,2060,0,4.270833333333333,1
30,180,0,0.3,0
210,5780,40,12.933333333333334,1
0,180,0,0.0,-1
0,120,0,0.45454545454545453,0
120,1720,0,2.766666666666666,-1
0,120,0,0.0,1
0,1560,0,1.616666666666667,0
0,100,0,0.0,0
30,1780,0,0.4,-1
0,120,0,0.0,1
0,1280,0,7.050000000000001,-1
60,2440,90,11.585714285714287,0
150,1700,30,6.633333333333334,-1
0,300,0,0.0,-1
90,1860,90,18.835714285714285,-1
30,200,10,1.0,-1
150,4660,150,18.202564102564104,-1
0,0,20,0.6666666666666666,-1
0,40,0,0.0,0
30,1420,30,1.9380952380952383,0
90,1480,90,12.157142857142858,0
1830,8460,20,51.35000000000002,0
450,5700,80,18.566666666666663,-1
30,900,20,4.088888888888889,-1
0,2260,0,0.0,0
90,6760,10,3.05,0
0,1320,0,0.5666666666666667,-1
30,140,0,1.6,0
0,2060,0,0.0,0
30,140,0,0.2,0
0,320,0,0.0,0
60,3100,20,3.8,0
0,0,0,0,0
0,20,0,0.0,0
30,20,0,0.3,1
0,240,0,0.0,0
0,2720,0,0.0,1
0,200,0,0.4,0
30,180,0,0.6666666666666666,0
0,360,10,0.4,1
120,2620,60,12.100000000000001,-1
0,0,0,0,0
0,0,0,0,1
0,140,0,0.0,0
0,180,0,0.0,-1
0,380,10,0.6333333333333333,-1
90,3040,10,3.4,0
210,820,40,10.166666666666668,1
30,4980,0,0.5714285714285714,1
0,0,0,0,0
0,0,0,0,-1
3120,7160,60,85.12994227994234,-1
30,880,20,4.55,0
0,780,0,7.050000000000001,-1
0,200,0,0.0,1
1800,6760,0,48.01666666666668,0
30,240,0,1.4,1
90,4200,20,5.05,1
180,3380,50,10.821428571428573,1
0,2420,0,0.0,-1
0,240,0,0.0,0
0,0,0,0,1
1950,10760,140,71.23055555555563,1
0,240,10,0.05,-1
0,380,10,0.3,-1
180,19560,30,17.51428571428569,-1
120,6140,20,5.411904761904762,0
0,260,0,0.45454545454545453,0
0,4060,0,0.0,1
60,4440,0,0.4,1
2670,15680,0,73.6285714285715,1
0,80,0,0.0,0
210,12400,150,40.73727106227108,1
0,220,0,0.0,-1
0,140,0,0.0,0
60,60,0,0.0,1
30,1440,20,3.8,0
0,260,10,1.0,-1
30,60,0,1.65,0
30,300,10,1.3,0
0,280,0,0.0,0
1830,4940,0,47.45000000000002,0
60,40,0,0.9,1
90,2560,10,2.9714285714285715,1
0,0,0,0,1
0,140,10,1.0,-1
0,140,0,0.0,0
120,4660,0,2.066666666666667,0
60,3560,20,4.8,-1
120,2060,0,4.1,0
0,1060,10,7.8500000000000005,-1
120,4180,20,4.6,1
1920,10640,20,52.05000000000002,-1
90,4560,0,2.6309523809523805,-1
60,320,0,1.3,0
30,120,0,0.3333333333333333,0
1800,8940,0,47.250000000000014,1
60,100,10,2.4,0
0,20,0,0.0,-1
0,0,0,0,0
0,4620,450,33.75,0
60,1160,20,4.133333333333333,1
60,1540,40,14.650000000000006,-1
30,440,0,0.7,0
30,380,20,3.8,1
0,220,0,0.3333333333333333,-1
60,1880,20,4.7333333333333325,1
30,1320,0,7.621428571428573,-1
0,440,0,0.0,0
0,0,0,0,1
90,3020,30,2.9047619047619047,0
90,420,0,2.5,1
30,1300,0,0.7,1
30,220,0,0.5714285714285714,0
30,1220,110,9.802564102564101,0
30,220,0,1.4833333333333334,0
30,460,20,1.35,1
600,6520,50,18.620634920634917,0
30,4460,10,0.7948717948717949,1
0,280,0,0.0,0
0,240,0,0.0,-1
0,240,0,0.0,0
60,20,0,0.4,0
0,80,0,0.0,0
360,2420,20,23.828571428571415,-1
60,1780,20,6.4,-1
30,1440,20,3.8,-1
0,80,10,0.4,0
90,6300,0,2.1,0
30,160,0,0.5,0
420,5200,40,22.04358974358975,0
2280,22980,70,76.39523809523813,0
150,4020,80,10.374999999999998,0
0,960,0,0.3,1
0,160,0,0.0,1
60,5820,0,2.1,-1
120,780,30,3.635714285714286,0
0,160,0,0.0,0
0,340,0,0.0,-1
30,200,10,1.65,-1
30,820,0,1.7603174603174603,0
60,3180,10,2.8833333333333333,1
30,1160,0,1.0,-1
180,1700,0,1.9999999999999998,-1
0,0,0,0,0
30,20,0,0.0,-1
60,160,10,2.8,1
30,4280,20,3.8,1
30,1300,0,1.0,1
30,80,0,1.65,0
0,240,0,0.0,0
90,3040,0,2.2,1
90,120,0,1.8,1
0,180,0,0.0,1
60,160,10,2.083333333333333,1
30,180,0,0.0,1
30,140,0,0.3333333333333333,0
30,260,0,0.0,0
30,380,20,3.8,-1
0,380,0,1.3795454545454544,1
30,6740,0,7.15714285714286,0
0,0,0,0,1
1800,4860,0,47.250000000000014,0
0,120,0,0.0,0
0,240,10,1.65,0
30,120,0,1.4333333333333333,0
60,220,0,1.575,1
0,220,0,0.0,0
60,120,0,2.0,1
60,3680,30,9.492857142857146,1
30,520,20,3.8,-1
60,1520,20,4.0,1
30,180,0,0.8,0
30,440,10,0.65,-1
60,2480,0,1.2583333333333333,0
0,140,0,0.0,0
0,20,0,0.0,1
30,200,10,0.65,1
30,20,0,0.9,1
0,120,10,0.05,0
0,180,0,0.0,0
0,160,0,0.0,0
0,540,10,1.0,0
0,100,10,1.0,0
30,860,0,1.8166666666666667,1
180,16100,30,20.91428571428569,0
0,180,0,0.0,0
210,220,0,6.4799999999999995,1
0,0,0,0,-1
60,4440,20,4.0,-1
0,160,0,0.0,0
0,2880,0,0.0,-1
120,2300,0,1.8333333333333335,1
120,8180,50,19.357142857142847,0
0,0,0,0,0
150,3600,20,18.074999999999992,0
30,5920,20,3.8,0
0,0,0,0,0
90,220,30,3.4285714285714284,0
30,340,20,4.4,0
960,9360,0,27.411904761904765,1
1800,6160,0,47.250000000000014,1
0,440,0,0.0,0
0,240,0,0.4,0
0,20,0,0.0,0
30,240,10,1.2166666666666666,1
0,280,0,1.6,1
0,60,0,0.0,1
0,420,0,1.6,0
60,1400,20,4.0,1
0,780,0,7.050000000000001,0
90,1820,20,4.733333333333333,0
0,80,0,0.0,-1
90,1080,0,3.0000000000000004,0
30,120,0,0.6666666666666666,0
180,1920,20,12.175,0
30,2660,0,0.5,-1
0,7020,10,3.3,0
420,480,70,16.666666666666664,1
1830,6640,20,55.75,-1
30,60,0,0.6000000000000001,1
30,1360,20,3.8,1
30,1540,0,0.3,1
0,1500,0,0.0,0
30,40,0,0.8,0
0,2980,20,0.8,-1
1800,8520,0,47.250000000000014,-1
0,6680,0,6.857142857142859,0
30,0,0,1.0,1
0,180,0,0.0,0
0,100,0,0.0,0
0,2220,0,7.300000000000002,1
270,1820,30,14.235714285714295,0
0,260,0,0.0,0
60,6080,20,5.238095238095238,1
0,0,0,0,0
90,600,0,1.4954545454545456,1
0,0,0,0,-1
840,2040,0,25.67857142857143,-1
1800,5940,0,53.704545454545446,0
2010,11160,70,65.57913752913755,-1
0,660,0,0.0,0
0,800,0,7.050000000000001,0
90,2600,40,8.200000000000001,1
0,120,10,0.5416666666666666,1
0,100,0,0.0,1
1830,5900,10,48.51666666666669,1
30,120,0,0.5,1
60,140,10,2.4,0
0,160,0,0.1,1
0,200,0,0.0,0
30,280,0,0.30000000000000004,1
0,60,10,0.4,1
0,20,0,0.0,0
30,6680,10,1.4000000000000001,-1
60,3920,20,5.199999999999999,0
90,660,0,1.625,0
30,160,10,1.1357142857142857,1
120,200,20,4.8,0
60,180,10,2.4,0
30,1200,10,2.3375,0
0,2540,0,0.0,-1
60,1140,10,3.266666666666666,0
60,360,0,2.0,0
690,6920,80,23.98333333333332,1
660,1200,30,18.535256410256412,0
0,40,10,0.4,-1
60,700,30,3.5214285714285714,0
30,620,20,3.8,-1
30,6160,0,9.43214285714286,0
0,480,0,0.0,0
0,520,0,0.0,-1
60,1480,40,14.650000000000004,-1
30,180,0,0.75,0
0,20,0,0.0,0
0,100,0,0.0,0
60,180,0,1.4333333333333333,1
0,200,0,0.0,1
0,0,0,0,-1
0,260,0,0.0,0
0,1080,0,0.0,0
150,760,0,8.775,0
0,0,0,0,0
0,1600,0,0.0,1
30,1220,0,1.3,-1
0,220,0,1.0,0
0,400,0,0.0,-1
1020,3640,0,24.726825396825387,1
270,1320,10,8.59,0
0,40,0,0.0,-1
240,4720,20,21.421428571428578,0
60,240,0,1.3,1
0,360,0,0.0,0
30,80,0,0.625,-1
0,200,0,0.0,-1
0,1680,0,7.650000000000001,0
0,540,0,0.0,0
