,pos_score,neu_score,neg_score,sub_score
2021,0.0,6.0,0.0,0.0
2022,1.2,4.4,0.0,0.024
2023,0.0,5.0,0.0,0.0
2024,1.5,9.0,0.4,0.097
2025,0.9,129.0,0.6,0.114
2026,0.3,1.2,0.0,0.0073
2027,0.3,2.2,0.0,0.006
2028,0.6,12.4,0.3,0.0892
2029,0.3,33.4,0.0,0.0058
2030,0.0,1.4,0.0,0.0
2031,0.3,11.2,0.0,0.0762
2032,0.3,30.0,0.0,0.01
2033,1.2,3.8,0.0,0.019
2034,0.0,1.6,0.0,0.0
2035,0.0,0.2,0.0,0.0
2036,0.0,0.2,0.0,0.0
2037,0.0,60.4,0.0,0.0686
2038,0.3,1.0,0.0,0.0
2039,0.3,1.8,0.0,0.01
2040,0.6,2.8,0.1,0.024
2041,0.0,0.0,0.0,0.0
2042,0.0,4.2,0.1,0.0025
2043,0.3,1.8,0.0,0.006
2044,0.0,6.0,0.1,0.01
2045,0.0,0.0,0.0,0.0
2046,1.8,27.2,0.0,0.1003
2047,0.0,0.2,0.0,0.0
2048,0.6,6.4,0.0,0.01
2049,0.0,0.2,0.0,0.0
2050,0.6,18.6,0.2,0.04
2051,0.3,1.0,0.0,0.0085
2052,0.6,39.6,0.0,0.0074
2053,0.6,2.2,0.2,0.041
2054,0.0,1.6,0.0,0.0043
2055,0.0,0.0,0.0,0.0
2056,0.0,1.0,0.0,0.0
2057,0.0,0.6,0.0,0.0
2058,0.0,6.2,0.0,0.0
2059,0.9,4.6,0.0,0.0267
2060,0.0,1.2,0.0,0.001
2061,0.0,0.4,0.0,0.0
2062,6.9,22.8,0.0,0.1502
2063,0.0,2.4,0.1,0.0
2064,0.3,1.0,0.0,0.002
2065,0.3,1.4,0.0,0.008
2066,0.9,11.0,0.6,0.0635
2067,0.6,26.8,0.2,0.0445
2068,0.0,12.6,0.6,0.0567
2069,1.5,60.6,0.2,0.1874
2070,0.3,2.2,0.0,0.01
2071,36.0,128.4,0.0,0.9493
2072,1.2,54.6,0.0,0.0912
2073,0.0,33.2,0.0,0.0
2074,0.6,17.2,0.1,0.0273
2075,0.0,1.6,0.0,0.0
2076,0.9,1.0,0.0,0.003
2077,0.0,7.8,0.0,0.0
2078,0.6,15.8,0.3,0.0294
2079,0.6,4.0,0.1,0.024
2080,0.0,0.0,0.0,0.0
2081,0.3,1.4,0.0,0.0075
2082,0.0,0.2,0.0,0.0
2083,0.3,38.2,0.0,0.014
2084,0.0,10.8,0.0,0.003
2085,19.5,186.4,1.1,0.6472
2086,0.0,2.4,0.0,0.0
2087,18.6,90.4,0.0,0.4725
2088,0.3,1.0,0.0,0.006
2089,20.4,137.2,0.9,0.7669
2090,0.9,43.6,0.9,0.1225
2091,0.6,2.6,0.0,0.0175
2092,0.0,0.0,0.0,0.0
2093,0.0,50.8,0.0,0.0
2094,19.2,54.8,0.0,0.4961
2095,0.3,10.6,0.2,0.1085
2096,0.3,0.0,0.0,0.01
2097,0.0,1.4,0.0,0.0
2098,0.0,1.8,0.0,0.0062
2099,0.6,38.6,0.4,0.1465
2100,0.0,1.8,0.0,0.0
2101,0.0,1.0,0.0,0.0
2102,0.6,1.4,0.0,0.0189
2103,0.0,43.2,0.0,0.0005
2104,0.0,1.6,0.1,0.0005
2105,0.3,6.4,0.0,0.0057
2106,0.3,12.0,0.0,0.0873
2107,0.0,15.8,0.0,0.0705
2108,4.5,24.0,0.9,0.2022
2109,1.2,3.6,0.1,0.0273
2110,0.0,15.0,0.0,0.0
2111,0.0,0.4,0.0,0.0
2112,0.6,1.4,0.0,0.008
2113,0.0,4.0,0.0,0.0
2114,0.0,0.6,0.0,0.0
2115,0.3,24.4,0.2,0.0213
2116,0.0,1.4,0.0,0.0
2117,0.3,1.6,0.1,0.0054
2118,0.3,34.4,0.0,0.0082
2119,0.3,2.0,0.0,0.005
2120,0.3,61.8,0.2,0.1085
2121,0.0,1.4,0.1,0.0107
2122,0.0,236.6,0.0,0.2207
2123,0.0,0.2,0.0,0.0
2124,0.3,2.8,0.0,0.01
2125,0.0,2.6,0.1,0.0025
2126,0.0,45.2,0.0,0.0
2127,0.0,4.0,0.0,0.0
2128,0.6,1.0,0.0,0.0
2129,5.7,92.2,0.7,0.2445
2130,0.0,2.6,0.0,0.0045
2131,0.0,1.4,0.0,0.0
2132,2.7,12.4,0.0,0.0495
2133,0.6,2.4,0.2,0.041
2134,0.3,78.2,0.3,0.1943
2135,0.0,0.8,0.1,0.004
2136,0.3,26.8,0.0,0.0151
2137,0.3,19.4,0.0,0.0165
2138,0.0,0.0,0.0,0.0
2139,0.3,0.6,0.0,0.007
2140,0.6,3.4,0.2,0.0447
2141,0.9,2.0,0.0,0.016
2142,1.5,48.8,0.0,0.041
2143,0.0,1.2,0.0,0.0
2144,0.3,18.0,0.0,0.0
2145,2.1,17.6,0.1,0.0555
2146,0.0,4.0,0.0,0.0
2147,0.0,125.8,0.0,0.056
2148,0.3,9.0,0.0,0.016
2149,0.0,48.4,0.0,0.0
2150,0.0,16.8,0.0,0.0
2151,0.0,26.6,0.0,0.003
2152,0.0,16.8,0.0,0.0
2153,36.6,108.4,0.2,0.99
2154,4.5,9.0,0.8,0.1857
2155,0.0,1.6,0.0,0.0
2156,0.6,20.8,0.3,0.0577
2157,0.3,15.6,0.0,0.006
2158,0.9,19.8,0.2,0.037
2159,0.0,3.4,0.0,0.0
2160,0.0,2.4,0.0,0.001
2161,0.0,1.0,0.1,0.01
2162,0.0,2.2,0.0,0.0065
2163,0.6,0.8,0.0,0.007
2164,0.6,15.4,0.1,0.024
2165,0.3,0.2,0.0,0.0054
2166,3.9,75.6,0.2,0.0997
2167,0.0,1.4,0.0,0.0
2168,0.0,3.8,0.0,0.0
2169,2.4,21.8,0.2,0.086
2170,0.0,22.0,0.0,0.1355
2171,18.3,111.2,0.0,0.5509
2172,0.0,20.6,0.1,0.004
2173,0.0,19.4,0.0,0.0
2174,0.0,0.0,0.0,0.0
2175,0.0,1.2,0.0,0.0
2176,0.0,8.0,0.7,0.0724
2177,0.0,50.2,0.0,0.0
2178,0.6,5.0,0.0,0.021
2179,0.6,1.8,0.1,0.018
2180,1.2,18.8,0.0,0.0173
2181,0.0,0.0,0.0,0.0
2182,0.0,2.8,0.0,0.002
2183,0.3,3.4,0.2,0.038
2184,0.0,0.0,0.0,0.0
2185,0.3,1.4,0.0,0.0012
2186,0.3,2.4,0.2,0.038
2187,0.0,3.0,0.0,0.0013
2188,3.0,30.6,0.2,0.0693
2189,1.2,24.2,0.0,0.0341
2190,0.0,1.4,0.1,0.005
2191,0.0,3.6,0.0,0.0
2192,6.9,11.8,0.6,0.2045
2193,0.0,2.8,0.0,0.0
2194,0.0,15.8,0.6,0.0549
2195,0.0,53.4,0.0,0.0
2196,0.3,12.2,0.3,0.048
2197,3.3,19.4,0.3,0.1558
2198,0.3,1.4,0.0,0.0165
2199,0.6,27.8,0.2,0.04
2200,0.0,1.4,0.0,0.0
2201,0.3,2.4,0.2,0.038
2202,0.0,0.4,0.0,0.0
2203,0.0,3.0,0.0,0.0
2204,0.0,1.0,0.0,0.0
2205,0.0,12.8,0.4,0.0272
2206,0.0,4.8,0.0,0.0
2207,1.2,6.8,0.0,0.032
2208,0.0,2.6,0.0,0.0
2209,0.0,1.4,0.0,0.0
2210,0.3,1.8,0.0,0.0075
2211,0.0,0.0,0.0,0.0
2212,0.3,24.6,0.2,0.2033
2213,0.0,1.4,0.0,0.0
2214,0.3,0.8,0.0,0.007
2215,0.3,1.0,0.0,0.0
2216,0.3,1.4,0.0,0.018
2217,0.3,16.2,0.3,0.0187
2218,0.0,3.4,0.0,0.0
2219,0.0,0.4,0.0,0.0
2220,0.0,1.0,0.0,0.0
2221,0.0,0.6,0.0,0.0
2222,0.0,2.2,0.0,0.007
2223,0.3,2.4,0.1,0.0189
2224,1.5,102.6,0.5,0.1462
2225,0.3,1.6,0.1,0.0083
2226,0.0,3.0,0.0,0.0
2227,0.0,0.6,0.0,0.0
2228,1.2,2.2,0.3,0.0561
2229,0.0,0.6,0.0,0.0038
2230,0.3,1.2,0.0,0.0
2231,0.3,15.2,0.1,0.0187
2232,0.0,85.0,0.0,0.0686
2233,0.0,0.8,0.2,0.012
2234,0.0,3.0,0.0,0.0
2235,3.9,20.4,0.8,0.1468
2236,0.3,80.8,0.2,0.109
2237,0.0,21.2,0.0,0.0
2238,0.6,52.2,0.3,0.044
2239,0.3,3.6,0.3,0.0385
2240,0.0,0.6,0.0,0.0
2241,0.3,5.6,0.0,0.0133
2242,0.0,10.6,0.0,0.0
2243,0.0,1.6,0.1,0.008
2244,0.0,0.4,0.0,0.006
2245,1.2,38.6,0.2,0.0652
2246,0.0,3.2,0.0,0.0
2247,0.3,3.0,0.0,0.0097
2248,0.3,1.6,0.0,0.0067
2249,0.0,26.0,0.0,0.0
2250,0.6,1.2,0.0,0.005
2251,0.0,2.2,0.0,0.005
2252,0.0,2.6,0.0,0.005
2253,1.8,10.8,0.0,0.1026
2254,0.3,7.2,0.0,0.0068
2255,0.0,0.6,0.0,0.0
2256,0.3,39.4,0.2,0.038
2257,0.0,8.8,0.0,0.0
2258,1.2,21.0,0.1,0.059
2259,0.0,5.6,0.0,0.0
2260,0.0,32.6,0.0,0.0
2261,0.0,12.4,0.0,0.0726
2262,36.6,149.0,0.4,1.0665
2263,1.5,43.8,0.0,0.0233
2264,0.6,1.2,0.1,0.024
2265,0.3,1.0,0.0,0.004
2266,0.9,14.2,0.0,0.0237
2267,0.0,11.2,0.0,0.0
2268,1.2,84.0,0.6,0.1233
2269,0.0,2.0,0.1,0.0117
2270,0.0,37.0,0.1,0.021
2271,0.0,1.2,0.0,0.0
2272,0.0,2.8,0.0,0.001
2273,0.3,18.6,0.2,0.0102
2274,0.6,2.0,0.0,0.0129
2275,1.8,23.0,0.2,0.0725
2276,0.0,0.0,0.0,0.0
2277,0.0,0.0,0.0,0.0
2278,0.0,0.0,0.0,0.0
2279,0.0,1.0,0.2,0.0067
2280,0.6,53.4,0.2,0.047
2281,3.0,14.2,0.1,0.0771
2282,0.3,7.4,0.2,0.0248
2283,0.6,3.8,0.1,0.024
2284,0.3,2.0,0.0,0.0077
2285,0.0,1.6,0.0,0.0
2286,20.4,70.4,1.4,0.6835
2287,0.0,1.8,0.0,0.0
2288,0.0,2.2,0.0,0.0
2289,0.3,2.4,0.0,0.004
2290,1.8,24.8,1.2,0.1729
2291,0.0,1.6,0.1,0.01
2292,0.3,2.4,0.0,0.0057
2293,0.3,11.4,0.0,0.0082
2294,1.5,48.2,2.0,0.2697
2295,0.0,1.8,0.0,0.0045
2296,0.6,1.6,0.0,0.008
2297,0.3,5.2,0.2,0.0155
2298,2.1,38.6,0.5,0.079
2299,0.3,4.6,0.0,0.0057
2300,0.0,16.2,0.0,0.0
2301,0.3,0.6,0.0,0.007
2302,0.0,1.4,0.0,0.0
2303,0.3,3.0,0.2,0.038
2304,3.9,15.8,0.7,0.1617
2305,0.3,2.2,0.0,0.01
2306,0.9,3.4,0.1,0.03
2307,0.0,2.6,0.0,0.0
2308,1.5,136.8,0.2,0.0829
2309,0.3,1.2,0.1,0.0054
2310,0.3,18.6,0.0,0.0107
2311,0.0,15.8,0.2,0.008
2312,0.3,123.6,0.6,0.0812
2313,0.3,23.0,0.3,0.1734
2314,0.3,2.2,0.0,0.003
2315,0.0,1.6,0.0,0.001
2316,0.6,10.0,0.0,0.0795
2317,0.0,65.0,0.1,0.1168
2318,0.0,18.2,0.0,0.0
2319,18.6,157.8,0.2,0.5285
2320,2.1,5.0,0.2,0.0701
2321,0.3,1.6,0.0,0.001
2322,0.0,2.8,0.0,0.0
2323,0.3,6.0,0.3,0.0187
2324,1.2,6.0,0.0,0.03
2325,0.3,4.8,0.2,0.038
2326,0.0,2.4,0.2,0.027
2327,0.0,55.2,0.4,0.045
2328,0.0,3.8,0.0,0.0
2329,2.7,190.2,0.2,0.1816
2330,4.8,34.0,1.1,0.2407
2331,0.6,0.8,0.0,0.004
2332,0.0,33.8,0.0,0.0
2333,0.0,63.6,0.0,0.0731
2334,0.0,0.2,0.0,0.0
2335,0.0,1.0,0.0,0.0
2336,1.5,88.0,0.5,0.0827
2337,0.9,2.0,0.0,0.0115
2338,0.0,1.0,0.0,0.0
2339,0.0,0.0,0.0,0.0
2340,0.0,2.8,0.0,0.0045
2341,0.0,1.0,0.0,0.0
2342,0.6,17.0,0.0,0.02
2343,0.0,14.8,0.0,0.0
2344,1.2,70.4,0.4,0.0407
2345,0.0,0.0,0.0,0.0
2346,18.0,48.6,0.0,0.4725
2347,0.0,1.0,0.0,0.0
2348,0.0,2.4,0.0,0.011
2349,0.0,0.8,0.0,0.0
2350,0.3,10.6,0.2,0.038
2351,0.0,0.0,0.0,0.0
2352,0.0,25.4,0.2,0.0167
2353,2.4,37.6,0.8,0.154
2354,0.0,0.6,0.0,0.0
2355,0.3,10.8,0.0,0.0091
2356,0.0,26.4,0.0,0.0
2357,20.7,116.4,0.2,0.6942
2358,0.9,14.4,0.3,0.0397
2359,0.3,20.2,0.2,0.038
2360,0.3,5.6,0.3,0.048
2361,0.0,2.8,0.0,0.0
2362,0.6,30.4,0.4,0.079
2363,0.6,65.8,0.2,0.041
2364,7.5,27.4,0.0,0.2105
2365,0.0,6.2,0.4,0.0147
2366,0.0,2.4,0.1,0.003
2367,0.0,2.2,0.0,0.0
2368,0.0,0.4,0.1,0.0048
2369,0.6,13.0,0.2,0.1155
2370,0.0,0.6,0.0,0.0
2371,0.6,126.6,0.2,0.0169
2372,0.0,67.6,0.0,0.0
2373,0.0,0.6,0.0,0.0
2374,0.3,26.0,0.0,0.0
2375,0.6,3.2,0.0,0.02
2376,0.0,7.2,0.0,0.0
2377,0.3,34.2,0.0,0.0725
2378,0.0,2.0,0.0,0.001
2379,0.6,22.4,0.0,0.026
2380,0.3,21.8,0.0,0.007
2381,0.9,1.0,0.0,0.023
2382,0.0,1.4,0.0,0.0
2383,0.3,29.8,0.2,0.027
2384,0.0,1.8,0.1,0.0005
2385,0.3,56.6,0.0,0.002
2386,0.9,1.2,0.1,0.03
2387,0.3,3.6,0.3,0.0187
2388,0.0,2.2,0.0,0.0
2389,0.0,16.2,0.0,0.0005
2390,0.6,1.6,0.1,0.022
2391,0.0,1.8,0.0,0.014
2392,0.3,0.8,0.0,0.009
2393,0.0,3.6,0.0,0.0
2394,0.3,1.8,0.0,0.006
2395,0.0,0.0,0.0,0.0
2396,0.0,4.4,0.3,0.0252
2397,0.0,4.8,0.0,0.0
2398,0.0,72.8,0.6,0.1399
2399,0.0,2.2,0.0,0.0
2400,0.0,1.8,0.0,0.0
2401,1.8,9.0,0.4,0.094
2402,0.0,3.4,0.0,0.0
2403,0.6,1.6,0.1,0.0187
2404,1.2,50.4,0.2,0.0643
2405,0.0,13.0,0.0,0.0
2406,0.0,17.2,0.0,0.0
2407,0.3,0.4,0.0,0.0
2408,0.3,4.6,0.0,0.003
2409,18.0,51.0,0.0,0.4725
2410,0.6,1.4,0.1,0.0156
2411,0.0,0.6,0.0,0.0
2412,0.9,8.8,0.0,0.0425
2413,0.0,33.0,0.3,0.0232
2414,0.6,37.2,0.0,0.009
2415,0.3,36.8,0.0,0.003
2416,0.6,1.0,0.0,0.012
2417,0.6,28.2,0.0,0.021
2418,0.3,10.6,0.0,0.0127
2419,0.0,2.2,0.0,0.0
2420,0.0,1.8,0.0,0.0
2421,0.3,10.2,0.0,0.0075
2422,0.3,1.8,0.0,0.003
2423,0.0,16.2,0.0,0.0
2424,0.0,19.0,0.0,0.0
2425,0.0,16.6,0.6,0.052
2426,0.0,2.0,0.0,0.0
2427,0.3,2.4,0.0,0.004
2428,0.9,18.6,0.0,0.015
2429,0.0,5.6,0.0,0.0
2430,3.0,11.8,0.1,0.0787
2431,0.3,0.6,0.0,0.0065
2432,0.6,0.8,0.0,0.0103
2433,0.0,1.2,0.0,0.0
2434,0.3,1.4,0.0,0.0067
2435,0.0,1.4,0.0,0.0
2436,0.6,5.2,0.0,0.021
2437,0.6,1.0,0.1,0.024
2438,0.0,24.4,0.0,0.0
2439,0.3,1.0,0.1,0.011
2440,0.0,0.0,0.0,0.0
2441,0.0,10.2,0.0,0.0
2442,1.2,14.8,0.1,0.0263
2443,0.0,2.2,0.0,0.0
2444,0.3,41.4,0.0,0.006
2445,0.0,11.0,0.1,0.004
2446,0.0,1.4,0.0,0.004
2447,0.0,8.4,0.0,0.0
2448,21.3,63.8,0.2,0.5776
2449,0.3,4.2,0.0,0.0
2450,0.0,2.4,0.0,0.0
2451,0.3,1.8,0.0,0.0064
2452,0.3,38.2,0.3,0.0892
2453,0.0,0.0,0.0,0.0
2454,0.0,0.2,0.0,0.0
2455,1.2,29.8,1.8,0.2324
2456,0.0,13.8,0.0,0.0
2457,1.2,3.6,0.0,0.019
2458,0.3,121.4,0.0,0.1586
2459,0.6,16.8,0.0,0.0114
2460,18.0,60.6,0.0,0.4725
2461,0.0,0.4,0.0,0.0
2462,0.0,0.0,0.0,0.0
2463,0.0,0.4,0.0,0.0
2464,1.8,21.6,0.2,0.0573
2465,0.0,0.8,0.0,0.0
2466,0.6,120.6,0.4,0.1486
2467,0.6,1.2,0.1,0.024
2468,1.2,3.6,0.5,0.068
2469,0.0,1.0,0.0,0.0
2470,0.3,13.2,0.3,0.0507
2471,0.3,21.8,0.2,0.101
2472,0.0,4.4,0.0,0.0
2473,0.0,23.0,0.0,0.0
2474,0.6,1.8,0.0,0.015
2475,0.0,0.8,0.0,0.0
2476,0.0,16.2,0.0,0.0
2477,1.5,29.8,0.2,0.1055
2478,0.0,0.0,0.0,0.0
2479,0.0,39.2,0.0,0.0029
2480,0.6,15.4,0.2,0.0455
2481,1.2,69.6,0.4,0.0663
2482,0.3,28.2,0.0,0.005
2483,1.2,48.2,0.6,0.084
2484,1.5,42.0,0.9,0.1176
2485,0.9,19.0,0.5,0.0701
2486,0.0,0.2,0.1,0.0095
2487,0.3,1.0,0.0,0.0067
2488,0.3,55.4,0.1,0.018
2489,0.3,23.4,0.0,0.0088
2490,0.9,1.4,0.0,0.0157
2491,0.0,2.0,0.0,0.0
2492,1.8,40.4,0.8,0.1665
2493,0.3,2.0,0.0,0.0104
2494,0.3,1.2,0.0,0.006
2495,24.9,60.4,0.2,0.7002
2496,0.3,1.0,0.0,0.007
2497,19.8,189.6,0.0,0.5611
2498,0.3,2.4,0.0,0.0089
2499,0.0,6.0,0.0,0.0
2500,0.0,2.0,0.0,0.0
2501,0.3,1.6,0.0,0.0065
2502,0.0,2.4,0.0,0.0
2503,0.9,35.0,0.1,0.0223
2504,0.0,0.0,0.0,0.0
2505,0.3,3.8,0.2,0.038
2506,0.3,1.6,0.1,0.0199
2507,0.9,47.0,0.0,0.022
2508,3.0,80.0,0.4,0.2777
2509,0.0,11.0,0.0,0.0
2510,0.0,0.0,0.0,0.0
2511,0.3,3.8,0.4,0.0445
2512,1.2,6.0,0.3,0.0343
2513,0.6,1.4,0.0,0.0077
2514,0.0,1.8,0.0,0.004
2515,0.6,10.0,0.8,0.1091
2516,0.6,96.4,0.4,0.1161
2517,0.0,42.6,0.1,0.004
2518,0.0,0.8,0.0,0.0
2519,0.0,0.0,0.0,0.0
2520,0.0,83.8,0.6,0.1206
2521,2.4,70.4,0.9,0.1359
2522,0.0,2.4,0.0,0.0
2523,1.2,38.4,0.0,0.0234
2524,0.6,9.6,0.9,0.1159
2525,0.0,1.6,0.0,0.0
2526,19.8,62.2,0.2,0.5558
2527,0.3,14.6,0.4,0.046
2528,0.3,18.2,0.8,0.09
2529,0.0,0.6,0.0,0.0
2530,0.0,24.2,0.0,0.0
2531,0.0,2.2,0.0,0.0
2532,18.6,78.4,0.2,0.587
2533,0.0,11.4,0.0,0.0114
2534,0.3,2.2,0.1,0.0105
2535,1.5,14.8,1.3,0.115
2536,1.8,45.6,0.2,0.0573
2537,18.0,60.0,0.1,0.4725
2538,18.9,77.0,0.0,0.4885
2539,0.3,11.2,0.1,0.0184
2540,0.6,26.8,0.2,0.0321
2541,0.0,10.2,0.0,0.0
2542,0.3,2.4,0.0,0.01
2543,0.0,2.0,0.0,0.008
2544,3.9,7.4,0.7,0.1617
2545,0.0,25.8,0.0,0.0
2546,0.0,2.4,0.0,0.004
2547,0.3,4.6,0.0,0.013
2548,0.0,4.4,0.0,0.0
2549,0.0,1.8,0.0,0.0045
2550,0.0,37.4,0.0,0.015
2551,18.6,57.4,0.2,0.5185
2552,0.3,6.0,0.0,0.0067
2553,1.8,4.8,0.4,0.077
2554,0.3,39.8,0.0,0.0
2555,0.3,1.8,0.0,0.003
2556,0.0,1.4,0.0,0.0
2557,1.5,43.6,0.0,0.0838
2558,0.0,1.4,0.0,0.0
2559,0.9,10.6,0.0,0.021
2560,0.3,5.0,0.2,0.038
2561,0.3,0.2,0.0,0.009
2562,0.0,0.8,0.0,0.0
2563,18.9,77.8,0.0,0.4875
2564,4.5,4.2,0.0,0.1007
2565,0.0,41.0,0.6,0.052
2566,0.0,9.0,0.1,0.06
2567,18.3,63.6,0.0,0.4725
2568,0.0,0.0,0.0,0.0
2569,0.0,12.6,0.0,0.0
2570,0.0,2.0,0.0,0.0
2571,0.9,6.2,0.0,0.025
2572,0.3,1.2,0.0,0.004
2573,0.3,3.4,0.2,0.0084
2574,1.8,40.6,0.2,0.0421
2575,0.3,1.0,0.0,0.003
2576,0.0,0.4,0.0,0.0
2577,0.6,17.8,0.1,0.024
2578,0.6,1.4,0.0,0.0087
2579,0.0,0.0,0.0,0.0
2580,0.3,1.0,0.1,0.0172
2581,0.0,18.8,0.4,0.038
2582,0.0,0.0,0.0,0.0
2583,0.9,17.4,0.6,0.1456
2584,0.0,2.0,0.0,0.0
2585,0.0,0.8,0.0,0.0
2586,0.3,43.8,0.0,0.006
2587,2.7,52.0,0.0,0.1156
2588,0.0,17.0,0.0,0.0
2589,23.4,99.8,1.2,0.8891
2590,0.0,0.0,0.0,0.0
2591,0.6,1.0,0.1,0.024
2592,0.6,1.6,0.0,0.012
2593,0.6,15.4,0.3,0.0382
2594,0.0,0.4,0.0,0.0
2595,1.2,5.0,0.0,0.021
2596,0.0,3.2,0.0,0.0
2597,0.9,2.6,0.0,0.013
2598,0.3,14.8,0.2,0.1085
2599,0.3,16.0,0.3,0.0907
2600,0.3,69.6,0.2,0.0467
2601,0.6,2.0,0.0,0.01
2602,0.0,0.0,0.0,0.0
2603,0.0,0.6,0.0,0.0
2604,0.0,2.4,0.0,0.0
2605,0.0,13.0,0.0,0.0
2606,0.0,0.0,0.0,0.0
2607,2.4,14.0,0.1,0.0561
2608,0.0,2.8,0.0,0.0
2609,0.9,37.0,0.9,0.1259
2610,0.9,1.4,0.1,0.0263
2611,0.3,1.4,0.0,0.001
2612,0.0,9.0,0.3,0.0203
2613,0.3,8.2,0.0,0.007
2614,0.9,88.6,0.0,0.017
2615,0.9,4.4,0.0,0.015
2616,1.5,68.0,0.1,0.1563
2617,0.0,0.2,0.0,0.0
2618,0.6,1.0,0.0,0.014
2619,2.7,83.4,0.1,0.1275
2620,0.3,31.6,0.2,0.098
2621,0.0,1.6,0.0,0.0
2622,0.6,40.8,0.4,0.08
2623,0.0,1.4,0.1,0.0025
2624,19.2,97.0,0.0,0.4995
2625,0.3,15.4,0.2,0.0413
2626,0.0,1.2,0.1,0.005
2627,0.0,0.0,0.0,0.0
2628,0.3,2.4,0.2,0.038
2629,0.0,0.6,0.0,0.0
2630,0.0,0.0,0.0,0.0
2631,0.9,1.0,0.0,0.012
2632,0.0,0.4,0.0,0.0
2633,0.0,2.8,0.0,0.0
2634,0.0,1.2,0.1,0.01
2635,5.7,46.0,0.0,0.2
2636,0.0,2.8,0.0,0.0
2637,0.3,15.4,0.0,0.0527
2638,0.0,46.8,0.0,0.0
2639,0.0,4.4,0.0,0.009
2640,0.0,5.6,0.0,0.004
2641,0.0,25.2,0.0,0.0
2642,0.3,0.6,0.0,0.01
2643,0.0,1.2,0.0,0.0
2644,1.8,7.6,0.4,0.0782
2645,0.9,74.0,0.3,0.0547
2646,0.3,3.2,0.2,0.038
2647,0.0,1.0,0.1,0.009
2648,0.3,1.4,0.0,0.008
2649,0.3,18.8,0.3,0.0227
2650,0.0,2.2,0.1,0.0191
2651,2.7,114.6,1.9,0.3012
2652,0.0,0.2,0.0,0.0
2653,0.6,6.8,0.2,0.041
2654,1.8,33.6,0.3,0.1042
2655,0.0,93.6,0.0,0.0686
2656,0.3,43.4,0.5,0.05
2657,3.0,0.2,0.0,0.037
2658,0.0,1.8,0.0,0.0
2659,0.3,1.4,0.0,0.005
2660,0.0,2.4,0.1,0.01
2661,0.3,1.4,0.0,0.006
2662,0.0,2.2,0.0,0.0
2663,0.9,79.0,0.5,0.1418
2664,0.0,17.4,0.1,0.007
2665,0.3,5.8,0.0,0.024
2666,0.0,23.4,0.0,0.0705
2667,2.1,14.0,0.3,0.0815
2668,0.0,4.4,0.3,0.025
2669,0.0,1.8,0.1,0.0067
2670,0.0,8.8,0.3,0.0386
2671,0.0,5.4,0.0,0.0
2672,19.2,71.6,0.0,0.5183
2673,0.3,1.4,0.0,0.01
2674,0.0,6.6,0.0,0.0
2675,0.0,96.8,0.0,0.075
2676,0.0,14.4,0.0,0.0
2677,0.6,1.8,0.0,0.01
2678,0.0,2.8,0.0,0.0
2679,0.0,17.4,0.0,0.0
2680,0.0,1.0,0.0,0.0
2681,0.9,3.4,0.2,0.0506
2682,0.3,8.4,0.0,0.0735
2683,0.3,28.0,0.0,0.0165
2684,0.0,2.2,0.1,0.0171
2685,0.0,0.4,0.0,0.0
2686,0.0,0.0,0.0,0.0
2687,0.0,0.0,0.0,0.0
2688,0.0,0.2,0.0,0.0
2689,0.6,1.0,0.1,0.024
2690,0.9,35.8,0.1,0.0297
2691,0.3,5.4,0.0,0.021
2692,8.4,112.8,1.6,0.4643
2693,0.0,52.6,0.0,0.0
2694,0.6,56.2,0.9,0.1159
2695,0.3,32.4,0.2,0.0507
2696,0.3,2.8,0.0,0.009
2697,0.3,28.2,0.0,0.005
2698,0.0,0.2,0.1,0.01
2699,0.6,27.2,0.0,0.0905
2700,0.3,8.6,0.0,0.063
2701,0.0,2.2,0.0,0.0
2702,0.0,1.8,0.0,0.0
2703,0.3,0.4,0.0,0.003
2704,0.0,0.0,0.0,0.0
2705,0.3,23.8,0.0,0.007
2706,0.3,57.8,0.0,0.035
2707,0.0,105.6,4.5,0.3375
2708,0.3,1.6,0.2,0.038
2709,0.0,8.4,0.0,0.004
2710,0.3,2.6,0.0,0.0103
2711,0.3,32.8,0.0,0.0165
2712,0.3,2.4,0.0,0.0073
2713,0.0,1.8,0.0,0.0
2714,0.6,2.2,0.0,0.011
2715,1.2,51.4,1.1,0.1763
2716,0.0,1.6,0.0,0.0
2717,0.6,44.2,0.2,0.045
2718,0.6,2.0,0.1,0.0186
2719,0.9,4.0,0.2,0.0435
2720,0.6,1.0,0.0,0.0107
2721,0.3,69.6,0.2,0.1066
2722,3.0,58.8,0.3,0.1139
2723,0.0,1.8,0.0,0.0
2724,1.8,6.6,0.5,0.069
2725,0.0,1.0,0.0,0.0
2726,0.9,6.0,0.0,0.015
2727,0.9,14.2,0.2,0.0467
2728,5.1,6.0,0.7,0.195
2729,0.6,27.6,0.9,0.1209
2730,0.0,38.8,0.0,0.0
2731,0.0,2.8,0.0,0.0
2732,0.6,1.4,0.0,0.0135
2733,0.3,12.4,0.2,0.038
2734,0.0,1.8,0.0,0.0
2735,0.3,2.6,0.0,0.0064
2736,0.0,0.0,0.0,0.0
2737,0.6,114.2,1.1,0.1087
2738,0.0,0.0,0.0,0.0
2739,6.3,74.6,0.2,0.1675
2740,1.2,3.6,0.0,0.0173
2741,3.3,137.8,0.6,0.2211
