,pos_score,neu_score,neg_score,pos_sub_score,neu_sub_score,neg_sub_score
6592,0.0,17.6,0.1,0.0,0.019,0.0025
6593,0.6,52.8,0.3,0.01,0.15,0.0155
6594,0.0,19.4,0.0,0.0,0.0705,0.0
6595,0.3,5.6,0.0,0.006,0.0,0.0
6596,3.3,33.6,1.0,0.0753,0.009,0.0734
6597,0.3,2.6,0.0,0.0057,0.0,0.0
6598,0.3,27.2,0.2,0.01,0.0128,0.018
6599,0.0,11.0,0.0,0.0,0.0006,0.0
6600,0.0,2.2,0.0,0.0,0.006,0.0
6601,0.3,1.6,0.0,0.0075,0.0,0.0
6602,0.0,7.0,0.0,0.0,0.0,0.0
6603,0.0,2.8,0.0,0.0,0.0,0.0
6604,0.0,0.4,0.1,0.0,0.0,0.0005
6605,0.6,2.4,0.0,0.02,0.0,0.0
6606,0.0,0.8,0.0,0.0,0.0,0.0
6607,0.3,0.2,0.1,0.003,0.0,0.0066
6608,0.3,2.4,0.0,0.0057,0.0,0.0
6609,0.0,1.8,0.0,0.0,0.0,0.0
6610,0.6,1.0,0.0,0.0165,0.0,0.0
6611,0.6,14.4,0.9,0.0103,0.051,0.0544
6612,0.0,0.8,0.0,0.0,0.0,0.0
6613,0.3,3.2,0.0,0.005,0.0,0.0
6614,0.0,1.2,0.0,0.0,0.0035,0.0
6615,1.2,22.2,1.4,0.0303,0.0716,0.0944
6616,0.0,8.8,0.0,0.0,0.0,0.0
6617,0.0,39.8,0.0,0.0,0.0,0.0
6618,0.3,2.6,0.0,0.0057,0.0,0.0
6619,1.8,4.8,0.4,0.034,0.0277,0.0152
6620,0.0,19.2,0.0,0.0,0.0,0.0
6621,0.0,1.0,0.0,0.0,0.0,0.0
6622,0.0,0.4,0.1,0.0,0.0,0.0
6623,0.0,1.6,0.0,0.0,0.0,0.0
6624,0.3,1.0,0.0,0.0,0.0,0.0
6625,1.8,17.0,0.0,0.02,0.0046,0.0
6626,1.5,30.4,0.0,0.05,0.0337,0.0
6627,0.0,0.2,0.0,0.0,0.0,0.0
6628,0.0,0.6,0.0,0.0,0.0,0.0
6629,18.9,55.6,0.4,0.2329,0.2825,0.036
6630,0.9,53.8,0.2,0.01,0.0237,0.018
6631,0.3,2.6,0.0,0.0,0.0,0.0
6632,0.3,7.8,0.0,0.005,0.0,0.0
6633,0.0,1.4,0.0,0.0,0.0,0.0
6634,3.0,17.0,0.3,0.072,0.0413,0.016
6635,0.9,38.2,0.4,0.0229,0.02,0.036
6636,0.0,38.0,0.0,0.0,0.0033,0.0
6637,0.3,1.0,0.0,0.01,0.0,0.0
6638,0.0,0.2,0.0,0.0,0.0,0.0
6639,0.0,3.0,0.0,0.0,0.001,0.0
6640,1.2,47.8,0.4,0.025,0.0171,0.026
6641,0.0,6.4,0.0,0.0,0.06,0.0
6642,2.7,27.2,0.2,0.0442,0.0214,0.0108
6643,0.3,13.8,0.3,0.0057,0.01,0.003
6644,0.3,1.0,0.0,0.0,0.0,0.0
6645,0.0,10.4,0.0,0.0,0.0086,0.0
6646,0.0,1.0,0.0,0.0,0.0,0.0
6647,0.3,43.2,0.0,0.0,0.0,0.0
6648,0.9,5.2,0.0,0.015,0.0,0.0
6649,0.0,2.4,0.0,0.0,0.0,0.0
6650,0.0,0.0,0.0,0.0,0.0,0.0
6651,0.6,13.8,0.1,0.014,0.0705,0.01
6652,0.0,11.6,0.0,0.0,0.0705,0.0
6653,0.3,15.0,0.1,0.0,0.0,0.0
6654,0.9,11.4,0.7,0.03,0.035,0.0595
6655,0.0,11.2,0.0,0.0,0.0086,0.0
6656,2.1,84.6,0.0,0.0339,0.022,0.0
6657,0.3,17.2,0.2,0.01,0.0805,0.018
6658,0.6,2.6,0.1,0.0135,0.0,0.004
6659,0.9,17.2,0.2,0.018,0.0106,0.018
6660,0.0,0.2,0.0,0.0,0.0,0.0
6661,0.0,22.8,0.0,0.0,0.0,0.0
6662,0.3,2.2,0.0,0.002,0.0,0.0
6663,0.0,1.8,0.0,0.0,0.0006,0.0
6664,0.3,1.8,0.0,0.003,0.003,0.0
6665,0.0,0.8,0.0,0.0,0.0,0.0
6666,0.0,1.0,0.1,0.0,0.0,0.01
6667,0.0,0.8,0.0,0.0,0.0,0.0
6668,18.3,67.2,0.0,0.2169,0.3329,0.0
6669,0.0,18.4,0.0,0.0,0.0086,0.0
6670,1.2,6.8,0.0,0.021,0.007,0.0
6671,1.5,60.2,0.3,0.0217,0.0143,0.003
6672,0.0,2.4,0.0,0.0,0.0,0.0
6673,0.3,4.0,0.3,0.01,0.01,0.027
6674,0.0,0.0,0.0,0.0,0.0,0.0
6675,0.3,3.0,0.3,0.0057,0.01,0.003
6676,0.0,0.8,0.0,0.0,0.0,0.0
6677,0.9,28.8,0.0,0.015,0.0,0.0
6678,0.0,0.2,0.0,0.0,0.0,0.0
6679,0.0,12.4,0.0,0.0,0.0,0.0
6680,0.0,29.8,0.1,0.0,0.0705,0.008
6681,5.1,169.2,1.2,0.1185,0.0665,0.082
6682,0.0,2.8,0.1,0.0,0.0,0.0
6683,0.3,7.4,0.2,0.01,0.01,0.018
6684,0.3,2.0,0.0,0.004,0.0,0.0
6685,0.0,1.8,0.0,0.0,0.0043,0.0
6686,0.0,0.0,0.0,0.0,0.0,0.0
6687,0.0,0.2,0.0,0.0,0.0,0.0
6688,0.3,89.0,0.9,0.01,0.082,0.0768
6689,0.6,24.4,0.1,0.014,0.0,0.01
6690,21.9,109.2,0.9,0.2964,0.361,0.0466
6691,0.0,0.8,0.0,0.0,0.0,0.0
6692,0.3,1.6,0.0,0.002,0.0,0.0
6693,2.4,22.6,0.3,0.055,0.049,0.016
6694,0.0,0.0,0.0,0.0,0.0,0.0
6695,0.6,54.6,0.0,0.012,0.016,0.0
6696,0.3,15.8,0.0,0.01,0.0,0.0
6697,0.3,35.4,0.0,0.0,0.0,0.0
6698,0.0,3.2,0.0,0.0,0.0045,0.0
6699,0.3,4.0,0.0,0.006,0.0,0.0
6700,0.3,6.4,0.3,0.01,0.01,0.0275
6701,2.4,60.2,0.9,0.0583,0.0529,0.076
6702,22.2,59.2,0.7,0.3064,0.297,0.0406
6703,0.0,0.4,0.0,0.0,0.0,0.0
6704,0.0,25.0,0.1,0.0,0.0,0.004
6705,0.0,2.0,0.1,0.0,0.0,0.009
6706,0.0,0.4,0.0,0.0,0.0,0.0
6707,0.0,2.0,0.0,0.0,0.0,0.0
6708,0.0,1.2,0.1,0.0,0.0,0.008
6709,0.6,19.0,0.3,0.0127,0.0805,0.003
6710,1.2,20.2,0.0,0.016,0.0046,0.0
6711,0.0,4.0,0.0,0.0,0.0,0.0
6712,0.3,2.0,0.0,0.003,0.0,0.0
6713,0.0,7.4,0.0,0.0,0.0,0.0
6714,1.5,82.8,0.0,0.0285,0.0985,0.0
6715,0.0,0.4,0.0,0.0,0.0,0.0
6716,0.3,2.6,0.0,0.0055,0.0,0.0
6717,0.3,1.6,0.0,0.003,0.0,0.0
6718,0.6,1.0,0.0,0.013,0.0,0.0
6719,0.3,32.0,0.0,0.002,0.005,0.0
6720,0.3,92.4,0.0,0.007,0.005,0.0
6721,0.0,1.6,0.0,0.0,0.0,0.0
6722,2.4,9.0,0.1,0.0292,0.004,0.01
6723,0.9,39.2,0.4,0.02,0.0286,0.036
6724,0.0,2.4,0.0,0.0,0.0,0.0
6725,0.0,1.4,0.0,0.0,0.0,0.0
6726,0.3,7.0,0.2,0.01,0.01,0.018
6727,1.5,12.4,0.0,0.0065,0.0805,0.0
6728,0.0,0.2,0.0,0.0,0.0,0.0
6729,1.2,59.2,0.0,0.016,0.0013,0.0
6730,1.2,3.8,0.0,0.0235,0.0,0.0
6731,0.9,25.8,0.1,0.0122,0.004,0.01
6732,0.0,1.6,0.0,0.0,0.0,0.0
6733,1.5,39.2,0.2,0.0323,0.01,0.018
6734,0.0,0.2,0.0,0.0,0.0,0.0
6735,0.0,0.0,0.0,0.0,0.0,0.0
6736,0.0,0.2,0.0,0.0,0.0,0.0
6737,1.2,3.4,0.0,0.022,0.005,0.0
6738,0.6,8.6,0.3,0.0122,0.02,0.003
6739,4.5,12.2,0.9,0.0985,0.0445,0.0586
6740,0.0,2.4,0.0,0.0,0.009,0.0
6741,0.6,5.0,0.0,0.01,0.0038,0.0
6742,0.0,3.4,0.0,0.0,0.0,0.0
6743,0.3,1.4,0.0,0.01,0.001,0.0
6744,0.0,30.4,0.0,0.0,0.0,0.0
6745,0.0,2.8,0.0,0.0,0.003,0.0
6746,0.0,0.8,0.0,0.0,0.0,0.0
6747,0.0,2.6,0.0,0.0,0.0,0.0
6748,0.0,11.4,0.0,0.0,0.0,0.0
6749,0.0,1.4,0.0,0.0,0.0,0.0
6750,0.0,0.8,0.0,0.0,0.0,0.0
6751,0.0,2.0,0.0,0.0,0.0,0.0
6752,0.3,2.6,0.0,0.006,0.01,0.0
6753,1.5,70.6,0.3,0.0277,0.0985,0.003
6754,0.3,6.6,0.0,0.0,0.005,0.0
6755,1.2,11.6,2.0,0.025,0.0233,0.1493
6756,0.0,19.0,0.0,0.0,0.0,0.0
6757,0.6,0.0,0.0,0.0155,0.0,0.0
6758,0.3,39.4,0.6,0.0057,0.0,0.0519
6759,2.1,184.2,0.7,0.0472,0.0694,0.039
6760,0.0,0.0,0.0,0.0,0.0,0.0
6761,0.0,21.6,0.1,0.0,0.0,0.004
6762,0.0,1.4,0.0,0.0,0.0,0.0
6763,0.9,1.2,0.0,0.0197,0.0,0.0
6764,1.8,125.6,0.6,0.0321,0.0685,0.0519
6765,0.6,31.8,0.1,0.014,0.008,0.01
6766,12.6,120.2,0.7,0.2427,0.135,0.0406
6767,0.0,2.0,0.0,0.0,0.0,0.0
6768,0.0,2.2,0.2,0.0,0.0,0.005
6769,0.0,1.4,0.0,0.0,0.0,0.0
6770,0.0,21.4,0.1,0.0,0.0,0.0054
6771,0.9,1.6,0.0,0.0173,0.0,0.0
6772,0.3,1.4,0.0,0.009,0.0035,0.0
6773,0.0,2.8,0.0,0.0,0.0,0.0
6774,2.4,27.0,0.3,0.0434,0.0228,0.028
6775,0.3,61.2,0.0,0.01,0.004,0.0
6776,0.0,1.8,0.0,0.0,0.0075,0.0
6777,0.0,16.4,0.1,0.0,0.0,0.0
6778,0.0,0.8,0.0,0.0,0.0,0.0
6779,0.0,0.8,0.0,0.0,0.0,0.0
6780,0.0,0.2,0.0,0.0,0.0,0.0
6781,0.3,0.2,0.0,0.01,0.0,0.0
6782,0.0,2.0,0.0,0.0,0.001,0.0
6783,0.0,0.0,0.0,0.0,0.0,0.0
6784,0.0,0.4,0.0,0.0,0.0,0.0
6785,0.0,1.4,0.0,0.0,0.001,0.0
6786,0.3,5.0,0.0,0.0057,0.0,0.0
6787,0.3,2.4,0.0,0.0033,0.0,0.0
6788,20.4,97.4,0.9,0.2539,0.2813,0.06
6789,0.0,15.4,0.0,0.0,0.0,0.0
6790,0.9,47.8,0.4,0.03,0.0256,0.036
6791,0.0,0.8,0.0,0.0,0.0,0.0
6792,0.0,0.8,0.0,0.0,0.0,0.0
6793,0.9,4.4,0.0,0.0125,0.0,0.0
6794,0.0,1.4,0.0,0.0,0.0,0.0
6795,0.0,2.6,0.0,0.0,0.0,0.0
6796,2.1,26.8,0.0,0.0386,0.0805,0.0
6797,1.5,57.0,0.5,0.0357,0.0286,0.021
6798,0.9,44.4,0.5,0.02,0.02,0.04
6799,0.0,0.4,0.0,0.0,0.0,0.0
6800,0.3,1.4,0.2,0.0065,0.0,0.0158
6801,19.8,111.4,0.2,0.2359,0.2638,0.0154
6802,0.6,2.2,0.0,0.0142,0.005,0.0
6803,0.3,2.2,0.0,0.0055,0.0033,0.0
6804,0.0,38.8,0.0,0.0,0.0,0.0
6805,0.0,60.6,0.0,0.0,0.0685,0.0
6806,18.3,55.2,0.0,0.2199,0.2625,0.0
6807,0.0,33.0,0.0,0.0,0.015,0.0
6808,0.3,0.4,0.0,0.0,0.0,0.0
6809,0.6,50.8,0.0,0.0165,0.0,0.0
6810,0.3,13.8,0.0,0.005,0.0,0.0
6811,0.3,2.2,0.0,0.003,0.0062,0.0
6812,2.7,61.6,0.2,0.0453,0.015,0.018
6813,0.0,3.4,0.2,0.0,0.0,0.019
6814,0.0,25.8,0.0,0.0,0.0791,0.0
6815,0.0,1.2,0.0,0.0,0.001,0.0
6816,3.9,71.8,1.1,0.0772,0.0386,0.029
6817,0.0,1.2,0.0,0.0,0.01,0.0
6818,0.0,0.0,0.0,0.0,0.0,0.0
6819,0.0,48.4,0.0,0.0,0.0,0.0
6820,0.0,12.0,0.0,0.0,0.0,0.0
6821,0.6,39.0,0.0,0.0,0.0,0.0
6822,0.0,3.0,0.0,0.0,0.0,0.0
6823,0.0,10.0,0.1,0.0,0.0705,0.01
6824,0.6,1.2,0.1,0.014,0.0,0.01
6825,0.0,2.0,0.0,0.0,0.0,0.0
6826,18.3,52.2,0.3,0.2157,0.2725,0.003
6827,0.3,18.0,0.0,0.0057,0.0,0.0
6828,0.0,6.8,0.0,0.0,0.001,0.0
6829,40.8,153.0,1.4,0.5365,0.5923,0.0976
6830,0.0,2.6,0.0,0.0,0.0006,0.0
6831,0.0,1.4,0.0,0.0,0.0,0.0
6832,0.0,1.6,0.0,0.0,0.0,0.0
6833,0.3,2.0,0.0,0.003,0.0,0.0
6834,0.0,1.8,0.0,0.0,0.003,0.0
6835,19.2,83.0,0.7,0.2457,0.2925,0.039
6836,1.2,4.0,0.0,0.0195,0.0,0.0
6837,0.0,0.0,0.0,0.0,0.0,0.0
6838,0.3,62.6,0.0,0.0083,0.0719,0.0
6839,1.5,6.0,0.0,0.034,0.0,0.0
6840,0.0,12.2,0.0,0.0,0.0,0.0
6841,0.0,1.8,0.0,0.0,0.001,0.0
6842,0.0,2.4,0.0,0.0,0.0116,0.0
6843,0.6,1.8,0.2,0.0093,0.0,0.014
6844,0.0,1.0,0.0,0.0,0.0,0.0
6845,0.3,40.6,0.0,0.005,0.0373,0.0
6846,0.0,27.8,0.0,0.0,0.0,0.0
6847,0.0,0.0,0.0,0.0,0.0,0.0
6848,0.3,53.8,0.7,0.01,0.0265,0.05
6849,0.0,2.0,0.1,0.0,0.0033,0.003
6850,0.3,75.6,0.0,0.0057,0.0,0.0
6851,0.3,0.0,0.0,0.0065,0.0,0.0
6852,0.3,46.2,0.0,0.009,0.0028,0.0
6853,0.3,56.0,0.0,0.0,0.0,0.0
6854,19.5,50.6,0.2,0.2349,0.2725,0.018
6855,0.0,0.4,0.0,0.0,0.0,0.0
6856,0.3,1.4,0.1,0.006,0.0,0.0054
6857,0.0,0.6,0.0,0.0,0.0,0.0
6858,2.7,75.2,0.5,0.0629,0.0976,0.0395
6859,0.0,58.8,0.0,0.0,0.0685,0.0
6860,0.3,42.2,0.2,0.01,0.01,0.018
6861,0.0,12.4,0.2,0.0,0.0,0.008
6862,0.6,1.0,0.1,0.014,0.0,0.01
6863,0.9,54.4,0.0,0.0033,0.0183,0.0
6864,0.0,2.0,0.0,0.0,0.0,0.0
6865,0.0,0.0,0.0,0.0,0.0,0.0
6866,2.1,21.2,0.2,0.0421,0.0229,0.018
6867,0.0,0.0,0.0,0.0,0.0,0.0
6868,0.0,1.2,0.1,0.0,0.0,0.004
6869,0.0,1.4,0.1,0.0,0.002,0.009
6870,0.3,0.8,0.0,0.0095,0.0,0.0
6871,0.6,5.0,0.1,0.014,0.0,0.01
6872,0.3,4.6,0.2,0.01,0.01,0.018
6873,0.3,1.6,0.1,0.009,0.0,0.009
6874,1.8,198.4,9.9,0.0347,0.0959,0.705
6875,0.3,2.0,0.0,0.0033,0.0,0.0
6876,0.6,15.8,0.0,0.0153,0.005,0.0
6877,0.3,2.2,0.0,0.0033,0.0,0.0
6878,0.3,7.8,0.2,0.01,0.0143,0.018
6879,0.0,1.0,0.0,0.0,0.0,0.0
6880,0.0,11.0,0.0,0.0,0.0,0.0
6881,0.0,3.8,0.0,0.0,0.0,0.0
6882,0.3,1.6,0.0,0.005,0.0,0.0
6883,0.6,1.0,0.1,0.014,0.0,0.01
6884,1.5,31.2,0.4,0.042,0.0268,0.036
6885,0.0,2.8,0.0,0.0,0.0,0.0
6886,0.6,33.8,0.0,0.02,0.0,0.0
6887,0.0,2.4,0.0,0.0,0.012,0.0
6888,0.0,2.0,0.0,0.0,0.0077,0.0
6889,0.9,6.2,0.0,0.018,0.007,0.0
6890,0.0,0.2,0.0,0.0,0.0,0.0
6891,0.0,0.2,0.0,0.0,0.0,0.0
6892,0.9,10.4,0.8,0.021,0.0408,0.0446
6893,0.3,4.2,0.0,0.0065,0.01,0.0
6894,0.0,0.2,0.0,0.0,0.0,0.0
6895,0.0,2.0,0.0,0.0,0.0,0.0
6896,0.0,18.0,0.0,0.0,0.0,0.0
6897,18.3,126.4,0.0,0.2157,0.4015,0.0
6898,0.0,0.4,0.0,0.0,0.0,0.0
6899,0.0,1.8,0.1,0.0,0.0,0.002
6900,0.3,1.4,0.0,0.005,0.0,0.0
6901,0.0,4.6,0.0,0.0,0.0,0.0
6902,0.3,3.8,0.0,0.0065,0.01,0.0
6903,0.0,1.0,0.0,0.0,0.0,0.0
6904,0.3,1.6,0.1,0.0085,0.0083,0.0075
6905,0.9,48.2,0.1,0.016,0.0,0.01
6906,0.6,6.2,0.2,0.012,0.01,0.018
6907,0.0,0.0,0.0,0.0,0.0,0.0
6908,0.3,20.0,0.3,0.0057,0.01,0.003
6909,0.3,0.0,0.0,0.0075,0.0,0.0
6910,0.3,5.6,0.0,0.0057,0.005,0.0
6911,1.2,82.2,0.3,0.02,0.0885,0.0204
6912,0.6,1.0,0.0,0.004,0.0,0.0
6913,0.0,3.0,0.0,0.0,0.0,0.0
6914,0.6,14.8,0.0,0.005,0.005,0.0
6915,0.0,0.4,0.0,0.0,0.0,0.0
6916,0.9,74.8,0.2,0.0207,0.014,0.018
6917,0.0,2.2,0.1,0.0,0.0,0.01
6918,0.0,50.2,0.0,0.0,0.0,0.0
6919,1.2,17.0,0.2,0.025,0.01,0.018
6920,0.0,1.8,0.0,0.0,0.0,0.0
6921,0.0,3.0,0.0,0.0,0.0,0.0
6922,0.3,3.4,0.2,0.01,0.01,0.018
6923,0.0,0.0,0.0,0.0,0.0,0.0
6924,0.3,2.8,0.2,0.01,0.01,0.018
6925,0.0,2.2,0.0,0.0,0.0104,0.0
6926,0.6,13.0,0.6,0.02,0.0267,0.054
6927,0.0,13.6,0.2,0.0,0.0,0.008
6928,0.0,0.0,0.0,0.0,0.0,0.0
6929,19.5,64.2,0.0,0.2449,0.2753,0.0
6930,0.3,7.4,0.1,0.0033,0.0,0.0046
6931,0.3,51.4,0.2,0.0033,0.0096,0.012
6932,2.1,15.2,0.7,0.0477,0.035,0.064
6933,22.2,74.6,0.8,0.2967,0.3281,0.037
6934,0.0,66.2,0.0,0.0,0.0,0.0
6935,0.6,1.6,0.0,0.0135,0.0,0.0
6936,0.0,13.4,0.0,0.0,0.0,0.0
6937,0.0,1.6,0.0,0.0,0.0,0.0
6938,0.3,3.0,0.1,0.0066,0.0,0.009
6939,0.0,0.0,0.0,0.0,0.0,0.0
6940,0.3,62.2,0.3,0.0057,0.01,0.003
6941,0.9,2.2,0.0,0.0275,0.0,0.0
6942,0.3,12.6,0.0,0.002,0.0045,0.0
6943,0.3,3.8,0.2,0.01,0.01,0.018
6944,0.0,2.8,0.0,0.0,0.0,0.0
6945,0.0,0.0,0.0,0.0,0.0,0.0
6946,1.8,3.8,0.3,0.0387,0.0,0.03
6947,0.3,32.4,0.6,0.0065,0.01,0.0519
6948,0.0,0.0,0.0,0.0,0.0,0.0
6949,0.0,0.4,0.0,0.0,0.0,0.0
6950,0.3,2.4,0.2,0.01,0.01,0.018
6951,0.3,2.2,0.0,0.0,0.001,0.0
6952,0.0,0.4,0.0,0.0,0.0,0.0
6953,0.0,0.6,0.0,0.0,0.0,0.0
6954,0.3,0.2,0.0,0.0065,0.0,0.0
6955,0.0,102.4,0.0,0.0,0.0685,0.0
6956,0.0,0.8,0.0,0.0,0.0,0.0
6957,0.0,1.8,0.1,0.0,0.0,0.01
6958,0.0,10.6,0.0,0.0,0.0,0.0
6959,0.0,3.6,0.0,0.0,0.0,0.0
6960,0.0,4.8,0.0,0.0,0.0,0.0
6961,0.6,4.6,0.2,0.01,0.01,0.018
6962,0.3,2.8,0.0,0.007,0.0,0.0
6963,0.9,5.6,0.3,0.03,0.0056,0.0155
6964,0.6,14.2,0.2,0.011,0.01,0.018
6965,0.3,0.4,0.2,0.01,0.01,0.018
6966,0.0,1.4,0.0,0.0,0.0,0.0
6967,0.0,1.8,0.1,0.0,0.0,0.0066
6968,1.2,35.2,2.7,0.0233,0.0858,0.2008
6969,0.3,42.0,0.0,0.005,0.001,0.0
6970,2.7,58.2,1.2,0.0605,0.048,0.0667
6971,0.0,1.8,0.0,0.0,0.0,0.0
6972,0.0,3.2,0.0,0.0,0.001,0.0
6973,0.0,1.0,0.0,0.0,0.0,0.0
6974,0.6,1.8,0.1,0.0135,0.0,0.0
6975,0.0,3.6,0.1,0.0,0.0033,0.0054
6976,0.0,11.8,0.0,0.0,0.0,0.0
6977,0.3,0.0,0.0,0.0025,0.0,0.0
6978,0.3,10.8,0.3,0.009,0.0238,0.0146
6979,0.0,36.0,0.0,0.0,0.001,0.0
6980,0.0,1.0,0.0,0.0,0.0,0.0
6981,0.6,20.4,0.4,0.02,0.02,0.036
6982,0.0,0.0,0.0,0.0,0.0,0.0
6983,1.5,107.8,0.0,0.0196,0.1057,0.0
6984,0.6,3.8,0.0,0.014,0.0,0.0
6985,20.4,133.2,0.3,0.2551,0.2782,0.0248
6986,2.4,127.8,1.5,0.0478,0.0886,0.1108
6987,0.0,0.0,0.0,0.0,0.0,0.0
6988,0.3,0.0,0.0,0.006,0.0,0.0
6989,0.3,1.0,0.0,0.0,0.0,0.0
6990,0.0,9.0,0.0,0.0,0.0,0.0
6991,0.3,3.2,0.0,0.0064,0.0,0.0
6992,0.0,0.2,0.0,0.0,0.0,0.0
6993,0.0,1.8,0.0,0.0,0.0037,0.0
6994,0.0,1.8,0.1,0.0,0.0,0.007
6995,0.9,1.6,0.0,0.0137,0.0,0.0
6996,0.0,0.0,0.0,0.0,0.0,0.0
6997,1.5,30.6,1.8,0.0306,0.102,0.109
6998,0.3,18.0,0.3,0.0057,0.01,0.003
6999,0.0,0.2,0.0,0.0,0.0,0.0
7000,0.3,23.6,0.1,0.003,0.0,0.0029
7001,0.3,14.2,0.2,0.01,0.01,0.018
7002,1.8,8.8,0.2,0.0323,0.0,0.0146
7003,0.0,1.4,0.1,0.0,0.0006,0.0005
7004,0.9,5.0,0.0,0.015,0.0,0.0
7005,0.6,12.4,0.0,0.003,0.0,0.0
7006,0.0,39.8,0.0,0.0,0.0,0.0
7007,0.6,1.6,0.0,0.009,0.0,0.0
7008,0.0,2.0,0.0,0.0,0.0,0.0
7009,0.6,17.0,0.0,0.008,0.0006,0.0
7010,0.0,1.0,0.0,0.0,0.0,0.0
7011,0.6,5.8,0.1,0.0147,0.004,0.0054
7012,0.6,2.0,0.1,0.016,0.0,0.009
7013,0.0,1.2,0.0,0.0,0.0,0.0
7014,0.3,11.8,0.0,0.0057,0.0705,0.0
7015,36.6,102.2,0.6,0.44,0.549,0.0459
7016,0.3,4.0,0.2,0.01,0.01,0.018
7017,0.3,1.4,0.1,0.006,0.0,0.008
7018,0.3,1.4,0.0,0.008,0.0,0.0
7019,0.3,74.2,0.2,0.01,0.01,0.018
7020,0.0,24.4,0.7,0.0,0.0,0.0446
7021,2.7,43.6,0.4,0.0317,0.0991,0.036
7022,0.0,47.6,0.3,0.0,0.0256,0.0155
7023,0.3,4.0,0.2,0.01,0.01,0.018
7024,0.3,4.8,0.2,0.01,0.01,0.018
7025,0.3,10.4,0.2,0.01,0.01,0.018
7026,0.0,14.4,1.1,0.0,0.0036,0.0873
7027,0.0,0.2,0.0,0.0,0.0,0.0
7028,0.0,0.2,0.0,0.0,0.0,0.0
7029,0.0,0.2,0.0,0.0,0.0,0.0
7030,5.7,34.4,0.4,0.1278,0.0216,0.026
7031,1.8,46.4,0.0,0.02,0.0,0.0
7032,0.0,7.0,0.0,0.0,0.0,0.0
7033,0.0,4.0,0.0,0.0,0.001,0.0
7034,0.3,9.6,0.1,0.007,0.0,0.0
7035,0.0,1.2,0.0,0.0,0.0,0.0
7036,0.0,1.4,0.0,0.0,0.0,0.0
7037,0.9,2.0,0.2,0.012,0.0,0.0059
7038,0.9,7.0,0.2,0.021,0.0229,0.018
7039,0.9,15.0,0.0,0.018,0.007,0.0
7040,0.3,2.8,0.1,0.0066,0.0006,0.005
7041,0.3,1.4,0.0,0.0075,0.0,0.0
7042,0.0,1.8,0.0,0.0,0.0,0.0
7043,0.0,2.0,0.0,0.0,0.0,0.0
7044,1.2,14.4,0.4,0.0314,0.02,0.036
7045,0.3,1.4,0.0,0.0075,0.0,0.0
7046,0.0,60.2,0.0,0.0,0.0707,0.0
7047,0.0,8.0,0.0,0.0,0.0,0.0
7048,0.0,0.4,0.0,0.0,0.0,0.0
7049,0.0,1.8,0.1,0.0,0.0,0.009
7050,3.3,28.8,0.0,0.0605,0.0646,0.0
7051,0.0,0.4,0.0,0.0,0.0,0.0
7052,20.1,107.0,0.7,0.2587,0.3065,0.064
7053,0.0,0.6,0.0,0.0,0.0,0.0
7054,19.2,61.0,0.2,0.2379,0.2625,0.02
7055,0.0,11.6,0.0,0.0,0.06,0.0
7056,0.3,9.4,0.0,0.0057,0.0,0.0
7057,0.3,0.4,0.0,0.0,0.0,0.0
7058,0.0,1.0,0.0,0.0,0.0,0.0
7059,0.6,5.4,0.1,0.014,0.0,0.01
7060,0.6,49.8,0.0,0.02,0.0825,0.0
7061,0.3,1.6,0.1,0.002,0.0,0.006
7062,0.3,20.2,0.0,0.0057,0.0,0.0
7063,18.3,56.8,0.2,0.2199,0.2725,0.018
7064,0.3,90.2,0.2,0.01,0.1903,0.018
7065,0.0,1.6,0.0,0.0,0.0,0.0
7066,0.0,1.4,0.0,0.0,0.0,0.0
7067,0.0,2.6,0.1,0.0,0.0,0.004
7068,0.3,126.4,0.0,0.006,0.1371,0.0
7069,2.4,110.6,0.2,0.04,0.01,0.018
7070,2.1,11.4,0.2,0.0421,0.01,0.018
7071,0.0,1.2,0.0,0.0,0.0,0.0
7072,0.6,2.2,0.0,0.0188,0.0,0.0
7073,2.7,29.8,0.2,0.075,0.0655,0.018
7074,18.6,62.0,0.0,0.2209,0.2725,0.0
7075,0.0,52.0,0.0,0.0,0.0705,0.0
7076,19.2,129.8,0.3,0.2366,0.3604,0.022
7077,0.0,2.2,0.0,0.0,0.005,0.0
7078,0.0,1.4,0.0,0.0,0.0,0.0
7079,2.4,10.8,0.2,0.036,0.0013,0.013
7080,0.0,0.8,0.0,0.0,0.0,0.0
7081,0.0,1.6,0.2,0.0,0.0145,0.0005
7082,0.6,7.8,0.2,0.016,0.01,0.018
7083,18.6,53.2,0.0,0.2209,0.2725,0.0
7084,1.8,75.2,0.6,0.027,0.06,0.0519
7085,0.0,2.6,0.0,0.0,0.004,0.0
7086,0.0,1.8,0.0,0.0,0.0,0.0
7087,0.0,39.0,0.0,0.0,0.0,0.0
7088,0.0,2.0,0.0,0.0,0.0,0.0
7089,0.9,1.8,0.1,0.0204,0.01,0.01
7090,0.6,1.4,0.0,0.01,0.0,0.0
7091,0.3,12.4,0.0,0.007,0.0,0.0
7092,0.0,15.4,0.6,0.0,0.0,0.0519
7093,0.3,2.0,0.0,0.005,0.0,0.0
7094,0.0,11.4,0.0,0.0,0.0,0.0
7095,0.6,49.4,0.4,0.02,0.058,0.0313
7096,0.3,1.6,0.0,0.01,0.0,0.0
7097,0.0,0.2,0.0,0.0,0.0,0.0
