pos_score,neu_score,neg_score,pos_sub_score,neu_sub_score,neg_sub_score,value
1890,9140,0,22.714285714285708,33.34999999999999,0,1
30,4820,0,0.7,0.2,0,0
60,12160,30,0.7714285714285714,10.41666666666667,0.30000000000000004,-1
90,2300,50,2.571428571428571,2.0,4.6,-1
450,900,80,10.050000000000002,3.45,5.066666666666666,-1
0,1380,0,0,1.2,0,1
0,120,0,0,0.0,0,0
30,0,0,0.5,0,0,-1
0,0,0,0,0,0,-1
30,500,0,0.6000000000000001,0.0,0,-1
0,220,0,0,0.0,0,0
0,1220,10,0,0.0,0.4,1
120,1160,0,1.6,0.13333333333333333,0,0
0,0,0,0,0,0,0
30,220,0,0.8500000000000001,0.0,0,0
30,300,0,0.4,0.0,0,0
0,240,10,0,0.0,1.0,0
0,200,0,0,0.1,0,0
0,0,0,0,0,0,0
0,40,0,0,0.0,0,0
0,340,0,0,3.1999999999999997,0,0
0,960,0,0,7.050000000000001,0,-1
30,7620,60,1.0,6.857142857142859,5.199999999999999,-1
60,260,0,2.0,0.0,0,0
30,12280,20,0.6666666666666666,7.8904761904761935,0.8,1
30,100,0,1.0,0.0,0,1
0,960,0,0,0.0,0,1
0,40,10,0,0.0,0.9,-1
0,0,0,0,0,0,0
0,140,0,0,0.0,0,1
120,500,10,1.8,0.4,1.0,0
60,220,0,1.2,0.6,0,0
0,20,0,0,0.0,0,0
0,40,0,0,0.0,0,1
0,1440,20,0,0.0,0.8,-1
0,13540,10,0,13.714285714285698,0.4,1
0,220,0,0,0.0,0,0
0,0,0,0,0,0,0
2010,10660,70,25.878571428571412,30.65,6.4,-1
0,960,0,0,7.050000000000001,0,-1
150,2120,0,5.0,3.375,0,0
30,280,0,0.6000000000000001,0.8,0,1
210,2040,170,3.0999999999999996,0.7333333333333333,13.933333333333332,1
2070,9080,30,27.499999999999982,30.28525641025641,1.6,0
0,240,0,0,0.1,0,-1
30,140,10,0,0.0,1.0,1
0,40,0,0,0.0,0,0
60,2620,0,1.2,0.5,0,-1
120,4380,60,1.4,0.5,5.199999999999999,-1
0,480,0,0,0.0,0,0
30,160,0,0.9,0.0,0,1
30,3980,20,1.0,2.1999999999999997,1.8,-1
0,60,0,0,0.0,0,-1
1860,10720,0,21.849999999999987,27.25,0,0
30,1600,0,0.25,0.5708333333333333,0,0
0,140,0,0,0.0,0,0
0,3540,0,0,0.0,0,-1
0,200,0,0,0.0,0,-1
30,160,0,0.625,0.0,0,-1
0,80,0,0,0.06666666666666667,0,0
0,120,0,0,0.0,0,1
0,720,10,0,0.45454545454545453,0.4,-1
0,100,0,0,0.0,0,0
60,3700,20,0.8333333333333333,0.9666666666666667,1.3333333333333333,-1
0,180,0,0,0.0,0,0
30,20,0,1.0,0.0,0,1
60,5180,20,1.5714285714285714,1.0,1.8,0
0,1100,0,0,0.0,0,1
0,700,0,0,0.0,0,1
0,20,0,0,0.0,0,0
90,2860,50,1.8714285714285714,2.0,2.1,0
120,6880,180,2.3666666666666667,1.1,14.394871794871793,-1
1830,5000,0,21.571428571428562,26.25,0,0
0,0,0,0,0,0,-1
0,740,0,0,0.0,0,1
0,60,0,0,0.0,0,0
120,2120,0,2.1,1.0,0,0
0,580,0,0,0.0,0,-1
0,0,0,0,0,0,1
30,120,0,0.6000000000000001,0.0,0,1
30,260,0,0.5,0.0,0,1
0,200,0,0,0.0,0,0
360,540,0,6.428571428571428,0.0,0,0
30,4340,0,0.7,0.0,0,0
0,280,0,0,0.0,0,1
30,40,0,0.7,0.0,0,-1
1800,4940,0,20.99999999999999,26.25,0,1
30,240,0,1.0,0.0,0,0
0,120,0,0,0.0,0,0
1860,7980,0,22.142857142857128,40.35000000000001,0,-1
30,1060,10,0.6000000000000001,7.050000000000001,0.4,-1
30,60,0,0.1,0.0,0,0
30,880,0,0.6,0.0,0,1
0,4120,0,0,0.0,0,1
30,320,0,0.6000000000000001,0.0,0,0
0,260,0,0,0.0,0,-1
0,4060,0,0,0.0,0,1
90,920,80,1.85,1.3733333333333333,5.3,0
60,140,0,1.6666666666666667,0.0,0,0
0,4640,0,0,0.2888888888888889,0,0
0,460,0,0,0.0,0,1
30,200,0,0.5357142857142857,0.3333333333333333,0,1
60,220,30,0.8333333333333333,0.0,2.5999999999999996,1
0,80,0,0,0.0,0,-1
1260,920,70,34.04999999999999,3.45,4.066666666666666,1
0,100,0,0,0.0,0,0
30,2500,0,1.0,0.0,0,0
0,0,0,0,0,0,1
0,40,0,0,0.0,0,0
30,400,20,1.0,1.0,1.8,1
0,260,0,0,1.0,0,1
0,940,10,0,0.06666666666666667,0.4,0
60,3680,30,1.0,1.0,2.4,1
0,100,0,0,0.0,0,1
60,120,20,1.3,1.0,1.8,1
0,1620,0,0,0.1,0,-1
0,1140,10,0,0.0,0.4,1
30,2680,30,0,3.255555555555555,1.4666666666666668,-1
210,520,0,3.785714285714285,0.0,0,-1
0,240,0,0,0.4,0,0
0,80,0,0,0.0,0,0
0,160,0,0,0.0,0,0
0,5280,0,0,1.5,0,1
60,4080,0,2.0,1.1555555555555557,0,1
30,120,0,0.9,0.0,0,1
90,400,0,1.5,0.0,0,-1
0,4400,0,0,0.3,0,1
0,600,0,0,0.0,0,-1
30,1640,0,0.65,1.0,0,-1
0,1120,0,0,0.4,0,0
0,40,0,0,0.0,0,0
0,40,10,0,0.0,0,-1
30,160,0,0.75,0.0,0,0
0,180,0,0,0.0,0,0
0,140,0,0,0.0,0,0
0,200,0,0,0.0,0,0
0,180,10,0,0.0,0,-1
90,2080,0,1.5,6.0,0,-1
30,3120,20,1.0,1.0,1.8,1
0,280,0,0,0.4,0,0
2040,6860,60,25.821428571428555,37.09999999999998,3.1,0
60,180,0,1.6,0.0,0,1
0,700,0,0,0.0,0,0
0,200,0,0,0.0,0,0
0,240,10,0,0.0,0.8,-1
30,2020,20,1.0,1.0,1.8,-1
1800,5340,0,20.99999999999999,26.25,0,0
0,180,0,0,0.125,0,0
0,80,0,0,0.0,0,1
150,9500,30,2.7714285714285714,4.6,0.30000000000000004,1
0,20,0,0,0.0,0,0
0,340,0,0,0.0,0,0
0,20,0,0,0.0,0,-1
30,1280,30,1.0,7.0,1.8,0
30,140,0,1.0,0.0,0,1
30,600,20,1.0,1.0,1.8,1
30,1600,20,1.0,1.0,1.8,1
30,1400,20,0.42857142857142855,0.0,1.3,-1
0,140,0,0,0.0,0,0
90,2620,110,1.5,0.3692307692307692,8.733333333333334,-1
30,1580,10,0.5714285714285714,0.7878787878787878,0.4,0
0,820,0,0,0.1,0,1
60,220,0,1.0,0.6,0,1
180,2760,0,1.9999999999999998,0.0,0,0
0,220,0,0,0.0,0,0
30,20,0,1.0,0.0,0,1
0,200,0,0,0.0,0,0
30,380,10,0.5,0.45454545454545453,0.8,0
0,3560,0,0,0.2888888888888889,0,1
0,0,0,0,0,0,0
30,200,0,0.3333333333333333,0.0,0,0
0,1140,10,0,7.050000000000001,1.0,1
0,180,0,0,0.0,0,1
390,7680,20,8.199999999999998,8.35714285714286,1.8,1
150,7100,0,2.4214285714285717,7.85714285714286,0,0
240,8300,10,3.0,0.4222222222222223,1.0,0
0,0,0,0,0,0,0
210,340,20,2.4,1.0,1.8,1
0,100,0,0,0.0,0,0
60,2200,20,1.5714285714285714,1.0,1.8,1
30,220,0,0.3,0.0,0,1
0,780,0,0,0.0,0,0
0,8240,0,0,13.240476190476192,0,-1
1860,9960,0,22.07142857142856,32.464285714285715,0,-1
30,80,0,0.6,0.0,0,1
0,240,0,0,0.0,0,0
30,1460,10,0.2,0.5,0.9,-1
0,140,30,0,0.0,1.4333333333333331,-1
90,1320,0,1.4,0.0,0,0
30,1280,10,0.7,0.0,0,-1
60,5760,40,2.0,2.0,3.6,0
0,2660,0,0,0.0,0,0
30,1480,0,1.0,5.2,0,-1
60,560,0,1.1,1.0,0,0
0,0,0,0,0,0,0
0,500,0,0,0.0,0,1
0,1740,0,0,12.650000000000006,0,0
30,120,0,1.0,0.0,0,1
60,640,10,1.2,0.0,0.4,1
30,20,0,0.3333333333333333,0.0,0,0
150,6880,100,3.9833333333333334,6.427777777777777,8.1125,-1
30,940,20,1.0,1.0,1.8,0
0,3700,0,0,7.1,0,0
90,1980,70,1.4,1.3833333333333333,5.000000000000001,0
90,1040,0,1.5,0.45454545454545453,0,-1
90,940,20,1.4,1.0,1.8,-1
90,1100,10,1.65,0.5708333333333333,1.0,-1
210,900,20,4.2142857142857135,2.3,1.8,0
60,260,20,1.0714285714285714,0.0,1.5416666666666665,1
30,1600,0,1.0,1.0,0,1
30,120,0,0.8,0.0,0,0
0,1100,10,0,0.0,0.4,-1
60,1720,0,1.1,8.05,0,1
180,3360,30,4.199999999999999,0.0,3.0,-1
30,7100,20,1.0,1.1,1.8,0
0,160,0,0,0.0,0,1
210,480,0,3.9714285714285715,0.5,0,1
0,2520,110,0,7.752564102564104,8.733333333333334,-1
330,13220,10,6.208333333333333,8.30714285714286,0.35714285714285715,-1
60,160,0,1.0,1.45,0,1
0,1200,0,0,0.0,0,0
30,3680,20,1.0,15.100000000000005,1.8,1
0,20,0,0,0.0,0,0
1920,10040,20,23.49999999999999,27.25,1.8,-1
0,100,0,0,0.0,0,1
60,3560,30,0,0.0,3.0,1
0,740,0,0,0.0,0,0
0,1740,0,0,2.0,0,1
180,900,40,3.5999999999999996,2.1333333333333333,3.6,-1
90,2900,0,1.9500000000000002,3.6666666666666674,0,-1
30,40,20,1.0,1.0,1.8,0
30,4160,10,0.2,0.9333333333333333,0.4,0
60,1000,30,1.6,1.0,2.341666666666667,0
0,2900,0,0,0.0,0,0
0,7220,0,0,0.0,0,-1
150,4440,0,1.6,0.13333333333333333,0,1
120,8180,60,3.44,9.157142857142858,5.1,-1
30,4340,0,1.0,0.0,0,0
0,200,0,0,0.5666666666666667,0,0
0,280,0,0,0.0,0,-1
0,160,0,0,0.0,0,-1
0,3920,20,0,0.0,0.8,0
60,580,0,1.1,1.0,0,0
90,2920,0,1.5,0.0,0,1
0,100,0,0,0.0,0,-1
0,4040,0,0,0.0,0,1
0,80,0,0,0.0,0,1
60,2440,30,1.5714285714285714,1.0,0.30000000000000004,0
0,720,0,0,6.0,0,1
30,20,0,0.8,0.0,0,1
60,980,0,1.1,2.2,0,-1
0,140,10,0,0.0,0.6,-1
0,0,0,0,0,0,0
60,60,0,1.25,0.1,0,1
60,2140,40,2.0,2.0,3.6,0
0,400,0,0,0.0,0,0
0,100,10,0,0.0,1.0,-1
30,260,0,0.7,0.0,0,0
150,2040,0,2.1666666666666665,2.8,0,0
390,1620,70,8.650000000000002,4.1000000000000005,4.066666666666666,1
30,80,0,0,0.0,0,1
30,360,20,1.0,1.0,1.8,0
870,2620,20,16.62857142857143,11.65,1.8,1
0,240,0,0,0.0,0,0
1950,7120,50,24.714285714285705,36.09999999999999,4.2875,0
0,760,0,0,0.0,0,-1
30,200,0,1.0,0.0,0,-1
30,140,0,0,0.0,0,1
630,1420,30,14.182539682539687,2.1666666666666665,2.8,0
30,240,20,1.0,1.0,1.8,0
30,7400,30,1.0,1.0,2.466666666666667,-1
60,420,10,1.4,0.0,1.0,1
2100,16720,20,25.199999999999985,34.707142857142856,1.8,-1
0,3760,0,0,7.050000000000001,0,0
60,120,0,1.225,0.0,0,1
0,340,0,0,0.0,0,0
420,8120,100,9.65,12.473809523809509,6.266666666666666,0
0,620,0,0,0.0,0,0
0,60,0,0,0.0,0,-1
180,1140,0,3.214285714285714,0.0,0,-1
120,3080,180,2.0666666666666664,10.204761904761906,10.899999999999999,0
0,0,10,0,0,0.5,0
0,3860,0,0,0.0,0,-1
0,0,0,0,0,0,-1
30,80,0,0.3,0.0,0,1
0,4120,0,0,0.0,0,-1
0,3860,0,0,0.0,0,0
0,1080,0,0,0.0,0,0
0,180,0,0,0.0,0,1
90,200,0,1.7333333333333334,0.0,0,0
0,540,10,0,0.0,0.3,-1
30,240,20,1.0,1.0,1.8,0
90,1120,0,1.65,0.8,0,1
0,0,0,0,0,0,0
30,240,0,0.2,0.0,0,1
0,260,10,0,0.0,0.6,-1
0,580,10,0,0.0,0.9,-1
0,400,0,0,0.0,0,-1
0,1600,0,0,0.0,0,-1
30,11480,20,1.0,7.857142857142859,1.8,1
30,6520,0,1.0,6.857142857142859,0,1
0,100,0,0,0.0,0,1
30,580,20,1.0,1.0,1.8,-1
390,640,70,8.650000000000002,3.45,4.066666666666666,-1
0,5460,0,0,0.0,0,-1
3270,75620,190,45.835714285714275,67.1166666666667,10.641666666666666,1
30,180,0,1.0,0.0,0,1
30,120,10,0.2,0.0,0.4,0
180,480,0,3.214285714285714,0.0,0,-1
0,4440,0,0,0.0,0,-1
0,1880,0,0,0.0,0,-1
120,8640,20,3.6333333333333333,8.564285714285717,1.8,1
60,4540,0,1.3,2.0,0,-1
1830,20520,30,21.99999999999999,40.964285714285694,2.2,0
0,60,20,0,0.0,1.25,-1
120,160,0,2.65,0.0,0,1
0,180,0,0,0.0,0,1
210,1460,30,3.785714285714285,1.0,0.30000000000000004,1
90,2400,20,1.6,2.0,2.0,-1
0,160,10,0,0.0,0.7,0
30,760,20,1.0,1.0,1.8,0
0,120,0,0,0.75,0,0
60,200,0,0.8,0.0,0,1
30,2040,30,0.5714285714285714,15.166666666666671,0.30000000000000004,-1
270,20520,20,3.95,13.814285714285695,0.4,0
450,3340,90,9.850000000000001,4.45,5.866666666666667,0
0,240,0,0,0.0,0,0
0,8660,10,0,0.43333333333333335,0.4,0
0,1060,0,0,7.450000000000001,0,0
0,0,0,0,0,0,-1
0,0,0,0,0,0,-1
90,3580,0,1.5,0.0,0,0
0,1180,0,0,7.050000000000001,0,0
0,7220,0,0,6.857142857142859,0,1
60,240,10,1.75,0.0,0.4,1
120,4440,40,3.0,2.166666666666667,3.6,0
1950,6000,0,24.6142857142857,27.3,0,1
0,4700,10,0,8.05,0.25,1
60,4300,20,1.5,1.0,1.8,0
0,760,0,0,0.0,0,-1
30,480,0,1.0,0.0,0,1
180,580,0,3.4499999999999997,0.0,0,0
30,200,0,0.6,0.0,0,1
30,540,20,1.0,1.0,1.8,1
0,120,0,0,0.0,0,0
30,260,0,0.3,0.0,0,0
0,160,0,0,0.0,0,0
90,3040,50,1.9833333333333334,1.8066666666666666,2.775,1
60,8400,0,0.3,6.857142857142859,0,1
1920,5780,30,23.171428571428557,28.25,0.30000000000000004,1
30,2300,10,0.9,0.8,0.5416666666666666,1
1830,5120,0,20.99999999999999,26.25,0,1
30,2960,0,0,15.700000000000006,0,-1
0,160,0,0,0.0,0,0
0,60,0,0,0.0,0,0
0,300,0,0,0.0,0,-1
0,180,0,0,0.0,0,0
30,280,0,0.3,0.0,0,1
480,840,20,9.671428571428573,2.4000000000000004,1.8,0
840,2040,0,15.62857142857143,10.05,0,-1
0,3740,170,0,0.6,13.933333333333332,-1
30,220,0,0.6000000000000001,0.0,0,1
1800,5420,0,20.99999999999999,26.25,0,1
0,160,10,0,0.0,0.4,0
60,180,0,0.6,0.0,0,1
30,260,0,0.8888888888888888,0.1,0,1
90,2560,0,2.1333333333333333,0.0,0,0
30,1900,10,0,1.3795454545454544,0.7,1
30,180,0,0.5,0.1,0,1
0,8620,0,0,6.857142857142859,0,0
60,4600,20,1.3,1.0,1.8,1
0,2740,0,0,0.0,0,0
0,280,0,0,0.0,0,0
1890,12840,20,23.19999999999999,28.116666666666664,1.8,1
0,180,0,0,0.0,0,-1
30,20,0,0,0.0,0,0
90,1880,0,1.5,0.8666666666666667,0,0
60,380,20,1.65,2.0,1.8,0
0,280,0,0,0.0,0,-1
30,2800,0,0.3333333333333333,0.0,0,-1
0,0,0,0,0,0,1
30,320,20,1.0,1.0,1.8,0
1920,6800,0,22.599999999999984,26.383333333333333,0,-1
30,6620,20,0.9,0.8,0.8416666666666666,0
0,20,0,0,0.0,0,-1
0,100,0,0,0.0,0,-1
0,240,0,0,0.0,0,-1
0,180,0,0,0.16666666666666666,0,-1
0,1780,0,0,2.0,0,0
30,860,30,0.5714285714285714,1.1,0.30000000000000004,0
0,60,0,0,0.0,0,0
30,240,10,0.6,0.0,1.0,1
90,480,30,2.8,1.4,2.341666666666667,1
0,1300,0,0,0.0,0,0
0,540,0,0,0.0,0,1
30,120,0,1.0,0.0,0,1
0,1400,0,0,0.0,0,0
0,280,0,0,0.0,0,0
30,6340,0,0.6,7.357142857142859,0,0
30,200,10,0.65,0.3333333333333333,0.8500000000000001,0
0,60,30,0,0.0,1.2000000000000002,-1
0,320,0,0,0.0,0,0
60,180,0,1.9,0.0,0,1
0,440,0,0,0.0,0,-1
0,120,10,0,0.06666666666666667,1.0,1
210,3220,0,2.6999999999999997,0.0,0,-1
90,12560,30,2.1,15.714285714285692,2.2,1
210,1440,80,5.300000000000001,1.1,5.2,0
0,640,0,0,0.0,0,-1
0,200,0,0,0.4,0,1
30,1200,20,0,0.0,0.6,1
270,4580,40,5.6499999999999995,1.0,2.5,-1
0,0,0,0,0,0,0
60,320,0,1.5666666666666667,0.0,0,1
60,1400,10,1.1,1.4333333333333333,0.4,0
30,2540,0,1.0,8.650000000000002,0,-1
60,1180,10,1.4,0.0,1.0,0
60,280,0,1.3,0.0,0,1
60,780,10,1.5333333333333332,0.5,0.6666666666666666,1
30,100,0,1.0,0.0,0,1
90,40,0,1.2,0.0,0,0
60,120,10,1.4,0.0,1.0,1
0,260,0,0,0.0,0,-1
60,5920,60,1.5714285714285714,2.3,3.1,-1
90,720,20,2.3,1.0,1.8,1
0,100,0,0,0.0,0,0
60,580,0,1.1333333333333333,0.125,0,0
60,1620,80,1.5714285714285714,1.0,7.0,-1
0,1000,0,0,0.0,0,0
30,80,10,0.6,0.0,0.4,1
60,1780,40,2.0,2.4,3.6,0
60,1300,0,1.0,0.0,0,-1
90,1840,10,2.05,1.0,1.0,1
0,740,0,0,0.0,0,0
270,1360,40,7.504761904761905,2.0,3.6,1
30,80,0,0,0.0,0,0
30,9380,20,1.0,9.057142857142857,1.8,1
90,120,10,2.45,0.0,1.0,1
0,40,0,0,0.5,0,0
0,2540,0,0,0.0,0,0
90,7320,120,1.7142857142857142,7.276373626373628,9.133333333333335,0
60,180,0,1.0714285714285714,0.3,0,-1
30,4440,30,0.5714285714285714,1.0,0.30000000000000004,0
60,280,0,1.4,0.5,0,0
60,480,0,1.1,3.3499999999999996,0,-1
30,340,30,0.5714285714285714,1.0,0.30000000000000004,-1
0,3260,0,0,0.6666666666666666,0,-1
60,60,0,1.0714285714285714,0.0,0,0
0,100,0,0,0.0,0,0
1800,6760,0,20.99999999999999,26.5,0,1
60,10060,20,2.0,1.0,1.8,1
0,140,10,0,0.0,0.4,0
0,160,0,0,0.0,0,0
0,480,10,0,0.1,0.7,-1
0,120,0,0,0.0,0,0
30,160,0,0.6000000000000001,0.0,0,1
30,1080,0,1.0,0.0,0,-1
30,300,20,1.0,1.0,1.8,0
30,380,30,0.5,0.0,2.107142857142857,0
0,60,0,0,0.0,0,-1
0,0,0,0,0,0,-1
0,160,0,0,0.0,0,0
0,320,0,0,0.0,0,-1
30,240,0,0.9,0.0,0,-1
30,0,0,0.8,0,0,1
0,60,0,0,0.0,0,1
0,240,0,0,0.0,0,1
0,180,0,0,0.0,0,0
60,5540,40,2.0,2.0,3.6,0
30,260,0,0.65,1.0,0,-1
60,2120,0,1.0,0.0,0,0
30,4160,20,1.0,1.0,1.8,1
1920,7620,70,23.57142857142856,36.3,3.9,1
180,9020,30,3.5,3.433333333333334,2.3,0
30,60,0,1.0,0.0,0,0
840,2040,0,15.62857142857143,10.05,0,-1
4470,19240,120,60.971428571428646,72.08333333333337,10.800000000000002,0
30,280,0,0,0.0,0,1
0,140,0,0,0.0,0,0
0,3940,0,0,0.0,0,-1
90,1880,90,2.571428571428571,3.0500000000000003,6.800000000000002,1
150,1040,30,2.721428571428571,2.0,0.30000000000000004,0
30,100,0,1.0,0.0,0,1
1800,4820,0,20.99999999999999,26.25,0,0
90,100,0,1.0,0.0,0,1
0,240,0,0,0.0,0,0
90,1100,10,1.5,0.0,0.3,0
60,20,0,0.3,0.0,0,1
90,520,0,1.5333333333333332,0.875,0,0
60,2220,20,1.5714285714285714,1.3833333333333333,1.8,0
90,1420,0,1.4714285714285713,0.0,0,-1
0,140,0,0,0.45454545454545453,0,0
60,180,0,0.8333333333333333,0.45454545454545453,0,1
30,200,0,0,0.0,0,1
0,1180,0,0,7.5,0,0
0,140,0,0,0.0,0,1
0,4760,70,0,0.0,5.866666666666666,0
0,60,0,0,0.0,0,0
30,200,10,0.5,0.06666666666666667,0.8333333333333334,-1
0,900,0,0,0.0,0,0
0,220,0,0,0.6,0,0
0,6780,0,0,7.60714285714286,0,0
30,380,20,1.0,1.0,1.8,0
0,2440,0,0,0.0,0,0
0,4760,0,0,0.0,0,0
30,1060,0,0.5714285714285714,0.0,0,0
60,4620,40,2.0,3.2,3.6,-1
0,1460,0,0,0.0,0,-1
30,140,0,0.5357142857142857,0.0,0,1
0,280,10,0,0.0,0.5,0
0,20,0,0,0.0,0,0
90,1020,0,2.1,0.125,0,1
0,220,0,0,0.2,0,1
30,360,20,1.0,1.0,1.8,1
30,2500,0,0.5,0.0,0,-1
30,200,10,0,0.0,0.7,-1
210,3440,20,3.566666666666666,1.1333333333333333,1.8,1
30,1980,0,0.2,6.300000000000001,0,1
0,1600,0,0,0.0,0,0
0,1100,0,0,0.0,0,0
30,780,30,1.0,1.0,1.98,-1
1920,9280,40,24.33333333333332,28.25,3.6,1
30,6840,10,0,7.857142857142859,0.25,0
90,300,0,2.5454545454545454,0.0,0,0
30,120,0,0.3,0.0,0,1
30,40,0,1.0,0.0,0,-1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,620,0,0,0.0,0,-1
0,1860,0,0,1.6,0,0
30,100,0,0.3,0.0,0,0
0,2740,0,0,0.0,0,1
0,40,0,0,0.0,0,0
210,1500,20,4.449999999999999,1.0,1.8,0
0,20,0,0,0.0,0,1
30,380,20,1.0,1.0,1.8,1
0,60,0,0,0.0,0,-1
150,700,20,2.7333333333333334,2.0,1.8,1
180,4440,70,3.6,2.333333333333333,4.1499999999999995,1
0,120,0,0,0.0,0,-1
60,480,20,1.5714285714285714,1.0,1.8,1
0,0,0,0,0,0,1
30,1560,0,0.7,0.0,0,0
0,6880,0,0,6.857142857142859,0,0
0,140,0,0,0.0,0,0
60,4680,0,1.1333333333333333,0.125,0,0
0,0,0,0,0,0,0
60,4600,30,1.5714285714285714,1.0,0.30000000000000004,-1
0,20,0,0,0.0,0,0
120,18400,60,2.1714285714285713,16.336507936507914,3.9000000000000004,0
0,1240,0,0,0.0,0,-1
0,4180,0,0,0.0,0,0
30,380,0,0.3,0.0,0,0
0,0,0,0,0,0,0
30,220,0,0.6000000000000001,0.0,0,0
0,0,0,0,0,0,0
90,500,0,1.5,0.0,0,0
30,400,0,0.5,0.0,0,1
30,120,0,0.2,0.0,0,0
30,1180,0,0.5714285714285714,7.050000000000001,0,0
60,120,10,1.4,0.0,1.0,1
0,3880,0,0,0.0,0,0
0,260,0,0,0.0,0,0
90,10600,110,1.6833333333333333,12.959523809523814,6.25,1
120,1240,0,1.6,0.13333333333333333,0,1
0,40,0,0,1.0,0,1
60,720,20,1.6,1.3,1.8,0
0,1720,0,0,0.3833333333333333,0,0
60,2380,20,2.0,1.0,1.8,0
30,8260,0,0.25,13.427976190476175,0,1
960,4680,120,19.028571428571436,10.916666666666668,8.6,-1
0,260,0,0,0.3,0,-1
180,580,40,3.4,2.772727272727273,1.523076923076923,1
0,20,0,0,0.0,0,0
90,1480,0,1.5,0.0,0,0
30,20,0,0.75,0.0,0,1
0,140,0,0,0.16666666666666666,0,0
480,6760,120,9.404761904761907,14.878030303030306,3.646153846153846,-1
30,40,0,0.2,0.0,0,0
60,120,10,1.4,0.0,1.0,0
0,500,0,0,0.0,0,0
5400,16920,0,63.00000000000011,80.75,0,1
30,240,20,1.0,1.0,1.8,0
30,5300,0,1.0,0.0,0,1
0,100,0,0,0.0,0,0
30,260,0,0.75,0.0,0,1
30,160,0,0.6000000000000001,0.0,0,1
1800,8800,0,20.99999999999999,26.25,0,0
0,0,0,0,0,0,0
90,240,0,1.05,2.4,0,0
30,280,0,0.6,0.0,0,0
60,6920,50,1.5714285714285714,2.0,2.1,0
0,140,0,0,0.0,0,-1
30,220,0,0.9,0.0,0,0
3750,46320,850,63.87142857142862,85.6648046398048,62.399999999999984,-1
0,0,0,0,0,0,0
0,180,20,0,0.5545454545454546,0.65,1
0,320,0,0,0.0,0,-1
0,1860,10,0,7.050000000000001,0.4,-1
780,3360,80,15.850000000000001,3.45,4.266666666666667,-1
60,440,0,0.4,0.0,0,-1
90,1020,20,3.0,0.2,0.5499999999999999,1
0,3920,0,0,0.0,0,-1
0,160,10,0,0.0,0.8,0
120,15040,80,3.6,1.25,7.0,0
0,2820,0,0,2.033333333333333,0,0
0,220,0,0,0.0,0,0
30,300,30,0.5714285714285714,1.0,0.30000000000000004,0
0,180,0,0,0.0,0,0
30,300,30,0.5714285714285714,1.0,0.30000000000000004,1
1830,6260,20,21.99999999999999,27.25,1.8,1
480,1040,20,9.671428571428573,2.4000000000000004,1.8,0
0,280,0,0,0.5399999999999999,0,0
60,500,10,1.4,0.0,1.0,0
60,100,10,1.4,0.0,1.0,0
0,1200,0,0,0.0,0,0
0,0,0,0,0,0,0
30,100,0,0.2,0.2,0,0
0,240,0,0,0.45454545454545453,0,0
120,11180,230,3.55,13.952380952380956,19.733333333333327,-1
60,0,0,0.3,0,0,1
0,880,0,0,0.0,0,0
1890,11780,20,23.399999999999988,27.1,1.6875,-1
0,20,0,0,0.0,0,-1
30,900,0,0.25,0.5708333333333333,0,0
30,160,10,0.5,0.45454545454545453,1.0,1
210,6980,0,3.8,7.050000000000001,0,-1
0,3120,0,0,0.0,0,1
30,20,10,0.42857142857142855,0.0,0.4,0
90,160,0,0.95,0.0,0,1
0,0,0,0,0,0,0
90,2800,10,1.2285714285714286,14.500000000000005,1.0,0
30,0,0,0.65,0,0,1
0,3220,0,0,0.3,0,0
30,200,0,0.5,0.0,0,-1
0,40,0,0,0.0,0,0
30,11300,30,1.0,1.4333333333333333,2.2,0
0,280,0,0,0.0,0,0
0,640,0,0,0.4,0,1
360,1120,0,8.785714285714286,3.425,0,1
30,240,20,1.0,1.0,1.8,-1
0,0,0,0,0,0,-1
1830,5360,0,21.499999999999986,27.85,0,1
120,1980,20,2.1714285714285717,2.783333333333333,1.0,-1
570,2960,80,12.782539682539685,3.1666666666666665,5.925000000000001,-1
30,6100,0,0,6.857142857142859,0,0
0,1520,0,0,0.0,0,0
60,1200,10,1.4,0.8666666666666667,1.0,0
30,9380,20,1.0,7.857142857142859,1.8,1
0,140,0,0,0.0,0,0
210,8260,10,5.9,0.0,0.4,1
270,3380,50,4.65,9.0,4.0,-1
30,120,0,0.25,0.0,0,1
1920,7620,0,22.599999999999984,27.049999999999997,0,1
0,5660,0,0,0.0,0,0
30,3000,0,1.0,0.0,0,0
0,0,0,0,0,0,-1
0,180,0,0,0.0,0,0
0,160,0,0,0.0,0,1
30,720,0,0.3333333333333333,0.9666666666666667,0,-1
30,240,20,1.0,1.0,1.8,0
0,40,0,0,0.0,0,0
0,3900,0,0,6.0,0,-1
120,1740,0,1.4,0.6,0,0
0,1440,0,0,1.7000000000000002,0,1
180,880,20,3.5999999999999996,1.1333333333333333,1.8,1
90,3540,30,2.6333333333333333,1.4333333333333333,2.2,1
0,360,0,0,0.0,0,-1
30,160,0,0.5,0.0,0,0
30,60,0,0.2,0.0,0,0
0,100,0,0,0.1,0,0
30,8380,10,0.5714285714285714,9.216666666666669,0.3,1
30,580,0,1.0,0.0,0,1
0,160,0,0,0.0,0,1
30,320,30,0.5714285714285714,1.0,0.30000000000000004,1
0,0,0,0,0,0,0
