,pos_score,neu_score,neg_score
865,1.8,13.2,0.0
866,1.2,10.0,0.2
867,1.2,41.2,0.4
868,75.0,277.6,0.4
869,0.6,86.8,0.6
870,0.6,50.4,0.0
871,0.0,0.8,0.0
872,1.2,17.2,0.0
873,4.8,266.0,6.2
874,0.0,2.4,0.0
875,1.2,2.4,0.0
876,0.6,2.8,0.0
877,0.0,14.8,0.0
878,0.6,0.8,0.0
879,0.0,22.8,0.0
880,0.6,2.8,0.2
881,0.6,175.6,1.2
882,0.0,7.2,0.0
883,0.0,3.6,0.0
884,0.0,4.0,0.0
885,0.0,0.0,0.0
886,0.0,6.4,0.0
887,0.6,48.0,0.4
888,1.2,98.8,0.2
889,0.6,76.8,0.0
890,0.6,5.2,0.0
891,0.0,1.6,0.0
892,0.6,1.2,0.0
893,0.0,2.4,0.0
894,4.2,60.4,0.4
895,0.0,11.2,0.0
896,3.0,59.2,0.4
897,0.6,101.6,4.4
898,3.6,88.0,0.8
899,0.0,3.2,0.0
900,0.6,6.4,0.0
901,18.0,80.4,0.4
902,0.6,44.0,0.0
903,4.2,120.8,1.8
904,0.0,79.6,0.0
905,0.0,20.8,0.0
906,0.0,1.6,0.4
907,0.6,2.4,0.0
908,5.4,150.4,1.0
909,0.0,10.0,0.0
910,1.2,2.0,0.2
911,0.0,5.2,0.0
912,0.6,37.6,0.0
913,0.0,2.8,0.0
914,0.0,16.0,0.0
915,0.0,0.0,0.0
916,0.0,4.4,0.0
917,1.2,114.8,0.8
918,0.0,3.6,0.0
919,0.0,35.2,0.0
920,0.0,21.2,0.0
921,3.6,27.6,0.0
922,0.0,2.4,0.0
923,36.0,247.2,0.2
924,1.2,6.8,0.0
925,0.0,7.6,0.0
926,0.0,24.0,0.0
927,0.0,4.4,0.0
928,3.6,66.0,0.4
929,0.6,46.0,0.0
930,0.6,3.6,0.0
931,0.0,9.6,0.2
932,0.0,4.4,0.0
933,0.6,19.6,0.0
934,0.0,2.4,0.0
935,0.0,2.0,0.0
936,0.6,4.0,0.0
937,0.0,0.4,0.0
938,0.0,0.4,0.0
939,2.4,8.4,0.0
940,36.0,208.0,0.2
941,1.2,11.2,0.8
942,0.6,6.4,0.0
943,2.4,70.0,0.2
944,1.2,2.8,0.0
945,0.0,2.0,0.0
946,1.8,241.2,10.0
947,1.2,10.0,0.0
948,0.6,33.2,0.0
949,0.0,4.4,0.0
950,0.0,79.2,0.0
951,0.0,4.4,0.0
952,1.8,9.2,0.2
953,0.6,24.8,0.4
954,1.2,38.4,0.8
955,0.0,2.4,0.2
956,0.0,2.4,0.0
957,0.0,1.6,0.0
958,0.0,2.8,0.0
959,1.2,2.8,0.0
960,0.0,5.6,0.0
961,36.6,138.4,0.0
962,0.0,2.4,0.0
963,0.0,0.8,0.0
964,1.2,23.2,1.8
965,0.6,8.4,0.4
966,0.0,1.6,0.0
967,0.0,3.2,0.0
968,1.2,13.6,0.0
969,0.0,20.8,0.0
970,1.2,2.0,0.2
971,37.2,126.0,1.0
972,0.0,3.2,0.0
973,0.0,6.8,0.0
974,2.4,20.0,0.6
975,0.0,0.0,0.0
976,0.0,46.8,0.0
977,7.8,16.0,1.4
978,3.6,16.4,0.2
979,1.8,30.0,0.0
980,1.2,5.2,0.0
981,2.4,75.2,0.2
982,0.6,0.8,0.0
983,0.0,0.4,0.0
984,0.0,4.0,0.2
985,0.6,2.0,0.2
986,36.6,216.8,0.4
987,3.0,90.0,0.4
988,0.0,2.8,0.0
989,0.6,7.2,0.4
990,0.0,0.0,0.0
991,5.4,26.4,0.0
992,0.0,2.0,0.0
993,0.6,44.8,0.6
994,0.0,0.0,0.0
995,0.6,0.0,0.0
