,pos_score,neu_score,neg_score
3270,0.0,2.4,0.0
3271,0.0,31.2,0.0
3272,0.0,2.0,0.0
3273,0.6,35.6,0.0
3274,0.0,2.4,0.0
3275,0.0,25.6,0.0
3276,1.2,48.8,1.8
3277,3.0,34.0,0.6
3278,0.0,6.0,0.0
3279,1.8,37.2,1.8
3280,0.6,4.0,0.2
3281,3.0,93.2,3.0
3282,0.0,0.0,0.4
3283,0.0,0.8,0.0
3284,0.6,28.4,0.6
3285,1.8,29.6,1.8
3286,36.6,169.2,0.4
3287,9.0,114.0,1.6
3288,0.6,18.0,0.4
3289,0.0,45.2,0.0
3290,1.8,135.2,0.2
3291,0.0,26.4,0.0
3292,0.6,2.8,0.0
3293,0.0,41.2,0.0
3294,0.6,2.8,0.0
3295,0.0,6.4,0.0
3296,1.2,62.0,0.4
3297,0.0,0.0,0.0
3298,0.0,0.4,0.0
3299,0.6,0.4,0.0
3300,0.0,4.8,0.0
3301,0.0,54.4,0.0
3302,0.0,4.0,0.0
3303,0.6,3.6,0.0
3304,0.0,7.2,0.2
3305,2.4,52.4,1.2
3306,0.0,0.0,0.0
3307,0.0,0.0,0.0
3308,0.0,2.8,0.0
3309,0.0,3.6,0.0
3310,0.0,7.6,0.2
3311,1.8,60.8,0.2
3312,4.2,16.4,0.8
3313,0.6,99.6,0.0
3314,0.0,0.0,0.0
3315,0.0,0.0,0.0
3316,62.4,143.2,1.2
3317,0.6,17.6,0.4
3318,0.0,15.6,0.0
3319,0.0,4.0,0.0
3320,36.0,135.2,0.0
3321,0.6,4.8,0.0
3322,1.8,84.0,0.4
3323,3.6,67.6,1.0
3324,0.0,48.4,0.0
3325,0.0,4.8,0.0
3326,0.0,0.0,0.0
3327,39.0,215.2,2.8
3328,0.0,4.8,0.2
3329,0.0,7.6,0.2
3330,3.6,391.2,0.6
3331,2.4,122.8,0.4
3332,0.0,5.2,0.0
3333,0.0,81.2,0.0
3334,1.2,88.8,0.0
3335,53.4,313.6,0.0
3336,0.0,1.6,0.0
3337,4.2,248.0,3.0
3338,0.0,4.4,0.0
3339,0.0,2.8,0.0
3340,1.2,1.2,0.0
3341,0.6,28.8,0.4
3342,0.0,5.2,0.2
3343,0.6,1.2,0.0
3344,0.6,6.0,0.2
3345,0.0,5.6,0.0
3346,36.6,98.8,0.0
3347,1.2,0.8,0.0
3348,1.8,51.2,0.2
3349,0.0,0.0,0.0
3350,0.0,2.8,0.2
3351,0.0,2.8,0.0
3352,2.4,93.2,0.0
3353,1.2,71.2,0.4
3354,2.4,41.2,0.0
3355,0.0,21.2,0.2
3356,2.4,83.6,0.4
3357,38.4,212.8,0.4
3358,1.8,91.2,0.0
3359,1.2,6.4,0.0
3360,0.6,2.4,0.0
3361,36.0,178.8,0.0
3362,1.2,2.0,0.2
3363,0.0,0.4,0.0
3364,0.0,0.0,0.0
3365,0.0,92.4,9.0
3366,1.2,23.2,0.4
3367,1.2,30.8,0.8
3368,0.6,8.8,0.0
3369,0.6,7.6,0.4
3370,0.0,4.4,0.0
3371,1.2,37.6,0.4
3372,0.6,26.4,0.0
3373,0.0,8.8,0.0
3374,0.0,0.0,0.0
3375,1.8,60.4,0.6
3376,1.8,8.4,0.0
3377,0.6,26.0,0.0
3378,0.6,4.4,0.0
3379,0.6,24.4,2.2
3380,0.6,4.4,0.0
3381,0.6,9.2,0.4
3382,12.0,130.4,1.0
3383,0.6,89.2,0.2
3384,0.0,5.6,0.0
3385,0.0,4.8,0.0
3386,0.0,4.8,0.0
3387,1.2,0.4,0.0
3388,0.0,1.6,0.0
3389,7.2,48.4,0.4
3390,1.2,35.6,0.4
3391,0.6,28.8,0.4
3392,0.0,1.6,0.2
3393,1.8,126.0,0.0
3394,0.6,3.2,0.0
3395,8.4,104.0,0.8
3396,45.6,459.6,1.4
3397,3.0,80.4,1.6
3398,0.0,19.2,0.0
3399,0.0,3.2,0.0
3400,1.2,116.4,0.0
3401,2.4,15.6,0.6
3402,0.0,3.2,0.0
3403,0.0,6.8,0.0
3404,0.6,4.0,0.2
3405,0.6,16.4,0.0
3406,1.2,63.6,0.2
3407,0.6,23.2,0.0
3408,3.6,34.0,0.0
3409,0.0,0.0,0.0
3410,0.6,0.4,0.0
3411,1.2,3.2,0.2
3412,0.6,85.6,0.4
3413,0.6,26.0,0.0
3414,0.6,1.6,0.0
3415,0.0,4.8,0.0
3416,1.8,60.8,0.0
3417,1.8,2.4,0.0
3418,0.0,3.6,0.0
3419,1.2,3.2,0.2
3420,0.6,3.6,0.0
3421,0.6,2.8,0.0
3422,0.6,5.2,0.0
3423,0.6,7.6,0.4
3424,0.0,7.6,0.0
3425,0.6,134.8,0.0
3426,0.0,0.0,0.0
3427,36.0,97.2,0.0
3428,0.0,2.4,0.0
3429,0.0,4.8,0.2
3430,0.6,2.4,0.0
3431,1.2,4.4,0.0
3432,0.0,4.4,0.0
3433,1.2,2.4,0.0
3434,1.2,73.6,0.6
3435,0.6,10.4,0.4
3436,1.2,30.4,0.4
3437,0.6,3.6,0.0
3438,0.6,8.8,0.2
3439,1.2,49.6,0.0
3440,0.0,2.8,0.0
3441,0.0,0.4,0.0
3442,0.6,4.0,0.2
3443,0.6,0.4,0.0
3444,0.0,2.4,0.2
3445,0.0,3.6,0.0
3446,0.0,3.2,0.0
3447,0.0,10.8,0.2
3448,0.0,2.0,0.2
3449,0.6,17.2,0.0
3450,3.6,322.0,0.6
3451,0.0,3.6,0.0
3452,4.2,4.4,0.0
3453,0.0,0.0,0.0
3454,1.2,88.8,0.4
3455,0.0,3.2,0.0
3456,0.0,57.6,0.0
3457,2.4,46.0,0.0
3458,2.4,163.6,1.0
3459,0.0,0.0,0.0
3460,3.0,72.0,0.4
3461,0.6,118.4,0.4
3462,0.0,0.0,0.0
3463,1.8,4.4,0.6
3464,0.6,6.8,0.4
3465,19.2,187.2,0.0
3466,36.0,123.2,0.0
3467,0.0,8.8,0.0
3468,0.0,4.8,0.0
3469,0.0,0.4,0.0
3470,0.6,4.8,0.2
3471,0.0,5.6,0.0
3472,0.0,1.2,0.0
3473,0.0,8.4,0.0
3474,1.2,28.0,0.4
3475,0.0,15.6,0.0
3476,1.8,36.4,0.4
3477,0.0,1.6,0.0
3478,1.8,21.6,0.0
3479,0.6,2.4,0.0
3480,3.6,38.4,0.4
3481,0.6,53.2,0.0
3482,0.0,140.4,0.2
3483,8.4,9.6,1.4
3484,36.6,132.8,0.4
3485,0.6,1.2,0.0
3486,0.6,27.2,0.4
3487,0.6,30.8,0.0
3488,0.0,30.0,0.0
3489,0.6,0.8,0.0
3490,0.0,59.6,0.4
3491,36.0,170.4,0.0
3492,0.0,133.6,0.0
3493,0.6,0.0,0.0
3494,0.0,3.6,0.0
3495,0.0,2.0,0.0
3496,0.0,44.4,0.0
3497,5.4,36.4,0.6
3498,0.0,5.2,0.0
3499,1.2,121.6,0.4
3500,0.0,0.0,0.0
3501,1.8,12.0,0.0
3502,0.0,0.0,0.0
3503,16.8,40.8,0.0
3504,36.0,118.8,0.0
3505,40.2,223.2,1.4
3506,0.0,13.2,0.0
3507,0.0,16.0,0.0
3508,1.8,52.0,0.8
3509,0.0,2.4,0.2
3510,0.0,2.0,0.0
3511,36.6,118.0,0.2
3512,0.6,2.4,0.0
3513,1.2,2.8,0.2
3514,0.0,3.2,0.0
3515,0.0,4.0,0.0
3516,0.6,5.6,0.0
3517,0.0,1.2,0.2
3518,0.0,0.4,0.0
3519,0.6,133.6,0.2
3520,1.2,78.4,0.4
3521,1.8,13.2,0.0
3522,0.6,3.2,0.2
3523,2.4,4.0,0.4
3524,1.2,3.6,0.2
3525,0.6,24.0,0.2
3526,0.0,50.8,0.0
3527,1.2,22.8,0.2
3528,1.2,7.2,0.0
3529,13.8,138.4,1.6
3530,13.2,24.0,0.6
3531,0.0,0.8,0.2
3532,1.2,14.0,0.6
3533,0.6,12.4,0.4
3534,0.6,123.2,0.0
3535,0.0,9.6,0.0
3536,0.0,10.4,0.0
3537,1.2,29.6,0.8
3538,0.6,3.6,0.0
3539,0.0,0.4,0.0
3540,0.0,2.0,0.0
3541,1.2,3.6,0.0
3542,0.0,4.0,0.0
3543,0.0,0.0,0.0
3544,0.0,5.2,0.0
3545,0.0,21.6,0.0
3546,3.0,15.2,0.0
3547,0.0,0.0,0.0
3548,0.0,32.0,0.0
3549,0.6,24.4,0.0
3550,0.0,4.4,0.0
3551,0.0,8.0,0.0
3552,20.4,72.8,0.0
3553,5.4,26.4,0.2
3554,0.0,0.8,0.0
3555,4.8,94.4,0.4
3556,1.2,4.8,0.0
3557,0.0,7.2,0.0
3558,0.6,1.6,0.0
3559,0.0,4.0,0.0
3560,0.0,33.6,0.0
3561,0.0,10.8,0.0
3562,0.6,4.4,0.4
3563,0.6,28.0,0.0
3564,12.6,20.4,0.8
3565,0.0,6.0,0.0
3566,37.2,199.2,0.4
3567,0.0,0.4,0.0
3568,0.0,3.2,0.0
3569,0.6,0.8,0.0
3570,0.0,1.6,0.0
3571,0.0,2.4,0.0
3572,36.0,113.2,0.0
3573,1.2,46.0,0.0
3574,0.0,8.8,0.2
3575,0.6,4.8,0.4
3576,36.0,112.8,0.0
3577,0.6,6.4,0.4
3578,21.6,16.0,1.4
3579,1.8,226.0,1.2
3580,0.0,2.4,0.2
3581,1.2,8.0,0.4
3582,0.0,0.8,0.0
3583,0.0,6.0,0.0
3584,0.6,0.8,0.0
3585,0.0,61.6,0.4
3586,0.6,0.0,0.0
3587,0.0,7.2,0.0
3588,0.0,0.0,0.0
3589,2.4,114.0,0.0
3590,0.0,3.2,0.0
3591,0.0,7.6,0.0
3592,1.8,33.6,0.0
3593,2.4,26.8,0.0
3594,0.0,13.6,0.0
3595,0.6,4.8,0.2
3596,0.0,3.2,0.0
3597,1.2,14.4,0.4
3598,1.8,122.8,0.2
3599,0.0,3.6,0.0
3600,0.0,2.4,0.0
3601,0.0,4.4,0.0
3602,0.0,0.8,0.0
3603,12.6,18.0,0.6
3604,0.0,0.0,0.0
3605,4.2,19.6,0.4
3606,0.0,4.0,0.0
3607,0.0,16.8,0.0
3608,3.0,25.2,0.0
3609,0.0,83.6,0.0
3610,0.0,4.0,0.0
3611,0.0,0.0,0.0
3612,0.0,0.0,0.0
3613,1.8,78.4,0.8
3614,0.6,9.2,0.0
3615,0.6,4.8,0.0
3616,0.0,46.0,0.0
3617,36.6,162.8,0.4
3618,0.6,25.6,0.4
3619,0.0,0.8,0.0
3620,0.6,0.4,0.0
3621,0.0,0.0,0.0
3622,0.6,1.2,0.0
3623,0.6,16.8,0.0
3624,0.0,12.8,0.2
3625,0.6,24.8,0.0
3626,0.6,4.0,0.0
3627,0.6,1.6,0.0
3628,0.0,219.6,0.4
3629,37.8,168.8,0.4
3630,0.0,2.4,0.0
3631,0.0,0.0,0.0
3632,0.0,27.2,0.2
3633,0.0,1.6,0.0
3634,0.0,21.2,0.0
3635,0.0,0.0,0.0
3636,0.6,79.2,0.0
3637,37.8,127.2,0.0
3638,0.0,19.2,0.0
3639,0.0,5.2,0.0
3640,4.2,17.2,0.4
3641,1.2,23.6,0.2
3642,0.0,22.4,0.0
3643,11.4,98.8,0.4
3644,3.6,130.8,0.8
3645,0.6,14.8,0.0
3646,37.8,122.0,1.0
3647,0.0,2.4,0.2
3648,0.0,4.4,0.2
3649,0.0,6.0,0.0
3650,2.4,40.8,0.4
3651,0.0,3.6,0.0
3652,0.0,26.8,0.0
3653,0.0,0.4,0.0
3654,0.0,0.8,0.0
3655,0.0,2.8,0.0
3656,0.0,3.6,0.0
3657,0.6,3.2,0.0
3658,0.0,7.6,1.0
3659,1.2,80.0,0.2
3660,0.0,2.0,0.0
3661,0.6,4.0,0.0
3662,0.0,3.6,0.2
3663,0.0,9.2,0.0
3664,0.0,2.0,0.0
3665,0.6,3.6,0.0
3666,0.6,4.8,0.0
3667,0.0,224.0,0.0
3668,0.6,37.2,0.2
3669,0.0,2.0,0.0
3670,0.0,0.4,0.0
3671,0.6,9.6,0.4
3672,1.2,56.4,0.2
3673,2.4,60.0,0.0
3674,0.0,7.2,0.0
3675,0.0,3.6,0.0
3676,0.0,90.8,0.0
3677,1.8,155.6,0.4
3678,0.0,13.6,0.0
3679,2.4,11.6,0.2
3680,1.2,45.2,0.0
3681,1.2,29.2,0.0
3682,0.6,16.8,0.6
3683,37.8,182.8,0.0
3684,0.6,96.4,0.0
3685,1.2,243.2,0.6
3686,1.8,46.0,1.0
3687,9.0,18.0,1.6
3688,0.0,27.6,0.0
3689,0.0,2.4,0.0
3690,0.6,0.0,0.0
3691,0.0,0.0,0.0
3692,0.6,10.0,0.0
3693,0.0,4.4,0.0
3694,0.0,24.4,0.2
3695,2.4,23.2,0.0
3696,0.0,0.0,0.0
3697,0.6,4.4,0.0
3698,0.6,6.0,0.0
3699,0.0,4.8,0.2
3700,0.0,4.0,0.0
3701,0.0,0.0,0.0
3702,0.0,0.8,0.0
3703,0.0,6.8,0.0
3704,0.0,19.2,0.0
3705,0.6,152.4,1.2
3706,1.2,5.2,0.0
3707,0.6,245.6,0.4
3708,0.6,2.0,0.0
3709,0.0,19.2,0.0
3710,0.0,0.8,0.2
3711,0.0,0.0,0.0
3712,0.0,2.8,0.0
3713,2.4,10.0,0.2
3714,1.2,4.4,0.0
3715,0.0,0.4,0.0
3716,0.0,0.8,0.0
3717,0.0,28.8,0.4
3718,0.0,270.8,0.2
3719,0.0,4.4,0.0
3720,0.0,0.0,0.0
3721,40.2,213.2,1.4
3722,0.0,19.2,0.0
3723,3.0,42.4,0.0
3724,0.6,5.6,0.0
3725,4.2,40.8,3.4
3726,41.4,181.6,0.6
3727,0.0,4.8,0.0
3728,0.6,2.8,0.2
3729,0.0,0.8,0.0
3730,1.2,52.4,0.0
3731,2.4,87.6,1.2
3732,0.0,9.6,0.0
3733,0.6,3.2,0.0
3734,0.6,79.6,0.4
3735,0.0,1.2,0.0
3736,37.2,214.4,0.0
3737,0.6,32.0,0.0
3738,0.0,2.8,0.0
3739,0.0,70.8,0.0
3740,0.0,4.0,0.0
3741,0.6,3.2,0.0
3742,0.0,1.6,0.0
3743,0.0,2.4,0.0
3744,0.0,14.4,0.2
3745,0.0,2.0,0.0
3746,1.2,74.0,0.4
3747,0.0,3.6,0.0
3748,0.6,0.4,0.0
3749,1.2,103.6,0.4
3750,0.0,22.0,0.0
3751,0.0,14.0,0.0
3752,0.0,0.4,0.0
3753,1.8,57.2,1.0
3754,2.4,137.6,3.6
3755,36.6,100.0,0.0
3756,0.0,0.0,0.0
3757,0.0,14.8,0.0
3758,0.0,1.2,0.0
3759,2.4,42.4,0.0
3760,0.0,11.6,0.0
3761,0.0,0.0,0.0
3762,0.6,2.4,0.0
3763,0.6,5.2,0.0
3764,0.0,4.0,0.0
3765,7.2,10.8,0.0
3766,0.6,86.8,0.0
3767,0.0,5.6,0.0
3768,0.6,0.8,0.0
3769,36.0,98.8,0.0
3770,0.6,4.8,0.0
3771,0.0,2.4,0.0
3772,37.2,159.6,0.0
3773,0.6,21.2,0.2
3774,0.6,1.2,0.0
3775,0.6,17.6,0.0
3776,0.0,82.4,0.0
3777,0.6,6.4,0.0
3778,0.0,5.2,0.0
3779,0.0,81.2,0.0
3780,1.8,18.4,1.6
3781,1.2,2.8,0.0
3782,0.0,92.8,0.0
3783,0.0,9.2,0.0
3784,0.6,4.0,0.0
3785,1.2,4.4,0.6
3786,0.0,1.6,0.0
3787,25.2,18.4,1.4
3788,0.0,2.0,0.0
3789,0.6,50.0,0.0
3790,0.0,0.0,0.0
3791,0.0,0.8,0.0
3792,0.6,8.0,0.4
3793,0.0,5.2,0.0
3794,0.0,18.8,0.2
3795,1.2,73.6,0.6
3796,0.0,2.0,0.0
3797,1.2,2.4,0.4
3798,0.0,32.4,0.0
3799,0.0,22.8,0.2
3800,0.6,53.6,0.6
3801,4.2,10.4,0.0
3802,0.0,4.8,0.0
3803,0.0,1.6,0.0
3804,0.0,3.2,0.0
3805,0.0,105.6,0.0
3806,1.2,81.6,0.0
3807,0.6,2.4,0.0
3808,1.8,8.0,0.0
3809,0.0,88.0,0.0
3810,0.0,12.0,0.0
3811,0.6,32.8,0.0
3812,0.0,22.4,0.0
3813,0.0,0.8,0.0
3814,0.0,0.8,0.2
3815,0.6,3.2,0.0
3816,0.0,3.6,0.0
3817,0.0,2.8,0.0
3818,0.0,4.0,0.0
3819,0.0,3.6,0.2
3820,1.8,41.6,0.0
3821,0.6,62.4,0.4
3822,0.0,5.6,0.0
3823,40.8,137.2,1.2
3824,1.2,3.6,0.0
3825,0.0,14.0,0.0
3826,0.0,4.0,0.0
3827,0.0,4.8,0.2
3828,0.6,40.4,0.4
3829,36.0,106.8,0.0
3830,0.0,3.6,0.0
3831,0.0,1.6,0.0
3832,3.0,190.0,0.6
3833,0.0,0.4,0.0
3834,0.0,6.8,0.0
3835,0.0,0.4,0.0
3836,0.6,25.6,0.6
3837,0.6,2.8,0.0
3838,0.6,12.0,0.4
3839,0.6,32.0,0.4
3840,0.6,28.0,0.4
3841,0.0,2.8,0.0
3842,1.8,52.4,2.2
3843,0.6,31.6,0.2
3844,0.0,16.4,0.0
3845,1.2,4.4,0.0
3846,3.6,55.2,0.0
3847,0.0,4.4,0.0
3848,0.6,0.4,0.0
3849,0.0,4.0,0.0
3850,0.6,7.6,0.2
3851,0.0,71.2,0.0
3852,0.0,0.0,0.0
3853,0.6,4.0,0.0
3854,0.0,22.8,0.2
3855,0.0,3.6,0.0
3856,7.8,153.6,0.4
3857,3.0,142.0,0.0
3858,4.8,166.0,0.2
3859,0.0,0.0,0.0
3860,4.2,6.8,0.4
3861,0.0,2.0,0.0
3862,1.2,44.0,0.4
3863,0.6,4.4,0.0
3864,0.0,15.6,0.0
3865,0.0,164.8,0.0
3866,37.2,199.2,0.0
3867,0.6,1.6,0.0
3868,0.0,4.8,0.0
3869,0.6,29.2,0.2
3870,0.0,2.8,0.6
3871,1.8,26.4,0.0
3872,0.6,25.6,0.2
3873,1.2,115.2,0.8
3874,0.0,53.2,0.0
3875,0.6,29.6,0.0
3876,1.2,11.2,0.0
3877,0.0,0.0,0.0
3878,0.0,10.0,0.0
3879,0.0,34.8,0.0
3880,0.6,2.4,0.0
3881,1.2,12.8,0.2
3882,0.6,0.4,0.0
3883,3.0,137.6,2.0
3884,0.6,18.8,0.4
3885,0.0,74.0,0.0
3886,1.8,39.6,1.4
3887,1.8,20.8,0.0
3888,1.8,18.8,0.4
3889,1.8,22.0,0.2
3890,4.2,18.0,0.4
3891,1.2,5.2,0.4
3892,0.6,32.0,0.0
3893,0.6,2.4,0.0
3894,0.0,22.0,0.2
3895,1.2,34.4,0.0
3896,3.6,67.2,0.6
3897,0.6,142.0,0.4
3898,0.0,3.2,0.0
3899,4.2,9.6,0.0
3900,0.0,50.4,2.2
3901,6.6,264.4,0.2
3902,1.2,3.2,0.0
3903,0.0,24.0,0.0
3904,0.6,73.6,0.4
3905,0.0,0.4,0.0
3906,38.4,200.8,0.4
3907,0.0,2.0,0.0
3908,1.2,71.2,0.6
3909,0.0,14.8,0.0
3910,0.0,34.8,0.0
3911,3.6,18.0,0.8
3912,1.8,58.0,0.0
3913,0.6,0.8,0.4
3914,0.6,83.2,0.2
3915,1.2,20.0,0.6
3916,0.0,58.0,0.0
3917,0.0,144.4,0.0
3918,3.0,88.8,0.0
3919,2.4,163.6,1.2
3920,0.6,86.8,0.0
3921,0.0,4.0,0.0
3922,0.0,5.6,0.0
3923,0.0,3.2,0.0
3924,0.0,78.4,0.4
3925,1.2,11.6,0.0
3926,1.8,58.4,0.0
3927,0.0,2.0,0.0
3928,0.0,80.8,0.0
3929,0.0,1.6,0.0
3930,1.2,48.8,0.6
3931,0.0,14.4,0.0
3932,0.6,0.4,0.0
3933,1.2,19.6,0.0
3934,0.0,2.8,0.2
3935,0.0,0.0,0.0
3936,1.2,1.2,0.0
3937,1.2,42.8,0.8
3938,0.0,8.0,0.0
3939,0.0,2.0,0.2
3940,0.6,5.2,0.0
3941,3.0,40.8,0.0
3942,7.8,32.4,1.4
3943,0.6,1.6,0.0
3944,0.6,7.2,0.4
3945,17.4,52.4,0.4
3946,0.0,4.8,0.0
3947,39.0,142.4,1.0
3948,0.0,15.2,0.0
3949,0.6,4.0,0.0
3950,0.6,2.8,0.0
3951,12.6,28.4,0.6
3952,0.6,4.8,0.4
3953,0.6,148.0,0.6
3954,1.2,8.4,0.2
3955,42.0,334.4,0.4
3956,0.0,75.2,0.0
3957,1.2,2.4,0.0
3958,0.0,6.8,0.0
3959,8.4,162.4,2.0
3960,0.0,12.4,0.0
3961,0.0,1.2,0.0
3962,3.6,22.8,0.0
3963,2.4,61.6,3.6
3964,0.0,0.0,0.2
3965,0.0,77.2,0.0
3966,0.0,0.0,0.0
3967,0.6,1.6,0.0
3968,0.0,82.4,0.0
3969,0.0,77.2,0.0
3970,0.0,21.6,0.0
3971,0.0,3.6,0.0
3972,1.8,4.0,0.0
3973,0.0,10.8,0.2
3974,0.6,4.8,0.4
3975,1.8,22.4,0.0
3976,0.0,0.0,0.0
3977,0.6,4.8,0.0
3978,0.0,5.2,0.2
3979,0.0,11.6,0.2
3980,0.0,8.0,0.0
3981,0.0,32.0,0.0
3982,0.6,229.6,0.4
3983,0.6,130.4,0.0
3984,0.0,2.0,0.0
3985,0.6,11.6,0.4
3986,7.8,12.8,1.4
3987,0.0,109.2,0.0
3988,65.4,1512.4,3.8
3989,0.6,3.6,0.0
3990,0.6,2.4,0.2
3991,3.6,9.6,0.0
3992,0.0,88.8,0.0
3993,0.0,37.6,0.0
3994,2.4,172.8,0.4
3995,1.2,90.8,0.0
3996,36.6,410.4,0.6
3997,0.0,1.2,0.4
3998,2.4,3.2,0.0
3999,0.0,3.6,0.0
4000,4.2,29.2,0.6
4001,1.8,48.0,0.4
4002,0.0,3.2,0.2
4003,0.6,15.2,0.4
4004,0.0,2.4,0.0
4005,1.2,4.0,0.0
4006,0.6,40.8,0.6
4007,5.4,410.4,0.4
4008,9.0,66.8,1.8
4009,0.0,4.8,0.0
4010,0.0,173.2,0.2
4011,0.0,21.2,0.0
4012,0.0,0.0,0.0
4013,0.0,0.0,0.0
4014,1.8,71.6,0.0
4015,0.0,23.6,0.0
4016,0.0,144.4,0.0
4017,1.2,4.8,0.2
4018,2.4,88.8,0.8
4019,39.0,120.0,0.0
4020,0.0,94.0,0.2
4021,1.2,86.0,0.4
4022,0.0,15.2,0.0
4023,0.6,9.6,0.0
4024,3.6,11.6,0.0
4025,0.6,4.0,0.0
4026,0.6,10.8,0.4
4027,0.0,2.4,0.0
4028,0.6,5.2,0.0
4029,0.0,3.2,0.0
4030,1.8,60.8,1.0
4031,1.2,168.0,0.0
4032,38.4,115.6,0.6
4033,0.6,46.0,0.2
4034,36.6,102.4,0.0
4035,0.6,59.2,0.0
4036,0.0,3.2,0.0
4037,0.0,1.2,0.0
4038,0.0,6.0,0.0
4039,0.0,3.6,0.0
4040,0.6,5.6,0.0
4041,9.6,16.8,0.4
4042,16.8,40.8,0.0
4043,0.0,74.8,3.4
4044,0.6,4.4,0.0
4045,36.0,108.4,0.0
4046,0.0,3.2,0.2
4047,1.2,3.6,0.0
4048,0.6,5.2,0.0
4049,1.8,51.2,0.0
4050,0.6,38.0,0.2
4051,0.6,3.6,0.0
4052,0.0,172.4,0.0
4053,1.2,92.0,0.4
4054,0.0,54.8,0.0
4055,0.0,5.6,0.0
4056,37.8,256.8,0.4
4057,0.0,3.6,0.0
4058,0.6,0.4,0.0
4059,1.8,37.6,0.0
4060,1.2,7.6,0.4
4061,0.0,5.6,0.0
4062,0.6,56.0,0.0
4063,0.0,0.0,0.0
4064,0.6,6.4,0.4
4065,38.4,136.0,0.0
4066,0.6,132.4,0.4
4067,0.0,0.4,0.0
4068,0.0,2.0,0.0
4069,0.0,4.8,0.0
4070,0.0,3.6,0.0
4071,0.0,35.6,0.0
4072,0.6,17.2,0.6
4073,0.0,1.2,0.0
4074,0.6,4.8,0.2
4075,1.8,9.6,0.6
4076,0.0,26.0,0.0
4077,0.0,10.8,0.0
4078,0.6,2.4,0.0
4079,0.0,28.0,0.0
4080,0.0,5.6,0.0
4081,0.6,126.8,0.0
4082,0.6,4.0,0.2
4083,0.0,1.2,0.6
4084,0.0,6.4,0.0
4085,1.2,3.6,0.0
4086,0.0,8.8,0.0
4087,0.0,2.4,0.2
4088,4.2,64.4,0.0
4089,1.8,251.2,0.6
4090,4.2,28.8,1.6
4091,0.0,12.8,0.0
4092,0.0,4.0,0.0
4093,0.6,24.0,0.4
4094,5.4,91.6,0.8
4095,0.0,0.0,0.0
4096,1.2,6.4,0.0
4097,1.2,28.0,0.2
4098,0.6,50.8,0.0
4099,1.2,23.6,0.2
4100,1.2,5.6,0.0
4101,1.2,15.6,0.2
4102,0.6,2.0,0.0
4103,1.8,0.8,0.0
4104,1.2,2.4,0.2
4105,0.0,5.2,0.0
4106,1.2,118.4,1.2
4107,1.8,14.4,0.4
4108,0.0,2.0,0.0
4109,1.2,11.6,0.0
4110,1.2,32.4,1.6
4111,0.0,20.0,0.0
4112,0.6,1.6,0.2
4113,1.2,35.6,0.8
4114,1.2,26.0,0.0
4115,1.8,36.8,0.2
4116,0.0,14.8,0.0
4117,5.4,27.2,0.8
4118,0.6,1.6,0.0
4119,0.6,187.6,0.4
4120,1.8,2.4,0.2
4121,0.0,0.8,0.0
4122,0.0,50.8,0.0
4123,1.8,146.4,2.4
4124,1.2,3.6,0.0
4125,0.6,88.8,0.6
4126,1.2,5.6,0.0
4127,1.2,9.6,0.0
4128,0.6,6.8,0.6
4129,0.0,65.2,0.0
4130,1.2,1.2,0.0
4131,0.0,2.0,0.0
4132,36.0,135.2,0.0
4133,1.2,201.2,0.4
4134,0.0,2.8,0.2
4135,0.0,3.2,0.0
4136,0.0,9.6,0.2
4137,0.0,2.4,0.0
4138,0.6,3.2,0.0
4139,0.6,21.6,0.0
4140,0.6,6.0,0.4
4141,0.6,7.6,0.6
4142,0.0,1.2,0.0
4143,0.0,0.0,0.0
4144,0.0,3.2,0.0
4145,0.0,6.4,0.0
4146,0.6,4.8,0.0
4147,0.6,0.0,0.0
4148,0.0,1.2,0.0
4149,0.0,4.8,0.0
4150,0.0,3.6,0.0
4151,1.2,110.8,0.8
4152,0.6,5.2,0.0
4153,1.2,42.4,0.0
4154,0.6,83.2,0.4
4155,38.4,152.4,1.4
4156,3.6,180.4,0.6
4157,0.6,1.2,0.0
4158,16.8,40.8,0.0
4159,89.4,384.8,2.4
4160,0.6,5.6,0.0
4161,0.0,2.8,0.0
4162,0.0,78.8,0.0
4163,1.8,37.6,1.8
4164,3.0,20.8,0.6
4165,0.6,2.0,0.0
4166,36.0,96.4,0.0
4167,1.8,2.0,0.0
4168,0.0,4.8,0.0
4169,1.8,22.0,0.2
4170,1.2,0.4,0.0
4171,1.8,10.4,0.0
4172,1.2,44.4,0.4
4173,1.8,28.4,0.0
4174,0.0,2.8,0.0
4175,1.2,3.6,0.0
4176,0.6,4.0,0.0
4177,0.0,23.6,0.0
4178,0.0,2.8,0.0
4179,0.0,95.2,1.4
4180,0.0,1.2,0.0
4181,0.6,4.0,0.2
4182,0.0,18.0,0.0
4183,0.0,4.4,0.0
4184,0.0,135.6,0.0
4185,0.6,7.6,0.4
4186,0.0,48.8,0.0
4187,0.0,95.2,0.0
4188,0.6,21.2,0.0
4189,1.2,92.4,0.8
4190,0.0,29.2,0.0
4191,0.6,2.8,0.0
4192,0.0,5.6,0.2
4193,0.0,0.4,0.0
4194,1.8,20.4,0.0
4195,0.0,4.4,0.0
4196,0.6,7.2,0.4
4197,0.6,50.0,0.0
4198,0.6,4.0,0.2
4199,4.2,68.8,0.4
4200,0.6,39.6,0.0
4201,0.0,32.0,0.0
