 ,score
6137,6.5
6138,1.2
6139,17.4
6140,10.8
6141,0.2
6142,5.6
6143,0.5
6144,4.9
6145,2.8
6146,1.0
6147,86.0
6148,1.6
6149,7.8
6150,15.8
6151,2.3
6152,3.7
6153,13.6
6154,6.3
6155,14.6
6156,3.8
6157,2.2
6158,6.0
6159,13.3
6160,2.7
6161,19.3
6162,17.3
6163,2.6
6164,2.0
6165,90.7
6166,20.7
6167,2.3
6168,1.2
6169,5.7
6170,9.0
6171,0.6
6172,2.2
6173,169.0
6174,37.4
6175,2.9
6176,0.7
6177,0.8
6178,6.3
6179,2.5
6180,49.4
6181,1.4
6182,24.8
6183,0.0
6184,1.1
6185,1.2
6186,2.2
6187,4.2
6188,2.8
6189,21.6
6190,151.5
6191,0.0
6192,7.6
6193,18.3
6194,10.9
6195,0.2
6196,2.1
6197,3.3
6198,12.9
6199,21.8
6200,15.0
6201,0.0
6202,45.0
6203,8.3
6204,0.0
6205,1.8
6206,2.0
6207,31.9
6208,7.1
6209,8.0
6210,102.6
6211,0.3
6212,6.1
6213,1.2
6214,1.0
6215,17.5
6216,62.9
6217,1.5
6218,12.6
6219,25.8
6220,18.2
6221,2.5
6222,34.8
6223,8.7
6224,0.8
6225,6.3
6226,3.2
6227,0.6
6228,2.7
6229,2.0
6230,2.0
6231,15.3
6232,25.0
6233,60.7
6234,1.4
6235,3.1
6236,2.8
6237,4.3
6238,27.9
6239,32.8
6240,2.5
6241,0.2
6242,2.5
6243,26.1
6244,92.6
6245,0.2
6246,88.4
6247,0.2
6248,0.8
6249,7.9
6250,6.5
6251,0.0
6252,1.0
6253,72.5
6254,181.6
6255,29.8
6256,27.6
6257,96.1
6258,47.5
6259,5.6
6260,2.1
6261,63.6
6262,32.0
6263,5.6
6264,0.6
6265,2.4
6266,15.2
6267,55.6
6268,11.2
6269,79.8
6270,6.0
6271,1.0
6272,10.8
6273,109.4
6274,9.3
6275,1.6
6276,7.8
6277,30.6
6278,7.9
6279,12.4
6280,1.4
6281,3.6
6282,91.1
6283,77.5
6284,11.8
6285,2.0
6286,5.0
6287,1.9
6288,1.0
6289,62.9
6290,0.4
6291,2.5
6292,0.5
6293,3.8
6294,3.3
6295,2.6
6296,0.6
6297,11.0
6298,1.6
6299,28.1
6300,2.9
6301,0.2
6302,51.1
6303,2.1
6304,63.1
6305,1.6
6306,73.7
6307,1.5
6308,2.4
6309,0.2
6310,0.0
6311,1.6
6312,6.1
6313,0.0
6314,43.9
6315,1.2
6316,14.2
6317,1.4
6318,2.6
6319,2.1
6320,2.0
6321,12.0
6322,2.3
6323,3.6
6324,23.0
6325,50.3
6326,0.2
6327,15.6
6328,1.5
6329,4.1
6330,2.7
6331,0.0
6332,28.2
6333,0.0
6334,7.0
6335,1.8
6336,83.4
6337,102.2
6338,0.9
6339,78.9
6340,130.8
6341,0.6
6342,13.1
6343,0.6
6344,18.6
6345,11.4
6346,28.0
6347,29.4
6348,2.9
6349,0.8
6350,66.4
6351,4.4
6352,7.0
6353,0.0
6354,0.9
6355,43.9
6356,10.9
6357,15.7
6358,18.6
6359,17.4
6360,2.6
6361,15.7
6362,2.3
6363,8.5
6364,2.4
6365,75.3
6366,0.7
6367,0.6
6368,18.0
6369,1.0
6370,1.1
6371,62.9
6372,22.3
6373,0.0
6374,2.0
6375,4.0
6376,4.4
6377,54.5
6378,16.4
6379,32.6
6380,18.3
6381,1.9
6382,0.8
6383,1.5
6384,6.0
6385,82.8
6386,31.5
6387,2.1
6388,1.7
6389,5.8
6390,0.2
6391,44.8
6392,0.0
6393,6.7
6394,24.2
6395,5.4
6396,15.2
6397,34.0
6398,2.0
6399,2.5
6400,1.2
6401,10.2
6402,35.2
6403,22.4
6404,2.2
6405,45.7
6406,33.8
6407,13.5
6408,56.3
6409,48.0
6410,14.2
6411,38.6
6412,8.7
6413,3.6
6414,13.4
6415,30.5
6416,2.4
6417,0.8
6418,0.0
6419,4.3
6420,37.9
6421,1.9
6422,3.4
6423,9.1
6424,2.4
6425,14.7
6426,1.2
6427,32.1
6428,1.0
6429,8.2
6430,6.0
6431,12.6
6432,58.1
6433,38.5
6434,1.8
6435,95.3
6436,2.3
6437,21.0
6438,48.8
6439,146.1
6440,1.3
6441,12.3
6442,10.7
6443,8.1
6444,2.9
6445,64.7
6446,1.0
6447,64.2
6448,24.3
6449,12.3
6450,45.1
6451,36.7
6452,21.5
6453,14.6
6454,22.6
6455,0.6
6456,1.2
6457,7.4
6458,1.9
6459,2.7
6460,2.4
6461,10.5
6462,2.8
6463,29.3
6464,2.9
6465,3.1
6466,22.8
6467,84.8
6468,7.4
6469,26.0
6470,13.6
6471,99.2
6472,1.2
6473,23.7
6474,5.1
6475,1.7
6476,0.6
6477,10.0
6478,1.4
6479,13.2
6480,8.9
6481,4.8
6482,57.4
6483,77.9
6484,5.2
6485,1.2
6486,1.4
6487,22.3
6488,39.2
6489,84.7
6490,0.0
6491,1.8
6492,0.8
6493,13.5
6494,13.2
6495,3.3
6496,2.7
6497,42.0
6498,190.2
6499,30.8
6500,34.5
6501,7.6
6502,2.4
6503,2.4
6504,170.9
6505,59.3
6506,1.6
6507,16.2
6508,7.2
6509,37.6
6510,10.8
6511,27.3
6512,1.0
6513,34.1
6514,19.4
6515,13.4
6516,0.7
6517,38.2
6518,17.4
6519,4.6
6520,42.4
6521,1.6
6522,0.2
6523,4.0
6524,33.6
6525,53.2
6526,35.2
6527,5.8
6528,25.2
6529,1.8
6530,4.2
6531,3.6
6532,2.4
6533,4.8
6534,16.9
6535,6.9
6536,6.4
6537,2.2
6538,90.4
6539,8.2
6540,9.1
6541,79.7
6542,2.9
6543,45.9
6544,31.4
6545,1.9
6546,111.5
6547,15.5
6548,42.4
6549,64.4
6550,48.4
6551,6.8
6552,2.2
6553,2.3
6554,1.0
6555,0.0
6556,5.6
6557,13.4
6558,8.6
6559,67.2
6560,0.4
6561,1.6
6562,2.0
6563,6.7
6564,98.9
6565,0.7
6566,0.4
6567,2.0
6568,13.5
6569,10.8
6570,2.3
6571,79.6
6572,36.5
6573,2.7
6574,1.9
6575,8.4
6576,45.3
6577,2.3
6578,14.4
6579,2.5
6580,70.6
6581,32.9
6582,3.2
6583,94.9
6584,2.4
6585,0.7
6586,1.2
6587,11.8
6588,42.8
6589,4.8
6590,0.0
6591,1.9
6592,17.7
6593,53.7
6594,19.4
6595,5.9
6596,37.9
6597,2.9
6598,27.7
6599,11.0
6600,2.2
6601,1.9
6602,7.0
6603,2.8
6604,0.5
6605,3.0
6606,0.8
6607,0.6
6608,2.7
6609,1.8
6610,1.6
6611,15.9
6612,0.8
6613,3.5
6614,1.2
6615,24.8
6616,8.8
6617,39.8
6618,2.9
6619,7.0
6620,19.2
6621,1.0
6622,0.5
6623,1.6
6624,1.3
6625,18.8
6626,31.9
6627,0.2
6628,0.6
6629,74.9
6630,54.9
6631,2.9
6632,8.1
6633,1.4
6634,20.3
6635,39.5
6636,38.0
6637,1.3
6638,0.2
6639,3.0
6640,49.4
6641,6.4
6642,30.1
6643,14.4
6644,1.3
6645,10.4
6646,1.0
6647,43.5
6648,6.1
6649,2.4
6650,0.0
6651,14.5
6652,11.6
6653,15.4
6654,13.0
6655,11.2
6656,86.7
6657,17.7
6658,3.3
6659,18.3
6660,0.2
6661,22.8
6662,2.5
6663,1.8
6664,2.1
6665,0.8
6666,1.1
6667,0.8
6668,85.5
6669,18.4
6670,8.0
6671,62.0
6672,2.4
6673,4.6
6674,0.0
6675,3.6
6676,0.8
6677,29.7
6678,0.2
6679,12.4
6680,29.9
6681,175.5
6682,2.9
6683,7.9
6684,2.3
6685,1.8
6686,0.0
6687,0.2
6688,90.2
6689,25.1
6690,132.0
6691,0.8
6692,1.9
6693,25.3
6694,0.0
6695,55.2
6696,16.1
6697,35.7
6698,3.2
6699,4.3
6700,7.0
6701,63.5
6702,82.1
6703,0.4
6704,25.1
6705,2.1
6706,0.4
6707,2.0
6708,1.3
6709,19.9
6710,21.4
6711,4.0
6712,2.3
6713,7.4
6714,84.3
6715,0.4
6716,2.9
6717,1.9
6718,1.6
6719,32.3
6720,92.7
6721,1.6
6722,11.5
6723,40.5
6724,2.4
6725,1.4
6726,7.5
6727,13.9
6728,0.2
6729,60.4
6730,5.0
6731,26.8
6732,1.6
6733,40.9
6734,0.2
6735,0.0
6736,0.2
6737,4.6
6738,9.5
6739,17.6
6740,2.4
6741,5.6
6742,3.4
6743,1.7
6744,30.4
6745,2.8
6746,0.8
6747,2.6
6748,11.4
6749,1.4
6750,0.8
6751,2.0
6752,2.9
6753,72.4
6754,6.9
6755,14.8
6756,19.0
6757,0.6
6758,40.3
6759,187.0
6760,0.0
6761,21.7
6762,1.4
6763,2.1
6764,128.0
6765,32.5
6766,133.5
6767,2.0
6768,2.4
6769,1.4
6770,21.5
6771,2.5
6772,1.7
6773,2.8
6774,29.7
6775,61.5
6776,1.8
6777,16.5
6778,0.8
6779,0.8
6780,0.2
6781,0.5
6782,2.0
6783,0.0
6784,0.4
6785,1.4
6786,5.3
6787,2.7
6788,118.7
6789,15.4
6790,49.1
6791,0.8
6792,0.8
6793,5.3
6794,1.4
6795,2.6
6796,28.9
6797,59.0
6798,45.8
6799,0.4
6800,1.9
6801,131.4
6802,2.8
6803,2.5
6804,38.8
6805,60.6
6806,73.5
6807,33.0
6808,0.7
6809,51.4
6810,14.1
6811,2.5
6812,64.5
6813,3.6
6814,25.8
6815,1.2
6816,76.8
6817,1.2
6818,0.0
6819,48.4
6820,12.0
6821,39.6
6822,3.0
6823,10.1
6824,1.9
6825,2.0
6826,70.8
6827,18.3
6828,6.8
6829,195.2
6830,2.6
6831,1.4
6832,1.6
6833,2.3
6834,1.8
6835,102.9
6836,5.2
6837,0.0
6838,62.9
6839,7.5
6840,12.2
6841,1.8
6842,2.4
6843,2.6
6844,1.0
6845,40.9
6846,27.8
6847,0.0
6848,54.8
6849,2.1
6850,75.9
6851,0.3
6852,46.5
6853,56.3
6854,70.3
6855,0.4
6856,1.8
6857,0.6
6858,78.4
6859,58.8
6860,42.7
6861,12.6
6862,1.7
6863,55.3
6864,2.0
6865,0.0
6866,23.5
6867,0.0
6868,1.3
6869,1.5
6870,1.1
6871,5.7
6872,5.1
6873,2.0
6874,210.1
6875,2.3
6876,16.4
6877,2.5
6878,8.3
6879,1.0
6880,11.0
6881,3.8
6882,1.9
6883,1.7
6884,33.1
6885,2.8
6886,34.4
6887,2.4
6888,2.0
6889,7.1
6890,0.2
6891,0.2
6892,12.1
6893,4.5
6894,0.2
6895,2.0
6896,18.0
6897,144.7
6898,0.4
6899,1.9
6900,1.7
6901,4.6
6902,4.1
6903,1.0
6904,2.0
6905,49.2
6906,7.0
6907,0.0
6908,20.6
6909,0.3
6910,5.9
6911,83.7
6912,1.6
6913,3.0
6914,15.4
6915,0.4
6916,75.9
6917,2.3
6918,50.2
6919,18.4
6920,1.8
6921,3.0
6922,3.9
6923,0.0
6924,3.3
6925,2.2
6926,14.2
6927,13.8
6928,0.0
6929,83.7
6930,7.8
6931,51.9
6932,18.0
6933,97.6
6934,66.2
6935,2.2
6936,13.4
6937,1.6
6938,3.4
6939,0.0
6940,62.8
6941,3.1
6942,12.9
6943,4.3
6944,2.8
6945,0.0
6946,5.9
6947,33.3
6948,0.0
6949,0.4
6950,2.9
6951,2.5
6952,0.4
6953,0.6
6954,0.5
6955,102.4
6956,0.8
6957,1.9
6958,10.6
6959,3.6
6960,4.8
6961,5.4
6962,3.1
6963,6.8
6964,15.0
6965,0.9
6966,1.4
6967,1.9
6968,39.1
6969,42.3
6970,62.1
6971,1.8
6972,3.2
6973,1.0
6974,2.5
6975,3.7
6976,11.8
6977,0.3
6978,11.4
6979,36.0
6980,1.0
6981,21.4
6982,0.0
6983,109.3
6984,4.4
6985,153.9
6986,131.7
6987,0.0
6988,0.3
6989,1.3
6990,9.0
6991,3.5
6992,0.2
6993,1.8
6994,1.9
6995,2.5
6996,0.0
6997,33.9
6998,18.6
6999,0.2
7000,24.0
7001,14.7
7002,10.8
7003,1.5
7004,5.9
7005,13.0
7006,39.8
7007,2.2
7008,2.0
7009,17.6
7010,1.0
7011,6.5
7012,2.7
7013,1.2
7014,12.1
7015,139.4
7016,4.5
7017,1.8
7018,1.7
7019,74.7
7020,25.1
7021,46.7
7022,47.9
7023,4.5
7024,5.3
7025,10.9
7026,15.5
7027,0.2
7028,0.2
7029,0.2
7030,40.5
7031,48.2
7032,7.0
7033,4.0
7034,10.0
7035,1.2
7036,1.4
7037,3.1
7038,8.1
7039,15.9
7040,3.2
7041,1.7
7042,1.8
7043,2.0
7044,16.0
7045,1.7
7046,60.2
7047,8.0
7048,0.4
7049,1.9
7050,32.1
7051,0.4
7052,127.8
7053,0.6
7054,80.4
7055,11.6
7056,9.7
7057,0.7
7058,1.0
7059,6.1
7060,50.4
7061,2.0
7062,20.5
7063,75.3
7064,90.7
7065,1.6
7066,1.4
7067,2.7
7068,126.7
7069,113.2
7070,13.7
7071,1.2
7072,2.8
7073,32.7
7074,80.6
7075,52.0
7076,149.3
7077,2.2
7078,1.4
7079,13.4
7080,0.8
7081,1.8
7082,8.6
7083,71.8
7084,77.6
7085,2.6
7086,1.8
7087,39.0
7088,2.0
7089,2.8
7090,2.0
7091,12.7
7092,16.0
7093,2.3
7094,11.4
7095,50.4
7096,1.9
7097,0.2
7098,3.2
7099,26.3
7100,40.5
7101,15.6
7102,0.9
7103,2.4
7104,1.5
7105,2.3
7106,0.3
7107,4.1
7108,4.8
7109,39.8
7110,9.2
7111,1.8
7112,3.7
7113,0.8
7114,2.0
7115,3.3
7116,49.7
7117,40.2
7118,2.8
7119,6.7
7120,48.2
7121,67.7
7122,2.6
7123,20.1
7124,1.4
7125,2.6
7126,25.2
7127,22.5
7128,25.4
7129,24.9
7130,2.0
7131,9.8
7132,28.4
7133,1.2
7134,1.6
7135,2.6
7136,11.6
7137,0.7
7138,128.4
7139,19.8
7140,0.8
7141,5.5
7142,28.2
7143,103.5
7144,2.7
7145,79.8
7146,69.2
7147,10.9
7148,1.5
7149,121.6
7150,10.8
7151,1.8
7152,47.1
7153,0.6
7154,3.0
7155,92.0
7156,2.0
7157,30.8
7158,46.0
7159,2.3
7160,2.1
7161,2.4
7162,91.9
7163,2.6
7164,0.0
7165,1.6
7166,2.6
7167,2.4
7168,0.4
7169,68.2
7170,12.7
7171,61.3
7172,0.9
7173,34.9
7174,21.0
7175,70.5
7176,2.0
7177,2.0
7178,199.2
7179,2.0
7180,18.7
7181,0.2
7182,49.2
7183,2.1
7184,1.0
7185,2.6
7186,1.3
7187,9.0
7188,1.2
7189,97.8
7190,28.4
7191,0.5
7192,1.8
7193,3.3
7194,25.2
7195,42.3
7196,30.0
7197,4.2
7198,54.2
7199,4.9
7200,6.6
7201,2.2
7202,11.6
7203,1.2
7204,5.7
7205,62.3
7206,18.4
7207,1.5
7208,2.9
7209,13.5
7210,96.4
7211,28.5
7212,1.9
7213,1.8
7214,17.2
7215,1.8
7216,21.9
7217,2.3
7218,13.9
7219,111.7
7220,27.7
7221,3.7
7222,43.8
7223,1.8
7224,2.4
7225,1.0
7226,11.4
7227,83.6
7228,0.0
7229,11.5
7230,3.0
7231,5.8
7232,0.4
7233,0.0
7234,33.4
7235,2.0
7236,0.9
7237,3.9
7238,13.3
7239,0.2
7240,30.1
7241,38.3
7242,8.8
7243,2.5
7244,1.6
7245,0.0
7246,11.2
7247,65.6
7248,15.9
7249,1.5
7250,10.9
7251,5.3
7252,3.9
7253,12.2
7254,7.6
7255,13.8
7256,2.0
7257,2.6
7258,2.6
7259,51.3
7260,147.2
7261,16.4
7262,50.2
7263,23.2
7264,25.2
7265,2.8
7266,4.2
7267,13.1
7268,50.7
7269,2.2
7270,35.4
7271,56.8
7272,0.4
7273,26.8
7274,0.9
7275,2.5
7276,37.0
7277,8.1
7278,1.1
7279,1.8
7280,102.0
7281,2.8
7282,0.4
7283,3.4
7284,255.6
7285,23.8
7286,7.0
7287,0.6
7288,61.0
7289,93.2
7290,3.1
7291,60.3
7292,2.2
7293,78.0
7294,3.9
7295,0.5
7296,205.7
7297,1.4
7298,1.5
7299,3.8
7300,2.4
7301,92.0
7302,8.6
7303,0.4
7304,1.4
7305,16.9
7306,0.0
7307,1.6
7308,12.9
7309,3.0
7310,3.8
7311,20.6
7312,6.8
7313,44.8
7314,36.1
7315,35.8
7316,2.9
7317,2.6
7318,29.5
7319,1.7
7320,1.8
7321,126.0
7322,25.4
7323,17.9
7324,1.6
7325,2.1
7326,0.9
7327,2.9
7328,50.5
7329,1.5
7330,3.6
7331,162.6
7332,1.9
7333,16.5
7334,1.2
7335,0.2
7336,8.3
7337,0.2
7338,2.0
7339,72.4
7340,26.0
7341,0.0
7342,1.5
7343,0.0
7344,33.1
7345,8.4
7346,3.0
7347,29.7
7348,1.3
7349,33.3
7350,3.3
7351,2.6
7352,37.1
7353,2.2
7354,137.8
7355,1.2
7356,1.3
7357,19.4
7358,1.1
7359,0.0
7360,7.1
7361,13.3
7362,2.7
7363,51.7
7364,33.6
7365,5.9
7366,34.4
7367,0.0
7368,0.0
7369,2.2
7370,1.3
7371,30.6
7372,1.2
7373,25.7
7374,38.1
7375,7.2
7376,6.2
7377,6.6
7378,5.0
7379,3.0
7380,4.7
7381,2.2
7382,26.5
7383,23.9
7384,0.0
7385,5.2
7386,1.5
7387,19.4
7388,51.6
7389,221.7
7390,0.0
7391,0.0
7392,3.0
7393,15.3
7394,33.4
7395,1.6
7396,15.1
7397,81.4
7398,0.6
7399,2.8
7400,1.0
7401,75.8
7402,2.8
7403,11.0
7404,2.2
7405,4.3
7406,14.9
7407,2.8
7408,10.6
7409,40.8
7410,0.8
7411,12.4
7412,61.0
7413,3.2
7414,7.6
7415,2.0
7416,10.9
7417,0.8
7418,1.7
7419,5.3
7420,1.6
7421,17.0
7422,3.4
7423,38.2
7424,2.7
7425,97.9
7426,1.5
7427,42.0
7428,3.0
7429,0.6
7430,0.3
7431,0.2
7432,0.0
7433,7.8
7434,2.2
7435,40.6
7436,113.4
7437,3.0
7438,1.2
7439,18.8
7440,0.5
7441,98.8
7442,150.0
7443,47.1
7444,4.2
7445,2.3
7446,11.8
7447,17.7
7448,60.8
7449,2.0
7450,0.0
7451,0.9
7452,5.2
7453,6.2
7454,0.9
7455,2.2
7456,2.5
7457,13.3
7458,28.7
7459,5.6
7460,1.0
7461,2.0
7462,106.9
7463,3.2
7464,16.4
7465,77.4
7466,0.4
7467,14.2
7468,25.0
7469,0.9
7470,2.8
7471,2.1
7472,3.6
7473,13.2
7474,9.6
7475,1.2
7476,13.4
7477,1.9
7478,3.6
7479,45.9
7480,3.0
7481,1.4
7482,1.6
7483,41.2
7484,0.0
7485,1.8
7486,7.1
7487,51.0
7488,1.1
7489,54.9
7490,14.3
7491,109.3
7492,9.7
7493,0.4
7494,2.8
7495,18.2
7496,0.4
7497,38.6
7498,31.8
7499,0.4
7500,35.5
7501,12.5
7502,18.4
7503,64.8
7504,5.9
7505,58.8
7506,7.1
7507,15.8
7508,49.4
7509,78.6
7510,0.4
7511,13.0
7512,0.9
7513,1.8
7514,0.0
7515,0.6
7516,0.3
7517,3.2
7518,13.0
7519,2.0
7520,0.9
7521,22.6
7522,64.1
7523,2.6
7524,6.9
7525,5.6
7526,2.1
7527,1.7
7528,80.3
7529,1.5
7530,29.4
7531,66.6
7532,14.8
7533,40.4
7534,1.4
7535,1.9
7536,1.6
7537,62.7
7538,37.8
7539,47.4
7540,0.9
7541,1.2
7542,136.2
7543,10.0
7544,49.2
7545,1.8
7546,9.1
7547,18.2
7548,30.0
7549,75.5
7550,1.3
7551,0.0
7552,36.2
7553,1.4
7554,1.0
7555,40.9
7556,0.2
7557,69.5
7558,26.4
7559,1.9
7560,87.7
7561,28.7
7562,1.8
7563,6.2
7564,1.8
7565,5.9
7566,1.8
7567,4.0
7568,11.4
7569,15.8
7570,2.1
7571,4.2
7572,1.9
7573,5.6
7574,4.1
7575,406.6
7576,3.4
7577,11.2
7578,2.2
7579,0.8
7580,22.5
7581,10.7
7582,99.6
7583,17.6
7584,85.3
7585,84.7
7586,1.2
7587,116.2
7588,250.8
7589,85.1
7590,0.2
7591,61.1
7592,14.2
7593,55.2
7594,13.0
7595,1.8
7596,15.0
7597,187.0
7598,50.0
7599,1.6
7600,2.2
7601,15.9
7602,24.6
7603,2.7
7604,7.6
7605,30.3
7606,3.6
7607,3.0
7608,159.9
7609,2.8
7610,0.6
7611,0.5
7612,0.9
7613,44.0
7614,0.6
7615,25.6
7616,0.0
7617,67.9
7618,26.6
7619,2.1
7620,0.2
7621,3.6
7622,0.9
7623,27.7
7624,13.2
7625,33.4
7626,1.9
7627,2.3
7628,4.8
7629,1.6
7630,5.4
7631,55.8
7632,156.7
7633,2.4
7634,5.8
7635,69.6
7636,0.2
7637,51.4
7638,1.7
7639,32.2
7640,1.8
7641,39.0
7642,88.3
7643,1.2
7644,1.8
7645,0.0
7646,3.1
7647,78.1
7648,10.8
7649,8.7
7650,237.3
7651,16.5
7652,2.9
7653,0.0
7654,47.2
7655,47.8
7656,1.6
7657,106.3
7658,20.7
7659,137.0
7660,1.6
7661,231.6
7662,3.4
7663,2.1
7664,20.2
7665,2.0
7666,26.1
7667,2.6
7668,2.0
7669,1.5
7670,0.4
7671,16.7
7672,23.1
7673,2.7
7674,3.4
7675,48.7
7676,94.1
7677,27.5
7678,6.9
7679,1.8
7680,7.1
7681,32.8
7682,3.7
7683,45.7
7684,1.1
7685,54.5
7686,2.2
7687,0.4
7688,53.6
7689,2.7
7690,19.9
7691,21.6
7692,66.6
7693,9.6
7694,45.0
7695,5.0
7696,19.0
7697,156.8
7698,292.4
7699,1.8
7700,14.3
7701,0.4
7702,2.0
7703,1.9
7704,20.4
7705,2.2
7706,4.3
7707,25.8
7708,5.8
7709,3.8
7710,23.1
7711,121.8
7712,36.8
7713,2.0
7714,53.7
7715,82.2
7716,0.0
7717,9.8
7718,25.6
7719,138.5
7720,2.6
7721,3.2
7722,0.6
7723,6.4
7724,3.3
7725,1.7
7726,14.0
7727,10.8
7728,2.1
7729,1.1
7730,11.4
7731,13.6
7732,1.0
7733,74.4
7734,59.2
7735,33.4
7736,1.0
7737,11.1
7738,12.0
7739,0.0
7740,9.4
7741,2.5
7742,5.1
7743,0.4
7744,1.8
7745,13.9
7746,12.2
7747,35.9
7748,14.4
7749,29.4
7750,1.0
7751,8.5
7752,2.6
7753,22.1
7754,0.4
7755,3.8
7756,17.6
7757,1.7
7758,13.7
7759,0.5
7760,2.8
7761,0.9
7762,2.0
7763,1.1
7764,1.7
7765,2.2
7766,1.4
7767,1.7
7768,48.5
7769,16.2
7770,2.0
7771,13.4
7772,0.5
7773,8.1
7774,0.4
7775,9.4
7776,65.5
7777,25.8
7778,12.5
7779,1.3
7780,2.6
7781,1.7
7782,5.1
7783,0.6
7784,20.2
7785,2.0
7786,10.2
7787,69.1
7788,15.4
7789,0.2
7790,2.0
7791,25.1
7792,3.4
7793,33.7
7794,15.6
7795,0.5
7796,4.4
7797,40.6
7798,73.0
7799,7.3
7800,0.4
7801,18.7
7802,6.2
7803,53.2
7804,0.8
7805,134.6
7806,21.8
7807,12.8
7808,1.6
7809,0.3
7810,36.7
7811,33.2
7812,138.5
7813,54.0
7814,9.9
7815,15.6
7816,15.5
7817,22.6
7818,0.6
7819,3.9
7820,13.1
7821,2.2
7822,73.6
7823,7.1
7824,13.2
7825,127.8
7826,10.0
7827,2.0
7828,58.0
7829,5.4
7830,3.5
7831,5.4
7832,0.2
7833,9.0
7834,18.2
7835,5.6
7836,1.2
7837,21.1
7838,44.2
7839,1.8
7840,40.6
7841,2.6
7842,10.8
7843,34.7
7844,32.0
7845,24.4
7846,2.0
7847,0.2
7848,1.5
7849,1.4
7850,2.1
7851,2.8
7852,18.0
7853,2.4
7854,1.4
7855,0.4
7856,5.6
7857,20.4
7858,57.5
7859,13.1
7860,1.7
7861,3.8
7862,1.8
7863,46.4
7864,1.7
7865,69.5
7866,89.3
7867,3.1
7868,1.0
7869,38.8
7870,6.5
7871,1.2
7872,0.6
7873,1.7
7874,47.1
7875,35.8
7876,30.6
7877,1.1
7878,10.5
7879,13.4
7880,34.7
7881,10.4
7882,57.1
7883,0.6
7884,1.9
7885,1.6
7886,2.4
7887,46.9
7888,15.6
7889,17.3
7890,14.0
7891,2.7
7892,15.4
7893,2.3
7894,11.3
7895,2.0
7896,17.2
7897,5.0
7898,23.2
7899,1.6
7900,2.3
7901,1.6
7902,1.4
7903,2.2
7904,0.0
7905,1.6
7906,8.0
7907,12.4
7908,7.2
7909,1.8
7910,1.4
7911,0.2
7912,0.2
7913,0.0
7914,4.7
7915,4.4
7916,1.2
7917,2.2
7918,18.4
7919,0.0
7920,37.8
7921,19.1
7922,0.5
7923,4.8
7924,3.0
7925,26.0
7926,40.9
7927,0.8
7928,2.0
7929,11.0
7930,2.2
7931,16.0
7932,3.7
7933,12.5
7934,39.0
7935,14.1
7936,16.0
7937,8.6
7938,1.5
7939,18.2
7940,1.7
7941,0.0
7942,16.2
7943,59.9
7944,77.5
7945,0.6
7946,0.6
7947,82.0
7948,1.7
7949,6.2
7950,0.0
7951,2.6
7952,1.4
7953,27.4
7954,147.5
7955,16.2
7956,13.7
7957,29.4
7958,0.0
7959,3.0
7960,10.1
7961,0.6
7962,0.0
7963,1.4
7964,21.2
7965,0.2
7966,2.8
7967,3.0
7968,1.7
7969,0.8
7970,1.9
7971,1.4
7972,2.1
7973,22.9
7974,79.8
7975,2.4
7976,1.3
7977,2.8
7978,1.6
7979,0.0
7980,7.7
7981,83.3
7982,0.8
7983,2.2
7984,16.0
7985,155.7
7986,36.2
7987,0.2
7988,1.5
7989,12.5
7990,3.0
7991,54.1
7992,0.4
7993,11.3
7994,62.9
7995,39.7
7996,16.3
7997,4.4
7998,41.3
7999,36.0
8000,18.5
8001,39.0
8002,1.4
8003,108.9
8004,0.6
8005,19.6
8006,12.5
8007,9.5
8008,1.0
8009,1.9
8010,26.8
8011,27.0
8012,2.8
8013,7.8
8014,50.7
8015,0.8
8016,17.2
8017,2.5
8018,30.0
8019,142.8
8020,14.7
8021,44.4
8022,5.1
8023,2.2
8024,5.2
8025,1.6
8026,1.8
8027,15.7
8028,59.5
8029,0.0
8030,10.0
8031,0.7
8032,1.8
8033,1.4
8034,14.5
8035,0.0
8036,17.6
8037,3.5
8038,1.4
8039,4.7
8040,2.7
8041,20.2
8042,128.3
8043,2.6
8044,0.8
8045,3.0
8046,2.1
8047,0.9
8048,2.5
8049,59.0
8050,150.8
8051,2.8
8052,75.7
8053,0.0
8054,22.6
8055,10.3
8056,1.3
8057,17.2
8058,1.1
8059,1.6
8060,1.8
8061,2.6
8062,2.9
8063,3.4
8064,0.8
8065,15.6
8066,2.9
8067,2.4
8068,3.9
8069,2.0
8070,30.0
8071,14.8
8072,2.4
8073,7.3
8074,23.2
8075,11.4
8076,0.8
8077,18.9
8078,6.8
8079,85.8
8080,121.9
8081,61.1
8082,1.8
8083,10.2
8084,0.8
8085,4.7
8086,3.2
8087,2.2
8088,30.3
8089,114.3
8090,11.9
8091,6.7
8092,17.4
8093,114.5
8094,10.4
8095,1.6
8096,0.0
8097,82.6
8098,15.6
8099,8.0
8100,12.9
8101,18.4
8102,60.8
8103,6.2
8104,33.4
8105,0.2
8106,1.7
8107,4.1
8108,0.2
8109,37.4
8110,42.2
8111,2.9
8112,1.2
8113,0.2
8114,4.5
8115,29.6
8116,11.3
8117,16.8
8118,2.4
8119,36.9
8120,23.4
8121,61.7
8122,40.4
8123,0.8
8124,2.2
8125,36.6
8126,2.2
8127,32.8
8128,0.2
8129,10.3
8130,13.1
8131,7.1
8132,50.2
8133,1.5
8134,2.1
8135,4.4
