 ,score
2139,0.9
2140,4.2
2141,2.9
2142,50.3
2143,1.2
2144,18.3
2145,19.8
2146,4.0
2147,125.8
2148,9.3
2149,48.4
2150,16.8
2151,26.6
2152,16.8
2153,145.2
2154,14.3
2155,1.6
2156,21.7
2157,15.9
2158,20.9
2159,3.4
2160,2.4
2161,1.1
2162,2.2
2163,1.4
2164,16.1
2165,0.5
2166,79.7
2167,1.4
2168,3.8
2169,24.4
2170,22.0
2171,129.5
2172,20.7
2173,19.4
2174,0.0
2175,1.2
2176,8.7
2177,50.2
2178,5.6
2179,2.5
2180,20.0
2181,0.0
2182,2.8
2183,3.9
2184,0.0
2185,1.7
2186,2.9
2187,3.0
2188,33.8
2189,25.4
2190,1.5
2191,3.6
2192,19.3
2193,2.8
2194,16.4
2195,53.4
2196,12.8
2197,23.0
2198,1.7
2199,28.6
2200,1.4
2201,2.9
2202,0.4
2203,3.0
2204,1.0
2205,13.2
2206,4.8
2207,8.0
2208,2.6
2209,1.4
2210,2.1
2211,0.0
2212,25.1
2213,1.4
2214,1.1
2215,1.3
2216,1.7
2217,16.8
2218,3.4
2219,0.4
2220,1.0
2221,0.6
2222,2.2
2223,2.8
2224,104.6
2225,2.0
2226,3.0
2227,0.6
2228,3.7
2229,0.6
2230,1.5
2231,15.6
2232,85.0
2233,1.0
2234,3.0
2235,25.1
2236,81.3
2237,21.2
2238,53.1
2239,4.2
2240,0.6
2241,5.9
2242,10.6
2243,1.7
2244,0.4
2245,40.0
2246,3.2
2247,3.3
2248,1.9
2249,26.0
2250,1.8
2251,2.2
2252,2.6
2253,12.6
2254,7.5
2255,0.6
2256,39.9
2257,8.8
2258,22.3
2259,5.6
2260,32.6
2261,12.4
2262,186.0
2263,45.3
2264,1.9
2265,1.3
2266,15.1
2267,11.2
2268,85.8
2269,2.1
2270,37.1
2271,1.2
2272,2.8
2273,19.1
2274,2.6
2275,25.0
2276,0.0
2277,0.0
2278,0.0
2279,1.2
2280,54.2
2281,17.3
2282,7.9
2283,4.5
2284,2.3
2285,1.6
2286,92.2
2287,1.8
2288,2.2
2289,2.7
2290,27.8
2291,1.7
2292,2.7
2293,11.7
2294,51.7
2295,1.8
2296,2.2
2297,5.7
2298,41.2
2299,4.9
2300,16.2
2301,0.9
2302,1.4
2303,3.5
2304,20.4
2305,2.5
2306,4.4
2307,2.6
2308,138.5
2309,1.6
2310,18.9
2311,16.0
2312,124.5
2313,23.6
2314,2.5
2315,1.6
2316,10.6
2317,65.1
2318,18.2
2319,176.6
2320,7.3
2321,1.9
2322,2.8
2323,6.6
2324,7.2
2325,5.3
2326,2.6
2327,55.6
2328,3.8
2329,193.1
2330,39.9
2331,1.4
2332,33.8
2333,63.6
2334,0.2
2335,1.0
2336,90.0
2337,2.9
2338,1.0
2339,0.0
2340,2.8
2341,1.0
2342,17.6
2343,14.8
2344,72.0
2345,0.0
2346,66.6
2347,1.0
2348,2.4
2349,0.8
2350,11.1
2351,0.0
2352,25.6
2353,40.8
2354,0.6
2355,11.1
2356,26.4
2357,137.3
2358,15.6
2359,20.7
2360,6.2
2361,2.8
2362,31.4
2363,66.6
2364,34.9
2365,6.6
2366,2.5
2367,2.2
2368,0.5
2369,13.8
2370,0.6
2371,127.4
2372,67.6
2373,0.6
2374,26.3
2375,3.8
2376,7.2
2377,34.5
2378,2.0
2379,23.0
2380,22.1
2381,1.9
2382,1.4
2383,30.3
2384,1.9
2385,56.9
2386,2.2
2387,4.2
2388,2.2
2389,16.2
2390,2.3
2391,1.8
2392,1.1
2393,3.6
2394,2.1
2395,0.0
2396,4.7
2397,4.8
2398,73.4
2399,2.2
2400,1.8
2401,11.2
2402,3.4
2403,2.3
2404,51.8
2405,13.0
2406,17.2
2407,0.7
2408,4.9
2409,69.0
2410,2.1
2411,0.6
2412,9.7
2413,33.3
2414,37.8
2415,37.1
2416,1.6
2417,28.8
2418,10.9
2419,2.2
2420,1.8
2421,10.5
2422,2.1
2423,16.2
2424,19.0
2425,17.2
2426,2.0
2427,2.7
2428,19.5
2429,5.6
2430,14.9
2431,0.9
2432,1.4
2433,1.2
2434,1.7
2435,1.4
2436,5.8
2437,1.7
2438,24.4
2439,1.4
2440,0.0
2441,10.2
2442,16.1
2443,2.2
2444,41.7
2445,11.1
2446,1.4
2447,8.4
2448,85.3
2449,4.5
2450,2.4
2451,2.1
2452,38.8
2453,0.0
2454,0.2
2455,32.8
2456,13.8
2457,4.8
2458,121.7
2459,17.4
2460,78.6
2461,0.4
2462,0.0
2463,0.4
2464,23.6
2465,0.8
2466,121.6
2467,1.9
2468,5.3
2469,1.0
2470,13.8
2471,22.3
2472,4.4
2473,23.0
2474,2.4
2475,0.8
2476,16.2
2477,31.5
2478,0.0
2479,39.2
2480,16.2
2481,71.2
2482,28.5
2483,50.0
2484,44.4
2485,20.4
2486,0.3
2487,1.3
2488,55.8
2489,23.7
2490,2.3
2491,2.0
2492,43.0
2493,2.3
2494,1.5
2495,85.5
2496,1.3
2497,209.4
2498,2.7
2499,6.0
2500,2.0
2501,1.9
2502,2.4
2503,36.0
2504,0.0
2505,4.3
2506,2.0
2507,47.9
2508,83.4
2509,11.0
2510,0.0
2511,4.5
2512,7.5
2513,2.0
2514,1.8
2515,11.4
2516,97.4
2517,42.7
2518,0.8
2519,0.0
2520,84.4
2521,73.7
2522,2.4
2523,39.6
2524,11.1
2525,1.6
2526,82.2
2527,15.3
2528,19.3
2529,0.6
2530,24.2
2531,2.2
2532,97.2
2533,11.4
2534,2.6
2535,17.6
2536,47.6
2537,78.1
2538,95.9
2539,11.6
2540,27.6
2541,10.2
2542,2.7
2543,2.0
2544,12.0
2545,25.8
2546,2.4
2547,4.9
2548,4.4
2549,1.8
2550,37.4
2551,76.2
2552,6.3
2553,7.0
2554,40.1
2555,2.1
2556,1.4
2557,45.1
2558,1.4
2559,11.5
2560,5.5
2561,0.5
2562,0.8
2563,96.7
2564,8.7
2565,41.6
2566,9.1
2567,81.9
2568,0.0
2569,12.6
2570,2.0
2571,7.1
2572,1.5
2573,3.9
2574,42.6
2575,1.3
2576,0.4
2577,18.5
2578,2.0
2579,0.0
2580,1.4
2581,19.2
2582,0.0
2583,18.9
2584,2.0
2585,0.8
2586,44.1
2587,54.7
2588,17.0
2589,124.4
2590,0.0
2591,1.7
2592,2.2
2593,16.3
2594,0.4
2595,6.2
2596,3.2
2597,3.5
2598,15.3
2599,16.6
2600,70.1
2601,2.6
2602,0.0
2603,0.6
2604,2.4
2605,13.0
2606,0.0
2607,16.5
2608,2.8
2609,38.8
2610,2.4
2611,1.7
2612,9.3
2613,8.5
2614,89.5
2615,5.3
2616,69.6
2617,0.2
2618,1.6
2619,86.2
2620,32.1
2621,1.6
2622,41.8
2623,1.5
2624,116.2
2625,15.9
2626,1.3
2627,0.0
2628,2.9
2629,0.6
2630,0.0
2631,1.9
2632,0.4
2633,2.8
2634,1.3
2635,51.7
2636,2.8
2637,15.7
2638,46.8
2639,4.4
2640,5.6
2641,25.2
2642,0.9
2643,1.2
2644,9.8
2645,75.2
2646,3.7
2647,1.1
2648,1.7
2649,19.4
2650,2.3
2651,119.2
2652,0.2
2653,7.6
2654,35.7
2655,93.6
2656,44.2
2657,3.2
2658,1.8
2659,1.7
2660,2.5
2661,1.7
2662,2.2
2663,80.4
2664,17.5
2665,6.1
2666,23.4
2667,16.4
2668,4.7
2669,1.9
2670,9.1
2671,5.4
2672,90.8
2673,1.7
2674,6.6
2675,96.8
2676,14.4
2677,2.4
2678,2.8
2679,17.4
2680,1.0
2681,4.5
2682,8.7
2683,28.3
2684,2.3
2685,0.4
2686,0.0
2687,0.0
2688,0.2
2689,1.7
2690,36.8
2691,5.7
2692,122.8
2693,52.6
2694,57.7
2695,32.9
2696,3.1
2697,28.5
2698,0.3
2699,27.8
2700,8.9
2701,2.2
2702,1.8
2703,0.7
2704,0.0
2705,24.1
2706,58.1
2707,110.1
2708,2.1
2709,8.4
2710,2.9
2711,33.1
2712,2.7
2713,1.8
2714,2.8
2715,53.7
2716,1.6
2717,45.0
2718,2.7
2719,5.1
2720,1.6
2721,70.1
2722,62.1
2723,1.8
2724,8.9
2725,1.0
2726,6.9
2727,15.3
2728,11.8
2729,29.1
2730,38.8
2731,2.8
2732,2.0
2733,12.9
2734,1.8
2735,2.9
2736,0.0
2737,115.9
2738,0.0
2739,81.1
2740,4.8
2741,141.7
2742,0.4
2743,0.2
2744,2.2
2745,18.5
2746,1.2
2747,3.4
2748,75.9
2749,111.4
2750,1.5
2751,2.4
2752,1.8
2753,81.4
2754,18.8
2755,0.8
2756,4.7
2757,3.0
2758,29.3
2759,68.3
2760,2.2
2761,0.2
2762,198.2
2763,0.0
2764,2.6
2765,14.5
2766,3.5
2767,16.6
2768,1.9
2769,10.8
2770,7.5
2771,31.1
2772,1.6
2773,1.3
2774,2.6
2775,0.5
2776,1.9
2777,1.7
2778,24.0
2779,3.8
2780,1.8
2781,10.2
2782,38.9
2783,0.6
2784,106.4
2785,60.9
2786,15.5
2787,33.4
2788,11.7
2789,2.7
2790,30.9
2791,21.1
2792,47.7
2793,28.4
2794,1.9
2795,81.0
2796,11.7
2797,1.4
2798,15.4
2799,2.2
2800,1.4
2801,1.3
2802,19.3
2803,25.6
2804,0.2
2805,4.5
2806,1.6
2807,7.0
2808,3.3
2809,0.8
2810,2.4
2811,0.0
2812,2.3
2813,2.1
2814,12.3
2815,0.3
2816,9.0
2817,1.8
2818,52.2
2819,2.9
2820,67.2
2821,25.5
2822,44.6
2823,0.0
2824,126.6
2825,1.8
2826,0.0
2827,2.4
2828,16.5
2829,5.3
2830,2.0
2831,23.1
2832,0.2
2833,6.8
2834,105.6
2835,3.4
2836,0.5
2837,9.5
2838,2.9
2839,31.4
2840,0.0
2841,12.1
2842,98.0
2843,185.3
2844,98.3
2845,0.7
2846,11.0
2847,6.3
2848,1.0
2849,0.6
2850,1.8
2851,0.2
2852,1.5
2853,2.5
2854,0.8
2855,30.0
2856,1.4
2857,2.6
2858,188.5
2859,1.0
2860,0.4
2861,1.6
2862,3.1
2863,71.7
2864,6.5
2865,18.6
2866,2.6
2867,53.9
2868,2.0
2869,2.4
2870,2.8
2871,1.2
2872,1.4
2873,0.6
2874,28.0
2875,40.0
2876,12.6
2877,4.6
2878,4.8
2879,1.6
2880,30.3
2881,10.4
2882,2.6
2883,4.4
2884,0.4
2885,81.4
2886,1.4
2887,98.3
2888,1.7
2889,6.5
2890,1.6
2891,7.4
2892,1.0
2893,2.9
2894,2.4
2895,3.8
2896,87.9
2897,23.7
2898,0.6
2899,0.4
2900,6.0
2901,0.5
2902,6.0
2903,66.9
2904,9.4
2905,32.6
2906,0.1
2907,11.1
2908,0.2
2909,0.4
2910,0.7
2911,2.4
2912,34.5
2913,133.4
2914,2.3
2915,20.2
2916,17.1
2917,1.5
2918,0.2
2919,3.6
2920,9.4
2921,0.2
2922,31.4
2923,33.3
2924,2.8
2925,53.3
2926,9.1
2927,1.6
2928,2.6
2929,227.0
2930,0.2
2931,1.7
2932,3.8
2933,38.7
2934,2.4
2935,2.0
2936,135.3
2937,31.5
2938,45.7
2939,2.2
2940,61.5
2941,7.3
2942,0.8
2943,1.6
2944,0.8
2945,1.4
2946,1.6
2947,104.4
2948,0.7
2949,15.1
2950,31.9
2951,35.2
2952,2.6
2953,2.6
2954,1.9
2955,2.0
2956,2.0
2957,4.0
2958,21.2
2959,105.4
2960,2.6
2961,0.2
2962,24.3
2963,2.3
2964,25.8
2965,51.6
2966,2.6
2967,37.9
2968,5.4
2969,7.2
2970,61.5
2971,24.4
2972,24.7
2973,1.8
2974,10.2
2975,0.7
2976,3.8
2977,20.2
2978,29.3
2979,4.3
2980,0.2
2981,2.5
2982,0.0
2983,69.6
2984,0.0
2985,0.8
2986,1.6
2987,0.5
2988,1.7
2989,3.2
2990,1.6
2991,3.3
2992,82.8
2993,1.0
2994,89.3
2995,2.0
2996,2.7
2997,2.5
2998,3.5
2999,1.8
3000,42.0
3001,12.1
3002,24.8
3003,98.9
3004,1.8
3005,79.3
3006,0.0
3007,1.9
3008,39.4
3009,5.3
3010,63.4
3011,81.1
3012,0.9
3013,1.9
3014,6.0
3015,10.9
3016,66.2
3017,0.9
3018,1.4
3019,2.9
3020,0.3
3021,1.6
3022,0.2
3023,0.0
3024,3.3
3025,3.5
3026,42.9
3027,2.8
3028,4.5
3029,58.0
3030,0.0
3031,4.2
3032,0.0
3033,11.8
3034,1.8
3035,5.9
3036,198.9
3037,11.7
3038,3.0
3039,0.0
3040,76.2
3041,1.3
3042,90.6
3043,1.6
3044,0.0
3045,1.8
3046,352.2
3047,33.7
3048,4.0
3049,13.4
3050,18.4
3051,3.9
3052,27.1
3053,13.5
3054,0.4
3055,40.9
3056,1.7
3057,11.9
3058,2.2
3059,43.6
3060,12.0
3061,39.8
3062,1.7
3063,102.4
3064,3.9
3065,0.4
3066,0.2
3067,34.6
3068,14.8
3069,2.8
3070,2.2
3071,29.2
3072,37.7
3073,2.4
3074,71.6
3075,90.3
3076,75.4
3077,40.5
3078,1.4
3079,19.0
3080,8.9
3081,2.6
3082,153.4
3083,0.4
3084,37.1
3085,0.5
3086,91.2
3087,18.3
3088,10.0
3089,2.3
3090,19.5
3091,0.0
3092,2.8
3093,173.9
3094,4.1
3095,1.2
3096,41.4
3097,1.9
3098,0.0
3099,65.1
3100,24.4
3101,2.6
3102,1.7
3103,9.5
3104,1.8
3105,0.2
3106,9.8
3107,10.5
3108,69.4
3109,0.0
3110,107.4
3111,12.1
3112,0.0
3113,2.2
3114,0.2
3115,0.3
3116,2.8
3117,2.2
3118,2.1
3119,45.4
3120,106.4
3121,88.3
3122,77.8
3123,121.9
3124,2.6
3125,13.8
3126,7.7
3127,1.4
3128,1.6
3129,0.8
3130,1.7
3131,6.9
3132,6.6
3133,1.7
3134,41.8
3135,6.2
3136,60.2
3137,2.4
3138,2.4
3139,12.2
3140,3.5
3141,2.3
3142,3.2
3143,14.6
3144,6.9
3145,1.5
3146,2.3
3147,21.6
3148,2.3
3149,2.5
3150,3.8
3151,0.4
3152,98.3
3153,0.4
3154,1.6
3155,3.2
3156,42.2
3157,32.7
3158,2.5
3159,2.0
3160,5.8
3161,0.7
3162,4.6
3163,0.2
3164,4.5
3165,0.3
3166,24.3
3167,10.8
3168,0.0
3169,1.9
3170,2.0
3171,0.4
3172,0.4
3173,66.2
3174,1.1
3175,49.4
3176,1.1
3177,2.6
3178,0.6
3179,2.5
3180,1.4
3181,44.3
3182,2.2
3183,1.3
3184,11.4
3185,1.3
3186,7.2
3187,2.8
3188,0.4
3189,1.0
3190,14.1
3191,7.7
3192,0.8
3193,3.3
3194,28.5
3195,69.8
3196,1.4
3197,2.4
3198,5.4
3199,62.0
3200,19.6
3201,2.0
3202,86.6
3203,0.5
3204,0.2
3205,15.6
3206,42.2
3207,13.0
3208,9.9
3209,6.1
3210,46.1
3211,3.0
3212,1.8
3213,42.4
3214,10.8
3215,90.4
3216,58.6
3217,0.9
3218,43.3
3219,5.6
3220,5.7
3221,16.9
3222,3.8
3223,14.1
3224,1.6
3225,0.2
3226,0.0
3227,2.9
3228,1.6
3229,56.1
3230,1.1
3231,67.0
3232,1.0
3233,0.8
3234,2.5
3235,45.8
3236,15.8
3237,57.7
3238,2.7
3239,52.1
3240,14.1
3241,25.9
3242,0.0
3243,0.4
3244,216.0
3245,0.6
3246,6.6
3247,2.7
3248,1.2
3249,2.3
3250,1.6
3251,20.1
3252,1.0
3253,2.1
3254,76.2
3255,0.0
3256,1.7
3257,4.5
3258,1.5
3259,0.2
3260,7.8
3261,61.1
3262,2.8
3263,10.9
3264,22.7
3265,2.1
3266,60.3
3267,1.8
3268,1.2
3269,18.4
3270,1.2
3271,15.6
3272,1.0
3273,18.1
3274,1.2
3275,12.8
3276,25.9
3277,18.8
3278,3.0
3279,20.4
3280,2.4
3281,49.6
3282,0.2
3283,0.4
3284,14.8
3285,16.6
3286,103.1
3287,62.3
3288,9.5
3289,22.6
3290,68.6
3291,13.2
3292,1.7
3293,20.6
3294,1.7
3295,3.2
3296,31.8
3297,0.0
3298,0.2
3299,0.5
3300,2.4
3301,27.2
3302,2.0
3303,2.1
3304,3.7
3305,28.0
3306,0.0
3307,0.0
3308,1.4
3309,1.8
3310,3.9
3311,31.4
3312,10.7
3313,50.1
3314,0.0
3315,0.0
3316,103.4
3317,9.3
3318,7.8
3319,2.0
3320,85.6
3321,2.7
3322,43.1
3323,36.1
3324,24.2
3325,2.4
3326,0.0
3327,128.5
3328,2.5
3329,3.9
3330,197.7
3331,62.8
3332,2.6
3333,40.6
3334,45.0
3335,183.5
3336,0.8
3337,127.6
3338,2.2
3339,1.4
3340,1.2
3341,14.9
3342,2.7
3343,0.9
3344,3.4
3345,2.8
3346,67.7
3347,1.0
3348,26.6
3349,0.0
3350,1.5
3351,1.4
3352,47.8
3353,36.4
3354,21.8
3355,10.7
3356,43.2
3357,125.8
3358,46.5
3359,3.8
3360,1.5
3361,107.4
3362,1.7
3363,0.2
3364,0.0
3365,50.7
3366,12.4
3367,16.4
3368,4.7
3369,4.3
3370,2.2
3371,19.6
3372,13.5
3373,4.4
3374,0.0
3375,31.4
3376,5.1
3377,13.3
3378,2.5
3379,13.6
3380,2.5
3381,5.1
3382,71.7
3383,45.0
3384,2.8
3385,2.4
3386,2.4
3387,0.8
3388,0.8
3389,28.0
3390,18.6
3391,14.9
3392,0.9
3393,63.9
3394,1.9
3395,56.6
3396,253.3
3397,42.5
3398,9.6
3399,1.6
3400,58.8
3401,9.3
3402,1.6
3403,3.4
3404,2.4
3405,8.5
3406,32.5
3407,11.9
3408,18.8
3409,0.0
3410,0.5
3411,2.3
3412,43.3
3413,13.3
3414,1.1
3415,2.4
3416,31.3
3417,2.1
3418,1.8
3419,2.3
3420,2.1
3421,1.7
3422,2.9
3423,4.3
3424,3.8
3425,67.7
3426,0.0
3427,66.6
3428,1.2
3429,2.5
3430,1.5
3431,2.8
3432,2.2
3433,1.8
3434,37.7
3435,5.7
3436,16.0
3437,2.1
3438,4.8
3439,25.4
3440,1.4
3441,0.2
3442,2.4
3443,0.5
3444,1.3
3445,1.8
3446,1.6
3447,5.5
3448,1.1
3449,8.9
3450,163.1
3451,1.8
3452,4.3
3453,0.0
3454,45.2
3455,1.6
3456,28.8
3457,24.2
3458,83.5
3459,0.0
3460,37.7
3461,59.7
3462,0.0
3463,3.4
3464,3.9
3465,103.2
3466,79.6
3467,4.4
3468,2.4
3469,0.2
3470,2.8
3471,2.8
3472,0.6
3473,4.2
3474,14.8
3475,7.8
3476,19.3
3477,0.8
3478,11.7
3479,1.5
3480,21.2
3481,26.9
3482,70.3
3483,9.7
3484,84.9
3485,0.9
3486,14.1
3487,15.7
3488,15.0
3489,0.7
3490,30.0
3491,103.2
3492,66.8
3493,0.3
3494,1.8
3495,1.0
3496,22.2
3497,21.2
3498,2.6
3499,61.6
3500,0.0
3501,6.9
3502,0.0
3503,28.8
3504,77.4
3505,132.4
3506,6.6
3507,8.0
3508,27.3
3509,1.3
3510,1.0
3511,77.4
3512,1.5
3513,2.1
3514,1.6
3515,2.0
3516,3.1
3517,0.7
3518,0.2
3519,67.2
3520,40.0
3521,7.5
3522,2.0
3523,3.4
3524,2.5
3525,12.4
3526,25.4
3527,12.1
3528,4.2
3529,76.9
3530,18.9
3531,0.5
3532,7.9
3533,6.7
3534,61.9
3535,4.8
3536,5.2
3537,15.8
3538,2.1
3539,0.2
3540,1.0
3541,2.4
3542,2.0
3543,0.0
3544,2.6
3545,10.8
3546,9.1
3547,0.0
3548,16.0
3549,12.5
3550,2.2
3551,4.0
3552,46.6
3553,16.0
3554,0.4
3555,49.8
3556,3.0
3557,3.6
3558,1.1
3559,2.0
3560,16.8
3561,5.4
3562,2.7
3563,14.3
3564,16.9
3565,3.0
3566,118.4
3567,0.2
3568,1.6
3569,0.7
3570,0.8
3571,1.2
3572,74.6
3573,23.6
3574,4.5
3575,2.9
3576,74.4
3577,3.7
3578,19.5
3579,114.5
3580,1.3
3581,4.8
3582,0.4
3583,3.0
3584,0.7
3585,31.0
3586,0.3
3587,3.6
3588,0.0
3589,58.2
3590,1.6
3591,3.8
3592,17.7
3593,14.6
3594,6.8
3595,2.8
3596,1.6
3597,8.0
3598,62.4
3599,1.8
3600,1.2
3601,2.2
3602,0.4
3603,15.6
3604,0.0
3605,12.1
3606,2.0
3607,8.4
3608,14.1
3609,41.8
3610,2.0
3611,0.0
3612,0.0
3613,40.5
3614,4.9
3615,2.7
3616,23.0
3617,99.9
3618,13.3
3619,0.4
3620,0.5
3621,0.0
3622,0.9
3623,8.7
3624,6.5
3625,12.7
3626,2.3
3627,1.1
3628,110.0
3629,103.5
3630,1.2
3631,0.0
3632,13.7
3633,0.8
3634,10.6
3635,0.0
3636,39.9
3637,82.5
3638,9.6
3639,2.6
3640,10.9
3641,12.5
3642,11.2
3643,55.3
3644,67.6
3645,7.7
3646,80.4
3647,1.3
3648,2.3
3649,3.0
3650,21.8
3651,1.8
3652,13.4
3653,0.2
3654,0.4
3655,1.4
3656,1.8
3657,1.9
3658,4.3
3659,40.7
3660,1.0
3661,2.3
3662,1.9
3663,4.6
3664,1.0
3665,2.1
3666,2.7
3667,112.0
3668,19.0
3669,1.0
3670,0.2
3671,5.3
3672,28.9
3673,31.2
3674,3.6
3675,1.8
3676,45.4
3677,78.9
3678,6.8
3679,7.1
3680,23.2
3681,15.2
3682,9.0
3683,110.3
3684,48.5
3685,122.5
3686,24.4
3687,14.3
3688,13.8
3689,1.2
3690,0.3
3691,0.0
3692,5.3
3693,2.2
3694,12.3
3695,12.8
3696,0.0
3697,2.5
3698,3.3
3699,2.5
3700,2.0
3701,0.0
3702,0.4
3703,3.4
3704,9.6
3705,77.1
3706,3.2
3707,123.3
3708,1.3
3709,9.6
3710,0.5
3711,0.0
3712,1.4
3713,6.3
3714,2.8
3715,0.2
3716,0.4
3717,14.6
3718,135.5
3719,2.2
3720,0.0
3721,127.4
3722,9.6
3723,22.7
3724,3.1
3725,24.2
3726,111.8
3727,2.4
3728,1.8
3729,0.4
3730,26.8
3731,45.6
3732,4.8
3733,1.9
3734,40.3
3735,0.6
3736,125.8
3737,16.3
3738,1.4
3739,35.4
3740,2.0
3741,1.9
3742,0.8
3743,1.2
3744,7.3
3745,1.0
3746,37.8
3747,1.8
3748,0.5
3749,52.6
3750,11.0
3751,7.0
3752,0.2
3753,30.0
3754,71.8
3755,68.3
3756,0.0
3757,7.4
3758,0.6
3759,22.4
3760,5.8
3761,0.0
3762,1.5
3763,2.9
3764,2.0
3765,9.0
3766,43.7
3767,2.8
3768,0.7
3769,67.4
3770,2.7
3771,1.2
3772,98.4
3773,11.0
3774,0.9
3775,9.1
3776,41.2
3777,3.5
3778,2.6
3779,40.6
3780,10.9
3781,2.0
3782,46.4
3783,4.6
3784,2.3
3785,3.1
3786,0.8
3787,22.5
3788,1.0
3789,25.3
3790,0.0
3791,0.4
3792,4.5
3793,2.6
3794,9.5
3795,37.7
3796,1.0
3797,2.0
3798,16.2
3799,11.5
3800,27.4
3801,7.3
3802,2.4
3803,0.8
3804,1.6
3805,52.8
3806,41.4
3807,1.5
3808,4.9
3809,44.0
3810,6.0
3811,16.7
3812,11.2
3813,0.4
3814,0.5
3815,1.9
3816,1.8
3817,1.4
3818,2.0
3819,1.9
3820,21.7
3821,31.7
3822,2.8
3823,89.6
3824,2.4
3825,7.0
3826,2.0
3827,2.5
3828,20.7
3829,71.4
3830,1.8
3831,0.8
3832,96.8
3833,0.2
3834,3.4
3835,0.2
3836,13.4
3837,1.7
3838,6.5
3839,16.5
3840,14.5
3841,1.4
3842,28.2
3843,16.2
3844,8.2
3845,2.8
3846,29.4
3847,2.2
3848,0.5
3849,2.0
3850,4.2
3851,35.6
3852,0.0
3853,2.3
3854,11.5
3855,1.8
3856,80.9
3857,72.5
3858,85.5
3859,0.0
3860,5.7
3861,1.0
3862,22.8
3863,2.5
3864,7.8
3865,82.4
3866,118.2
3867,1.1
3868,2.4
3869,15.0
3870,1.7
3871,14.1
3872,13.2
3873,58.6
3874,26.6
3875,15.1
3876,6.2
3877,0.0
3878,5.0
3879,17.4
3880,1.5
3881,7.1
3882,0.5
3883,71.3
3884,9.9
3885,37.0
3886,21.4
3887,11.3
3888,10.5
3889,12.0
3890,11.3
3891,3.4
3892,16.3
3893,1.5
3894,11.1
3895,17.8
3896,35.7
3897,71.5
3898,1.6
3899,6.9
3900,26.3
3901,135.6
3902,2.2
3903,12.0
3904,37.3
3905,0.2
3906,119.8
3907,1.0
3908,36.5
3909,7.4
3910,17.4
3911,11.2
3912,29.9
3913,0.9
3914,42.0
3915,10.9
3916,29.0
3917,72.2
3918,45.9
3919,83.6
3920,43.7
3921,2.0
3922,2.8
3923,1.6
3924,39.4
3925,6.4
3926,30.1
3927,1.0
3928,40.4
3929,0.8
3930,25.3
3931,7.2
3932,0.5
3933,10.4
3934,1.5
3935,0.0
3936,1.2
3937,22.4
3938,4.0
3939,1.1
3940,2.9
3941,21.9
3942,20.8
3943,1.1
3944,4.1
3945,35.1
3946,2.4
3947,91.2
3948,7.6
3949,2.3
3950,1.7
3951,20.8
3952,2.9
3953,74.6
3954,4.9
3955,188.4
3956,37.6
3957,1.8
3958,3.4
3959,86.4
3960,6.2
3961,0.6
3962,13.2
3963,33.8
3964,0.1
3965,38.6
3966,0.0
3967,1.1
3968,41.2
3969,38.6
3970,10.8
3971,1.8
3972,2.9
3973,5.5
3974,2.9
3975,12.1
3976,0.0
3977,2.7
3978,2.7
3979,5.9
3980,4.0
3981,16.0
3982,115.3
3983,65.5
3984,1.0
3985,6.3
3986,11.0
3987,54.6
3988,790.8
3989,2.1
3990,1.6
3991,6.6
3992,44.4
3993,18.8
3994,87.8
3995,46.0
3996,223.8
3997,0.8
3998,2.8
3999,1.8
4000,17.0
4001,25.1
4002,1.7
4003,8.1
4004,1.2
4005,2.6
4006,21.0
4007,208.1
4008,38.8
4009,2.4
4010,86.7
4011,10.6
4012,0.0
4013,0.0
4014,36.7
4015,11.8
4016,72.2
4017,3.1
4018,46.0
4019,79.5
4020,47.1
4021,43.8
4022,7.6
4023,5.1
4024,7.6
4025,2.3
4026,5.9
4027,1.2
4028,2.9
4029,1.6
4030,31.8
4031,84.6
4032,77.3
4033,23.4
4034,69.5
4035,29.9
4036,1.6
4037,0.6
4038,3.0
4039,1.8
4040,3.1
4041,13.4
4042,28.8
4043,39.1
4044,2.5
4045,72.2
4046,1.7
4047,2.4
4048,2.9
4049,26.5
4050,19.4
4051,2.1
4052,86.2
4053,46.8
4054,27.4
4055,2.8
4056,147.5
4057,1.8
4058,0.5
4059,19.7
4060,4.6
4061,2.8
4062,28.3
4063,0.0
4064,3.7
4065,87.2
4066,66.7
4067,0.2
4068,1.0
4069,2.4
4070,1.8
4071,17.8
4072,9.2
4073,0.6
4074,2.8
4075,6.0
4076,13.0
4077,5.4
4078,1.5
4079,14.0
4080,2.8
4081,63.7
4082,2.4
4083,0.9
4084,3.2
4085,2.4
4086,4.4
4087,1.3
4088,34.3
4089,126.8
4090,17.3
4091,6.4
4092,2.0
4093,12.5
4094,48.9
4095,0.0
4096,3.8
4097,14.7
4098,25.7
4099,12.5
4100,3.4
4101,8.5
4102,1.3
4103,1.3
4104,1.9
4105,2.6
4106,60.4
4107,8.3
4108,1.0
4109,6.4
4110,17.6
4111,10.0
4112,1.2
4113,18.8
4114,13.6
4115,19.4
4116,7.4
4117,16.7
4118,1.1
4119,94.3
4120,2.2
4121,0.4
4122,25.4
4123,75.3
4124,2.4
4125,45.0
4126,3.4
4127,5.4
4128,4.0
4129,32.6
4130,1.2
4131,1.0
4132,85.6
4133,101.4
4134,1.5
4135,1.6
4136,4.9
4137,1.2
